,Time,BTC_Google_Trends_Full_Name,ETH_Google_Trends_Full_Name,DOGE_Google_Trends_Full_Name,LTC_Google_Trends_Full_Name,XMR_Google_Trends_Full_Name
3230,2018-11-05,32.025,3.878,0.051,1.579,0.0976
3231,2018-11-06,31.446,3.841,0.052,1.371,0.0971
3232,2018-11-07,30.675,3.713,0.0493,1.575,0.0966
3233,2018-11-08,30.057,3.561,0.0527,1.285,0.0922
3234,2018-11-09,29.728,3.582,0.053,1.12,0.0868
3235,2018-11-10,25.063,3.54,0.0504,1.089,0.0874
3236,2018-11-11,25.533,2.965,0.0489,1.129,0.0908
3237,2018-11-12,28.993,3.248,0.0485,1.148,0.0964
3238,2018-11-13,30.021,3.553,0.0512,1.32,0.0942
3239,2018-11-14,47.768,4.491,0.062,1.743,0.0925
3240,2018-11-15,54.469,4.718,0.0536,1.832,0.0902
3241,2018-11-16,41.489,3.429,0.0515,1.55,0.088
3242,2018-11-17,34.289,3.307,0.0518,1.161,0.0902
3243,2018-11-18,31.487,2.826,0.0482,1.494,0.091
3244,2018-11-19,53.775,5.212,0.0503,2.084,0.0867
3245,2018-11-20,77.947,6.146,0.0595,2.437,0.102
3246,2018-11-21,60.39,4.813,0.0542,1.865,0.112
3247,2018-11-22,45.202,4.063,0.0525,1.612,0.0793
3248,2018-11-23,45.856,4.384,0.0497,1.481,0.0862
3249,2018-11-24,42.349,3.753,0.0508,1.675,0.0842
3250,2018-11-25,64.303,5.484,0.0511,1.87,0.0855
3251,2018-11-26,63.738,4.721,0.051,1.784,0.0886
3252,2018-11-27,57.323,4.659,0.0491,1.802,0.0972
3253,2018-11-28,52.904,4.488,0.0578,1.854,0.09
3254,2018-11-29,46.745,3.781,0.0508,1.692,0.0872
3255,2018-11-30,42.937,3.476,0.0439,1.375,0.0855
3256,2018-12-01,37.667,2.761,0.0461,1.303,0.0706
3257,2018-12-02,33.301,2.919,0.0454,1.225,0.0789
3258,2018-12-03,42.75,3.7,0.0466,1.275,0.0835
3259,2018-12-04,41.989,3.894,0.0446,1.382,0.0887
3260,2018-12-05,40.599,3.85,0.0487,1.38,0.0847
3261,2018-12-06,44.869,4.846,0.0475,1.718,0.0816
3262,2018-12-07,57.279,5.7,0.0517,2.134,0.0923
3263,2018-12-08,42.659,4.654,0.0455,1.912,0.0792
3264,2018-12-09,38.351,3.866,0.0493,1.65,0.0683
3265,2018-12-10,42.584,4.057,0.0388,1.635,0.0763
3266,2018-12-11,40.617,4.011,0.0404,1.619,0.0626
3267,2018-12-12,38.696,3.795,0.0484,1.415,0.0696
3268,2018-12-13,40.475,3.604,0.0476,1.445,0.0591
3269,2018-12-14,43.602,3.588,0.0417,1.533,0.0821
3270,2018-12-15,38.208,3.28,0.0493,1.692,0.0773
3271,2018-12-16,36.314,3.004,0.0465,1.848,0.0845
3272,2018-12-17,44.181,4.042,0.0755,2.208,0.0544
3273,2018-12-18,43.153,3.886,0.0854,1.722,0.075
3274,2018-12-19,47.327,3.994,0.0735,2.049,0.0799
3275,2018-12-20,48.914,4.27,0.061,1.731,0.0775
3276,2018-12-21,43.645,3.915,0.0487,1.889,0.0785
3277,2018-12-22,36.333,3.275,0.0471,1.441,0.0704
3278,2018-12-23,36.116,5.718,0.0474,1.604,0.0703
3279,2018-12-24,41.168,6.389,0.0615,2.054,0.0872
3280,2018-12-25,38.724,4.438,0.0451,1.557,0.0616
3281,2018-12-26,37.079,3.91,0.0429,1.56,0.0742
3282,2018-12-27,38.225,3.998,0.0435,1.776,0.0772
3283,2018-12-28,38.309,3.801,0.0424,1.606,0.0774
3284,2018-12-29,34.657,4.099,0.0484,1.695,0.0779
3285,2018-12-30,31.836,3.728,0.0395,1.909,0.0706
3286,2018-12-31,31.275,3.197,0.043,1.595,0.0637
3287,2019-01-01,31.318,3.439,0.0595,1.275,0.0852
3288,2019-01-02,35.638,5.877,0.0439,1.578,0.108
3289,2019-01-03,36.12,5.704,0.0474,1.46,0.103
3290,2019-01-04,35.511,5.117,0.0476,1.458,0.0876
3291,2019-01-05,29.152,4.933,0.0422,2.122,0.107
3292,2019-01-06,31.654,4.341,0.0413,3.04,0.104
3293,2019-01-07,37.173,5.19,0.05,2.24,0.119
3294,2019-01-08,33.179,5.262,0.0529,2.032,0.0941
3295,2019-01-09,33.957,4.696,0.0443,1.79,0.252
3296,2019-01-10,38.559,5.547,0.0563,1.667,0.16
3297,2019-01-11,34.92,4.504,0.0526,1.456,0.113
3298,2019-01-12,30.058,3.436,0.0404,1.403,0.0908
3299,2019-01-13,30.026,3.51,0.0476,1.491,0.102
3300,2019-01-14,32.963,4.685,0.051,1.549,0.0882
3301,2019-01-15,31.546,4.795,0.0496,1.47,0.0889
3302,2019-01-16,30.686,4.425,0.0483,1.302,0.0822
3303,2019-01-17,30.103,3.728,0.0479,1.272,0.0854
3304,2019-01-18,28.987,3.535,0.042,1.049,0.0818
3305,2019-01-19,26.268,3.143,0.0466,1.317,0.0787
3306,2019-01-20,25.537,2.531,0.0414,1.198,0.0741
3307,2019-01-21,28.514,3.16,0.0372,1.325,0.0766
3308,2019-01-22,28.155,2.996,0.0413,1.236,0.0844
3309,2019-01-23,27.432,3.084,0.0462,1.384,0.0683
3310,2019-01-24,28.549,3.126,0.0478,1.54,0.0819
3311,2019-01-25,27.433,2.812,0.0486,1.374,0.0799
3312,2019-01-26,24.778,2.604,0.0372,1.32,0.0845
3313,2019-01-27,24.639,2.75,0.0451,1.228,0.0627
3314,2019-01-28,31.15,3.288,0.0437,1.478,0.0756
3315,2019-01-29,30.398,3.026,0.0527,1.346,0.0807
3316,2019-01-30,28.51,2.564,0.0303,1.113,0.0665
3317,2019-01-31,28.118,2.965,0.0381,1.293,0.0741
3318,2019-02-01,26.961,2.714,0.037,1.288,0.0624
3319,2019-02-02,24.926,2.73,0.0398,1.542,0.0787
3320,2019-02-03,23.495,2.39,0.0408,1.462,0.0657
3321,2019-02-04,29.667,2.78,0.0448,1.351,0.0745
3322,2019-02-05,33.781,3.177,0.0407,1.763,0.0709
3323,2019-02-06,32.133,3.228,0.0387,1.366,0.0674
3324,2019-02-07,30.562,2.849,0.0453,1.287,0.0567
3325,2019-02-08,31.625,2.898,0.0397,4.004,0.0656
3326,2019-02-09,29.973,3.19,0.0485,3.702,0.0665
3327,2019-02-10,26.703,3.0,0.0367,3.176,0.0792
3328,2019-02-11,28.264,3.235,0.0393,2.221,0.0867
3329,2019-02-12,28.337,2.936,0.0394,1.763,0.0773
3330,2019-02-13,27.599,3.134,0.036,1.801,0.0755
3331,2019-02-14,27.075,2.946,0.0328,1.77,0.0633
3332,2019-02-15,25.999,2.758,0.04,1.828,0.0751
3333,2019-02-16,24.821,2.854,0.0402,1.701,0.0666
3334,2019-02-17,24.161,3.419,0.0575,1.511,0.0657
3335,2019-02-18,33.736,6.063,0.047,2.357,0.0681
3336,2019-02-19,35.28,4.68,0.0495,2.058,0.0764
3337,2019-02-20,32.853,3.751,0.0435,2.444,0.0901
3338,2019-02-21,31.232,3.867,0.0393,2.32,0.0877
3339,2019-02-22,29.979,3.536,0.0458,1.92,0.0724
3340,2019-02-23,30.331,3.935,0.048,1.935,0.0721
3341,2019-02-24,36.812,5.039,0.0522,2.334,0.0767
3342,2019-02-25,31.877,4.076,0.0398,1.861,0.0747
3343,2019-02-26,29.669,3.912,0.0472,1.903,0.0649
3344,2019-02-27,27.904,4.13,0.0357,1.56,0.0781
3345,2019-02-28,27.635,4.923,0.0347,1.696,0.0821
3346,2019-03-01,26.61,3.88,0.0471,1.88,0.0833
3347,2019-03-02,24.583,3.012,0.0446,1.573,0.0583
3348,2019-03-03,24.289,2.858,0.0454,1.473,0.0909
3349,2019-03-04,27.275,3.236,0.0365,1.414,0.0866
3350,2019-03-05,28.705,3.256,0.0371,2.405,0.0805
3351,2019-03-06,28.405,3.051,0.037,3.041,0.0694
3352,2019-03-07,27.574,2.925,0.0421,2.899,0.0844
3353,2019-03-08,26.251,2.771,0.0328,2.187,0.0847
3354,2019-03-09,25.93,2.761,0.0454,2.152,0.163
3355,2019-03-10,24.944,2.465,0.036,1.955,0.131
3356,2019-03-11,26.497,2.747,0.0315,1.647,0.118
3357,2019-03-12,26.521,2.976,0.0368,1.882,0.0932
3358,2019-03-13,25.692,2.863,0.0373,1.742,0.0901
3359,2019-03-14,24.705,2.726,0.0362,1.56,0.0951
3360,2019-03-15,24.522,2.587,0.0401,1.639,0.0865
3361,2019-03-16,25.322,2.816,0.0364,2.51,0.0718
3362,2019-03-17,24.262,2.687,0.046,1.865,0.0569
3363,2019-03-18,27.058,3.081,0.0368,1.883,0.0882
3364,2019-03-19,28.929,3.26,0.0392,1.902,0.0825
3365,2019-03-20,29.28,3.08,0.0403,1.787,0.0879
3366,2019-03-21,29.565,3.192,0.0409,1.814,0.0869
3367,2019-03-22,26.6,2.724,0.0351,1.883,0.0852
3368,2019-03-23,24.055,2.579,0.04,1.706,0.0728
3369,2019-03-24,23.095,2.465,0.0424,1.807,0.0618
3370,2019-03-25,25.583,2.648,0.0363,1.627,0.0598
3371,2019-03-26,25.845,2.73,0.0391,1.497,0.0755
3372,2019-03-27,28.596,2.759,0.0439,1.691,0.0686
3373,2019-03-28,26.816,2.843,0.0446,1.607,0.0569
3374,2019-03-29,27.616,2.652,0.0343,1.43,0.0783
3375,2019-03-30,23.984,2.541,0.0353,1.561,0.0392
3376,2019-03-31,23.026,2.339,0.0342,1.508,0.0791
3377,2019-04-01,29.16,3.191,0.0636,1.539,0.0816
3378,2019-04-02,64.989,5.133,0.135,3.966,0.102
3379,2019-04-03,68.235,6.126,0.228,6.43,0.102
3380,2019-04-04,49.695,4.923,0.151,4.235,0.0995
3381,2019-04-05,40.256,3.453,0.0904,2.868,0.0782
3382,2019-04-06,34.211,3.237,0.0625,2.926,0.0702
3383,2019-04-07,35.299,4.6,0.0651,2.827,0.077
3384,2019-04-08,42.388,5.086,0.0667,3.193,0.103
3385,2019-04-09,38.846,3.903,0.0542,2.653,0.0874
3386,2019-04-10,38.331,4.006,0.0492,2.569,0.0693
3387,2019-04-11,39.654,3.417,0.0421,2.587,0.0823
3388,2019-04-12,34.93,3.391,0.0446,1.972,0.0706
3389,2019-04-13,29.061,2.503,0.0444,1.749,0.0654
3390,2019-04-14,28.926,2.63,0.0377,1.801,0.069
3391,2019-04-15,33.819,3.232,0.048,1.963,0.0642
3392,2019-04-16,34.642,2.95,0.0388,1.69,0.0598
3393,2019-04-17,34.818,3.225,0.0399,1.932,0.0692
3394,2019-04-18,32.63,3.469,0.0499,1.998,0.0572
3395,2019-04-19,32.176,3.35,0.0466,1.98,0.0634
3396,2019-04-20,30.735,3.096,0.0479,1.673,0.0612
3397,2019-04-21,29.825,2.6,0.0455,1.794,0.0673
3398,2019-04-22,33.416,3.381,0.0474,1.856,0.0614
3399,2019-04-23,43.762,3.632,0.0453,2.253,0.076
3400,2019-04-24,38.506,3.515,0.0482,2.082,0.058
3401,2019-04-25,36.393,3.318,0.0438,1.627,0.0631
3402,2019-04-26,37.414,3.212,0.0484,1.724,0.061
3403,2019-04-27,29.119,2.491,0.0415,1.568,0.0415
3404,2019-04-28,27.714,2.473,0.038,1.648,0.0622
3405,2019-04-29,30.926,2.789,0.0379,1.995,0.058
3406,2019-04-30,30.442,4.954,0.0476,1.653,0.0521
3407,2019-05-01,30.521,3.442,0.0467,1.73,0.0494
3408,2019-05-02,32.142,2.672,0.0531,1.544,0.068
3409,2019-05-03,40.868,3.455,0.052,2.116,0.0698
3410,2019-05-04,34.809,3.045,0.0494,1.685,0.0585
3411,2019-05-05,34.494,2.502,0.0406,1.488,0.0565
3412,2019-05-06,35.347,3.609,0.0435,1.847,0.0587
3413,2019-05-07,40.915,4.302,0.0464,2.039,0.0572
3414,2019-05-08,41.782,3.495,0.0432,1.704,0.0537
3415,2019-05-09,46.364,3.525,0.0463,1.931,0.0633
3416,2019-05-10,50.085,3.62,0.0441,2.286,0.0593
3417,2019-05-11,64.238,5.008,0.0516,3.473,0.0648
3418,2019-05-12,66.938,5.133,0.049,3.124,0.0489
3419,2019-05-13,76.832,5.696,0.0547,3.435,0.0659
3420,2019-05-14,89.974,7.268,0.0742,3.784,0.0773
3421,2019-05-15,73.578,9.074,0.0743,4.231,0.0853
3422,2019-05-16,68.45,10.036,0.0701,4.083,0.0705
3423,2019-05-17,67.824,6.772,0.0587,2.893,0.0653
3424,2019-05-18,50.718,4.772,0.0572,2.444,0.056
3425,2019-05-19,55.758,5.651,0.0573,2.69,0.0607
3426,2019-05-20,57.863,4.911,0.055,2.519,0.0521
3427,2019-05-21,55.133,4.928,0.0569,2.449,0.0596
3428,2019-05-22,51.77,4.637,0.0472,2.52,0.0528
3429,2019-05-23,48.216,4.382,0.0472,2.207,0.0419
3430,2019-05-24,47.382,4.418,0.055,3.721,0.0545
3431,2019-05-25,42.77,3.66,0.0515,3.825,0.0483
3432,2019-05-26,45.267,3.766,0.0535,3.592,0.047
3433,2019-05-27,65.338,5.639,0.0591,5.491,0.0574
3434,2019-05-28,57.648,5.371,0.0537,4.356,0.0629
3435,2019-05-29,52.838,4.548,0.0496,4.008,0.0636
3436,2019-05-30,55.846,5.765,0.0659,4.16,0.0621
3437,2019-05-31,53.241,4.748,0.0588,3.319,0.0552
3438,2019-06-01,45.259,4.074,0.045,3.151,0.0565
3439,2019-06-02,43.354,3.85,0.0575,2.726,0.0456
3440,2019-06-03,47.52,4.217,0.0496,2.589,0.0396
3441,2019-06-04,55.299,4.412,0.0441,2.825,0.0541
3442,2019-06-05,47.502,3.783,0.0442,2.547,0.0525
3443,2019-06-06,43.909,3.676,0.0477,2.64,0.0385
3444,2019-06-07,44.687,3.732,0.0518,4.43,0.0542
3445,2019-06-08,37.728,3.381,0.039,3.655,0.039
3446,2019-06-09,37.548,3.392,0.0381,2.932,0.0478
3447,2019-06-10,40.481,3.661,0.0396,4.699,0.0409
3448,2019-06-11,40.996,3.798,0.04,6.714,0.0402
3449,2019-06-12,41.379,3.768,0.0388,8.237,0.0433
3450,2019-06-13,41.0,3.824,0.0358,5.114,0.0441
3451,2019-06-14,44.847,3.762,0.039,4.719,0.0483
3452,2019-06-15,44.596,3.949,0.0446,5.058,0.0463
3453,2019-06-16,55.304,4.25,0.0425,4.929,0.0398
3454,2019-06-17,59.077,4.963,0.0389,4.499,0.0482
3455,2019-06-18,59.827,5.16,0.0451,4.548,0.0519
3456,2019-06-19,51.064,4.06,0.04,4.356,0.0519
3457,2019-06-20,51.444,4.071,0.0442,4.212,0.0452
3458,2019-06-21,65.746,5.948,0.0466,4.431,0.0533
3459,2019-06-22,103.588,8.548,0.0573,6.101,0.0636
3460,2019-06-23,72.573,6.445,0.0441,4.374,0.0541
3461,2019-06-24,74.678,6.48,0.0513,4.521,0.0495
3462,2019-06-25,85.282,7.437,0.0521,4.627,0.0554
3463,2019-06-26,150.505,11.581,0.0575,6.541,0.0692
3464,2019-06-27,125.666,8.044,0.0493,5.268,0.053
3465,2019-06-28,94.313,6.583,0.0534,4.285,0.0466
3466,2019-06-29,71.811,5.992,0.048,4.426,0.0388
3467,2019-06-30,63.698,6.163,0.0463,4.204,0.0388
3468,2019-07-01,72.71,6.089,0.0304,3.954,0.0344
3469,2019-07-02,73.678,6.249,0.0393,3.789,0.044
3470,2019-07-03,67.179,6.154,0.0391,3.343,0.0351
3471,2019-07-04,62.187,5.903,0.0376,2.772,0.0435
3472,2019-07-05,57.568,5.154,0.142,2.778,0.0416
3473,2019-07-06,50.546,4.627,0.0945,2.715,0.0343
3474,2019-07-07,47.856,6.447,0.0575,2.689,0.0431
3475,2019-07-08,59.067,7.401,0.0531,2.825,0.0489
3476,2019-07-09,67.907,7.873,0.0459,2.969,0.0375
3477,2019-07-10,70.75,9.317,0.0512,4.074,0.0393
3478,2019-07-11,64.951,11.89,0.0428,4.046,0.0351
3479,2019-07-12,64.573,14.086,0.0401,3.082,0.0366
3480,2019-07-13,52.286,17.449,0.0311,2.859,0.0295
3481,2019-07-14,53.469,16.6,0.0393,3.752,0.0314
3482,2019-07-15,64.697,15.045,0.0353,3.429,0.0296
3483,2019-07-16,66.716,15.091,0.0397,3.961,0.0345
3484,2019-07-17,68.552,16.766,0.0358,3.889,0.0343
3485,2019-07-18,64.297,23.734,0.0396,3.912,0.0279
3486,2019-07-19,55.783,12.3,0.0303,3.107,0.0314
3487,2019-07-20,47.642,3.559,0.0312,2.664,0.0293
3488,2019-07-21,46.608,3.515,0.0305,2.622,0.0287
3489,2019-07-22,49.381,3.774,0.0298,2.637,0.0248
3490,2019-07-23,50.494,3.745,0.0323,2.506,0.0308
3491,2019-07-24,52.869,3.653,0.0283,2.619,0.0276
3492,2019-07-25,50.398,3.788,0.0306,2.448,0.0271
3493,2019-07-26,45.77,3.259,0.0281,2.148,0.0236
3494,2019-07-27,47.033,2.922,0.0303,2.051,0.0201
3495,2019-07-28,43.512,2.824,0.028,2.267,0.0276
3496,2019-07-29,47.477,3.307,0.0315,2.406,0.0181
3497,2019-07-30,45.865,3.637,0.0309,2.507,0.0271
3498,2019-07-31,47.374,3.269,0.0304,3.19,0.0199
3499,2019-08-01,47.003,3.133,0.0284,2.941,0.029
3500,2019-08-02,49.697,3.545,0.0308,2.89,0.0245
3501,2019-08-03,45.572,3.102,0.0317,2.899,0.0268
3502,2019-08-04,44.225,3.089,0.0281,3.227,0.0318
3503,2019-08-05,65.251,4.02,0.0364,5.802,0.0265
3504,2019-08-06,64.065,4.155,0.0307,3.293,0.0313
3505,2019-08-07,57.065,3.698,0.0316,2.681,0.0293
3506,2019-08-08,54.121,3.484,0.0324,2.445,0.0295
3507,2019-08-09,49.051,3.328,0.0285,2.501,0.029
3508,2019-08-10,44.675,3.264,0.0294,2.357,0.0298
3509,2019-08-11,42.268,2.966,0.0294,2.515,0.0257
3510,2019-08-12,48.146,3.482,0.0285,2.548,0.0267
3511,2019-08-13,48.607,3.381,0.0326,2.215,0.0285
3512,2019-08-14,54.039,3.683,0.0302,2.527,0.0264
3513,2019-08-15,57.038,3.901,0.0326,2.685,0.0283
3514,2019-08-16,48.832,3.284,0.0317,2.427,0.0259
3515,2019-08-17,40.656,2.957,0.0267,1.953,0.025
3516,2019-08-18,41.321,2.949,0.0295,2.244,0.0239
3517,2019-08-19,47.547,3.618,0.0269,2.139,0.0278
3518,2019-08-20,46.541,3.537,0.0277,2.038,0.026
3519,2019-08-21,47.781,3.558,0.0296,2.042,0.0279
3520,2019-08-22,45.062,3.607,0.0292,2.055,0.0267
3521,2019-08-23,44.119,3.549,0.0214,1.795,0.0259
3522,2019-08-24,39.099,2.889,0.0254,1.697,0.0184
3523,2019-08-25,38.104,2.992,0.0313,1.716,0.0244
3524,2019-08-26,44.028,3.38,0.0265,1.859,0.0281
3525,2019-08-27,43.376,3.158,0.0279,1.873,0.0254
3526,2019-08-28,44.59,3.42,0.0266,2.146,0.022
3527,2019-08-29,49.426,3.361,0.0288,2.434,0.0217
3528,2019-08-30,41.032,3.241,0.0243,1.901,0.0228
3529,2019-08-31,35.774,2.55,0.0286,1.794,0.0153
3530,2019-09-01,34.79,2.508,0.0286,1.605,0.0238
3531,2019-09-02,43.991,3.196,0.0299,1.815,0.0268
3532,2019-09-03,47.646,3.329,0.0257,1.962,0.0244
3533,2019-09-04,43.416,2.927,0.0262,1.91,0.0263
3534,2019-09-05,40.199,3.146,0.0267,1.788,0.027
3535,2019-09-06,42.604,2.978,0.028,1.781,0.0221
3536,2019-09-07,35.563,2.672,0.027,1.846,0.0246
3537,2019-09-08,34.623,2.833,0.0219,1.712,0.0181
3538,2019-09-09,38.639,2.947,0.0309,1.82,0.0242
3539,2019-09-10,37.94,3.125,0.0247,1.955,0.0231
3540,2019-09-11,37.32,2.925,0.0248,1.683,0.0258
3541,2019-09-12,38.007,3.102,0.026,1.711,0.0259
3542,2019-09-13,35.352,2.672,0.0233,1.693,0.0233
3543,2019-09-14,32.139,2.511,0.025,1.626,0.0195
3544,2019-09-15,31.906,3.101,0.0257,1.609,0.0237
3545,2019-09-16,34.933,3.79,0.0257,1.775,0.0211
3546,2019-09-17,33.887,4.557,0.0279,1.949,0.0242
3547,2019-09-18,34.487,4.933,0.0302,2.443,0.0241
3548,2019-09-19,37.4,4.063,0.0294,2.099,0.0246
3549,2019-09-20,34.296,3.793,0.0257,1.762,0.0261
3550,2019-09-21,29.885,3.142,0.0238,1.507,0.0271
3551,2019-09-22,30.589,3.123,0.0261,1.688,0.0255
3552,2019-09-23,36.075,3.044,0.0226,1.761,0.0235
3553,2019-09-24,50.201,3.942,0.0258,2.537,0.0227
3554,2019-09-25,58.503,3.822,0.0268,2.478,0.0244
3555,2019-09-26,54.492,3.466,0.0265,2.058,0.023
3556,2019-09-27,48.563,3.166,0.026,1.773,0.0256
3557,2019-09-28,38.973,3.119,0.0255,1.62,0.0255
3558,2019-09-29,36.216,2.47,0.0253,1.502,0.0227
3559,2019-09-30,43.398,3.227,0.0229,1.662,0.0229
3560,2019-10-01,41.732,3.151,0.0258,1.699,0.0249
3561,2019-10-02,38.782,2.794,0.0247,1.582,0.0195
3562,2019-10-03,38.876,3.052,0.0272,1.595,0.025
3563,2019-10-04,34.839,2.874,0.0263,1.639,0.0222
3564,2019-10-05,31.876,3.034,0.0201,1.292,0.0213
3565,2019-10-06,32.95,2.482,0.0235,1.473,0.0228
3566,2019-10-07,39.321,3.029,0.0245,1.66,0.0198
3567,2019-10-08,36.974,3.142,0.0274,1.704,0.0236
3568,2019-10-09,37.271,3.297,0.023,1.602,0.0256
3569,2019-10-10,36.973,3.138,0.022,1.665,0.0195
3570,2019-10-11,34.305,2.95,0.0203,1.357,0.0208
3571,2019-10-12,30.306,2.428,0.0251,1.46,0.0222
3572,2019-10-13,30.31,2.418,0.0264,1.277,0.0212
3573,2019-10-14,33.863,2.825,0.0248,1.429,0.0235
3574,2019-10-15,34.707,2.978,0.0245,1.568,0.0199
3575,2019-10-16,35.233,2.928,0.0271,1.488,0.0237
3576,2019-10-17,34.534,3.016,0.0344,1.577,0.0267
3577,2019-10-18,34.14,2.572,0.0268,1.556,0.0265
3578,2019-10-19,30.019,2.303,0.0257,1.388,0.0246
3579,2019-10-20,30.011,2.373,0.0239,1.54,0.0223
3580,2019-10-21,33.74,2.475,0.0247,1.378,0.0227
3581,2019-10-22,32.838,2.704,0.0253,1.565,0.0222
3582,2019-10-23,41.988,3.1,0.0222,1.704,0.0249
3583,2019-10-24,39.365,2.904,0.0252,1.7,0.0247
3584,2019-10-25,44.381,3.113,0.026,1.727,0.0241
3585,2019-10-26,60.819,3.669,0.0303,1.963,0.0234
3586,2019-10-27,44.396,2.589,0.03,1.848,0.0234
3587,2019-10-28,46.43,3.224,0.0253,1.884,0.0253
3588,2019-10-29,42.992,3.175,0.0235,1.869,0.0229
3589,2019-10-30,39.332,2.904,0.026,1.56,0.0263
3590,2019-10-31,37.33,2.985,0.0254,1.425,0.0174
3591,2019-11-01,35.625,2.605,0.0279,1.643,0.0235
3592,2019-11-02,32.164,2.29,0.0168,1.31,0.0197
3593,2019-11-03,31.456,2.305,0.0233,1.632,0.0247
3594,2019-11-04,36.088,2.896,0.0244,1.769,0.022
3595,2019-11-05,37.573,3.233,0.0245,1.884,0.0225
3596,2019-11-06,35.774,2.979,0.0242,1.743,0.0256
3597,2019-11-07,34.092,2.693,0.0283,1.459,0.0243
3598,2019-11-08,35.753,2.768,0.0254,1.593,0.0224
3599,2019-11-09,31.679,2.438,0.0285,1.491,0.0265
3600,2019-11-10,30.804,2.519,0.0273,1.629,0.0238
3601,2019-11-11,34.133,2.904,0.0277,1.691,0.0231
3602,2019-11-12,33.33,2.714,0.0257,1.682,0.0233
3603,2019-11-13,33.226,2.868,0.0235,1.317,0.0254
3604,2019-11-14,31.451,2.548,0.0254,1.219,0.0238
3605,2019-11-15,32.121,2.503,0.0236,1.361,0.0237
3606,2019-11-16,30.064,2.411,0.0227,1.24,0.0197
3607,2019-11-17,29.508,2.473,0.0258,1.462,0.0219
3608,2019-11-18,33.119,2.551,0.0235,1.309,0.0241
3609,2019-11-19,35.322,2.792,0.0264,1.545,0.0284
3610,2019-11-20,33.116,2.528,0.0237,1.41,0.0298
3611,2019-11-21,40.238,3.185,0.0241,1.678,0.0265
3612,2019-11-22,47.612,3.711,0.0226,1.776,0.0245
3613,2019-11-23,37.509,2.889,0.0249,1.567,0.0229
3614,2019-11-24,35.289,2.919,0.0219,1.462,0.0244
3615,2019-11-25,47.722,3.319,0.0249,1.786,0.0289
3616,2019-11-26,41.411,3.212,0.0232,1.6,0.0257
3617,2019-11-27,39.614,3.029,0.0245,1.479,0.0274
3618,2019-11-28,36.911,2.69,0.0207,1.37,0.0255
3619,2019-11-29,34.049,2.794,0.0229,1.353,0.0278
3620,2019-11-30,31.292,2.691,0.0203,1.371,0.0388
3621,2019-12-01,31.386,2.595,0.0241,1.449,0.0427
3622,2019-12-02,33.612,2.671,0.0225,1.475,0.0325
3623,2019-12-03,33.457,3.177,0.0239,1.514,0.0317
3624,2019-12-04,34.139,2.629,0.0206,1.361,0.0289
3625,2019-12-05,33.293,2.616,0.0232,1.432,0.0249
3626,2019-12-06,32.097,2.866,0.0218,1.403,0.0259
3627,2019-12-07,29.379,2.622,0.0201,1.411,0.0212
3628,2019-12-08,28.076,2.826,0.0217,1.428,0.0266
3629,2019-12-09,30.956,2.859,0.021,1.119,0.0203
3630,2019-12-10,31.668,2.687,0.023,1.442,0.0242
3631,2019-12-11,32.027,2.681,0.024,1.41,0.0253
3632,2019-12-12,32.085,2.617,0.0219,1.372,0.0228
3633,2019-12-13,31.632,2.523,0.0245,1.224,0.0221
3634,2019-12-14,30.787,2.48,0.0284,1.383,0.0217
3635,2019-12-15,29.017,2.444,0.0228,1.284,0.0241
3636,2019-12-16,33.227,2.897,0.023,1.484,0.0266
3637,2019-12-17,39.877,3.373,0.0259,1.702,0.0228
3638,2019-12-18,39.876,3.303,0.0252,1.724,0.0283
3639,2019-12-19,37.598,3.189,0.0277,1.526,0.0261
3640,2019-12-20,33.843,2.888,0.023,1.473,0.0261
3641,2019-12-21,29.746,2.695,0.0212,1.45,0.023
3642,2019-12-22,30.221,2.809,0.0234,1.498,0.015
3643,2019-12-23,35.677,2.931,0.0221,1.58,0.022
3644,2019-12-24,31.494,3.027,0.022,1.428,0.0195
3645,2019-12-25,30.878,2.855,0.0227,1.498,0.021
3646,2019-12-26,31.843,3.251,0.0233,1.4,0.0213
3647,2019-12-27,31.188,2.941,0.022,1.501,0.0228
3648,2019-12-28,30.579,3.177,0.0239,1.785,0.0263
3649,2019-12-29,30.661,3.194,0.0223,1.74,0.0245
3650,2019-12-30,30.921,3.365,0.0245,1.635,0.0258
3651,2019-12-31,28.975,3.099,0.0234,1.509,0.0228
3652,2020-01-01,30.015,2.877,0.0249,1.463,0.0241
3653,2020-01-02,33.97,3.526,0.0263,1.508,0.0239
3654,2020-01-03,36.709,3.691,0.0273,1.574,0.0257
3655,2020-01-04,34.039,3.355,0.0264,1.567,0.0251
3656,2020-01-05,34.545,3.339,0.0277,1.611,0.0308
3657,2020-01-06,38.38,3.415,0.0269,1.779,0.0286
3658,2020-01-07,45.745,3.938,0.0271,1.821,0.0262
3659,2020-01-08,50.481,3.88,0.0255,2.264,0.0318
3660,2020-01-09,39.572,3.353,0.0259,1.631,0.0296
3661,2020-01-10,39.234,3.013,0.0288,1.641,0.0237
3662,2020-01-11,36.085,3.245,0.0316,2.142,0.0275
3663,2020-01-12,33.05,2.946,0.0237,1.677,0.0238
3664,2020-01-13,34.669,3.429,0.0274,1.71,0.0241
3665,2020-01-14,49.448,4.736,0.0319,3.053,0.0269
3666,2020-01-15,47.248,4.726,0.0343,2.512,0.0286
