,Time,BTC_Google_Trends_Full_Name,ETH_Google_Trends_Full_Name,DOGE_Google_Trends_Full_Name,LTC_Google_Trends_Full_Name,XMR_Google_Trends_Full_Name
738,2012-01-09,1.37,,,1.71e-05,6.38e-06
739,2012-01-10,1.25,,,,8.08e-06
740,2012-01-11,1.248,,,1.28e-05,7.81e-06
741,2012-01-12,1.149,,,,2.28e-06
742,2012-01-13,0.987,,,2.71e-05,6.51e-06
743,2012-01-14,0.766,,,1.71e-05,2.44e-06
744,2012-01-15,0.886,,,3.04e-05,1.02e-05
745,2012-01-16,4.031,,,1.28e-05,4.2e-06
746,2012-01-17,2.177,,,2.28e-05,8.75e-06
747,2012-01-18,1.432,,,,5.71e-06
748,2012-01-19,1.349,,,,4.95e-06
749,2012-01-20,1.209,,,2.71e-05,7.88e-06
750,2012-01-21,1.43,,,,4.89e-06
751,2012-01-22,1.129,,,3.04e-05,1.07e-06
752,2012-01-23,1.17,,,,7.41e-06
753,2012-01-24,0.907,,,3e-05,5.97e-06
754,2012-01-25,1.167,,,,4.54e-06
755,2012-01-26,1.028,,,,9.77e-06
756,2012-01-27,1.108,,,2.71e-05,5.21e-06
757,2012-01-28,1.27,,,,2.98e-06
758,2012-01-29,1.129,,,3.04e-05,1.07e-06
759,2012-01-30,1.109,,,2.28e-05,8.21e-06
760,2012-01-31,1.089,,,1.28e-05,5.71e-06
761,2012-02-01,1.12,,,3.04e-05,7.65e-06
762,2012-02-02,1.0,,,7.99e-05,1.19e-05
763,2012-02-03,1.4,,,3.61e-05,9.37e-06
764,2012-02-04,1.2,,,2.28e-05,1.06e-05
765,2012-02-05,1.2,,,4.05e-05,2.07e-05
766,2012-02-06,1.0,,,3.04e-05,7.33e-06
767,2012-02-07,1.12,,,6.64e-05,7.24e-06
768,2012-02-08,1.08,,,1.71e-05,6.76e-06
769,2012-02-09,1.04,,,5.5e-05,2.3e-05
770,2012-02-10,1.2,,,,1.34e-05
771,2012-02-11,0.96,,,,1.42e-05
772,2012-02-12,0.92,,,4.05e-05,1.08e-05
773,2012-02-13,0.92,,,1.71e-05,6.76e-06
774,2012-02-14,0.92,,,6.64e-05,5.04e-06
775,2012-02-15,1.2,,,1.71e-05,7.33e-05
776,2012-02-16,1.16,,,0.000101,1.28e-05
777,2012-02-17,0.96,,,3.61e-05,1.48e-05
778,2012-02-18,0.92,,,6.85e-05,6.51e-06
779,2012-02-19,1.0,,,4.05e-05,5.54e-06
780,2012-02-20,0.84,,,3.61e-05,5.13e-06
781,2012-02-21,0.84,,,3.04e-05,5.13e-06
782,2012-02-22,0.96,,,4.18e-05,1.14e-05
783,2012-02-23,0.84,,,,1.75e-05
784,2012-02-24,0.8,,,3.61e-05,5.13e-06
785,2012-02-25,0.8,,,4.05e-05,3.9e-06
786,2012-02-26,0.84,,,2.28e-05,7.9e-06
787,2012-02-27,0.88,,,,6.17e-06
788,2012-02-28,0.88,,,,1.13e-06
789,2012-02-29,0.96,,,8.98e-05,1.41e-05
790,2012-03-01,0.88,,,0.000293,3.26e-06
791,2012-03-02,1.24,,,0.00032,1.12e-05
792,2012-03-03,1.32,,,0.00013,3.41e-06
793,2012-03-04,0.96,,,0.00013,1.31e-05
794,2012-03-05,0.8,,,1.03e-05,1.16e-05
795,2012-03-06,1.0,,,9.99e-05,1.74e-05
796,2012-03-07,0.68,,,1.82e-05,1.3e-05
797,2012-03-08,0.8,,,0.000107,1.68e-05
798,2012-03-09,0.84,,,8.98e-05,1.43e-05
799,2012-03-10,0.84,,,0.00012,1.5e-05
800,2012-03-11,0.8,,,0.000228,9.67e-06
801,2012-03-12,0.68,,,0.000174,1.21e-05
802,2012-03-13,1.0,,,9.99e-05,1.5e-05
803,2012-03-14,0.92,,,9.19e-05,9.67e-06
804,2012-03-15,0.8,,,3.99e-05,9.27e-06
805,2012-03-16,0.72,,,2.16e-05,1.08e-05
806,2012-03-17,0.88,,,0.000137,3.87e-06
807,2012-03-18,0.84,,,0.000134,1.56e-05
808,2012-03-19,0.72,,,0.000107,1.67e-05
809,2012-03-20,1.04,,,1.03e-05,1.5e-05
810,2012-03-21,0.8,,,,8.83e-06
811,2012-03-22,1.12,,,0.000301,1.66e-05
812,2012-03-23,0.8,,,8.98e-05,1.22e-05
813,2012-03-24,1.0,,,,2.2e-05
814,2012-03-25,0.76,,,0.00013,1.11e-05
815,2012-03-26,0.88,,,,1.92e-05
816,2012-03-27,0.8,,,9.99e-05,2.09e-05
817,2012-03-28,1.08,,,8.98e-05,1.72e-05
818,2012-03-29,0.76,,,0.000211,1.29e-05
819,2012-03-30,0.64,,,8.98e-05,1.87e-05
820,2012-03-31,1.12,,,1.37e-05,8.58e-06
821,2012-04-01,0.803,,,,1.49e-05
822,2012-04-02,1.472,,,0.000112,1.37e-05
823,2012-04-03,1.334,,,,1.61e-05
824,2012-04-04,1.277,,,,1.56e-05
825,2012-04-05,1.095,,,0.000112,9.81e-06
826,2012-04-06,0.922,,,,8.18e-07
827,2012-04-07,1.08,,,,7.87e-06
828,2012-04-08,1.017,,,,1.67e-05
829,2012-04-09,0.58,,,0.000255,1.46e-05
830,2012-04-10,1.101,,,,9.81e-06
831,2012-04-11,1.007,,,,1.32e-05
832,2012-04-12,1.021,,,,9.46e-06
833,2012-04-13,1.171,,,,4.51e-06
834,2012-04-14,0.958,,,0.000255,1.17e-05
835,2012-04-15,0.994,,,0.000122,2.04e-05
836,2012-04-16,0.694,,,,1.33e-05
837,2012-04-17,0.715,,,,9.87e-06
838,2012-04-18,1.469,,,,1.2e-05
839,2012-04-19,1.035,,,0.000214,1.09e-05
840,2012-04-20,0.921,,,0.000112,5.18e-06
841,2012-04-21,1.029,,,0.000133,7.72e-06
842,2012-04-22,1.131,,,0.000122,1.75e-05
843,2012-04-23,1.169,,,0.000204,2.64e-05
844,2012-04-24,0.914,,,0.000102,7.22e-06
845,2012-04-25,0.936,,,0.000102,1.99e-05
846,2012-04-26,1.297,,,,1.53e-05
847,2012-04-27,1.529,,,,1.43e-05
848,2012-04-28,1.161,,,,2.62e-06
849,2012-04-29,0.815,,,0.000133,9.03e-06
850,2012-04-30,0.996,,,0.000112,1.63e-05
851,2012-05-01,1.02,,,0.00015,2.06e-05
852,2012-05-02,0.938,,,0.000286,1.88e-05
853,2012-05-03,0.79,,,0.000286,2.66e-05
854,2012-05-04,1.02,,,0.00015,1.68e-05
855,2012-05-05,0.922,,,0.000163,3.35e-05
856,2012-05-06,1.399,,,,1.37e-05
857,2012-05-07,1.086,,,0.000136,1.19e-05
858,2012-05-08,0.774,,,,4.99e-06
859,2012-05-09,0.872,,,0.000136,1.32e-05
860,2012-05-10,1.152,,,,9.87e-06
861,2012-05-11,1.185,,,0.000299,2.14e-05
862,2012-05-12,1.086,,,0.000177,2.26e-05
863,2012-05-13,1.037,,,,8.41e-06
864,2012-05-14,1.317,,,,2.22e-05
865,2012-05-15,0.955,,,,2.22e-05
866,2012-05-16,0.823,,,0.000136,1.76e-05
867,2012-05-17,0.543,,,0.00015,2.62e-05
868,2012-05-18,0.872,,,0.00015,9.51e-06
869,2012-05-19,0.955,,,,1.49e-05
870,2012-05-20,0.741,,,,1.14e-05
871,2012-05-21,1.053,,,0.000136,1.85e-05
872,2012-05-22,0.757,,,,2.83e-05
873,2012-05-23,0.839,,,,2.62e-05
874,2012-05-24,0.922,,,0.000136,2.62e-05
875,2012-05-25,0.724,,,,1.31e-05
876,2012-05-26,0.987,,,,1.4e-05
877,2012-05-27,0.987,,,0.000177,1.5e-05
878,2012-05-28,0.938,,,0.00015,1.31e-05
879,2012-05-29,0.938,,,0.000272,2.18e-05
880,2012-05-30,0.856,,,0.000272,1.56e-05
881,2012-05-31,0.691,,,,8.56e-06
882,2012-06-01,0.757,,,,1.87e-05
883,2012-06-02,0.609,,,0.000735,1.48e-05
884,2012-06-03,0.708,,,0.000727,1.69e-05
885,2012-06-04,0.823,,,0.00116,2.95e-05
886,2012-06-05,0.889,,,,2.34e-05
887,2012-06-06,0.856,,,0.000606,1.08e-05
888,2012-06-07,0.823,,,,1.73e-05
889,2012-06-08,1.251,,,,6.86e-06
890,2012-06-09,1.267,,,0.000629,3.02e-05
891,2012-06-10,1.037,,,0.00136,1.2e-05
892,2012-06-11,1.004,,,,1.58e-05
893,2012-06-12,0.856,,,0.000524,2.96e-05
894,2012-06-13,1.432,,,0.000524,4.2e-05
895,2012-06-14,1.037,,,,3.2e-05
896,2012-06-15,1.02,,,,1.39e-05
897,2012-06-16,1.053,,,,1.3e-05
898,2012-06-17,1.136,,,0.000629,1.53e-05
899,2012-06-18,0.741,,,,2.33e-05
900,2012-06-19,1.169,,,8.17e-05,2.15e-05
901,2012-06-20,1.053,,,0.000606,2.31e-05
902,2012-06-21,0.938,,,0.000606,1.93e-05
903,2012-06-22,0.806,,,0.000524,2.72e-05
904,2012-06-23,1.169,,,0.000629,2.41e-05
905,2012-06-24,0.987,,,0.000735,2.72e-05
906,2012-06-25,0.889,,,0.000606,1.25e-05
907,2012-06-26,0.856,,,,5.55e-06
908,2012-06-27,1.053,,,0.000859,2.02e-05
909,2012-06-28,1.02,,,0.00122,2.49e-05
910,2012-06-29,1.119,,,0.00018,2.71e-05
911,2012-06-30,0.823,,,0.000735,2.81e-05
912,2012-07-01,1.081,,,,1.04e-05
913,2012-07-02,0.846,,,0.000655,2.63e-05
914,2012-07-03,0.879,,,0.000655,3.24e-05
915,2012-07-04,0.963,,,0.00138,2.55e-05
916,2012-07-05,0.822,,,0.00203,1.87e-05
917,2012-07-06,0.787,,,0.00138,1.17e-05
918,2012-07-07,0.874,,,,2.22e-05
919,2012-07-08,0.854,,,0.00485,1.16e-05
920,2012-07-09,1.363,,,0.00256,2.63e-05
921,2012-07-10,1.109,,,0.00131,6.05e-06
922,2012-07-11,1.443,,,0.00131,2.13e-05
923,2012-07-12,1.325,,,0.00197,1.35e-05
924,2012-07-13,1.079,,,0.00275,2.44e-05
925,2012-07-14,1.082,,,,1.44e-05
926,2012-07-15,1.217,,,0.00164,1.56e-05
927,2012-07-16,1.141,,,0.00321,1.88e-05
928,2012-07-17,1.313,,,0.00256,3.44e-05
929,2012-07-18,1.299,,,,1.49e-05
930,2012-07-19,1.472,,,0.000655,1.24e-05
931,2012-07-20,1.396,,,0.00275,2.35e-05
932,2012-07-21,1.491,,,,2.23e-05
933,2012-07-22,1.234,,,0.000852,2.39e-05
934,2012-07-23,1.334,,,0.000655,1.4e-05
935,2012-07-24,1.225,,,0.000655,1.48e-05
936,2012-07-25,0.938,,,0.00131,1.03e-05
937,2012-07-26,1.182,,,,1.92e-05
938,2012-07-27,0.981,,,0.00275,1.82e-05
939,2012-07-28,0.858,,,0.000786,1.56e-05
940,2012-07-29,0.917,,,0.000786,2.64e-05
941,2012-07-30,1.101,,,0.00131,1.74e-05
942,2012-07-31,1.2,,,0.00321,9.41e-06
943,2012-08-01,0.923,,,0.00349,4.49e-06
944,2012-08-02,1.025,,,0.000874,1.02e-05
945,2012-08-03,1.094,,,0.00271,1.88e-05
946,2012-08-04,1.675,,,0.00323,1.82e-05
947,2012-08-05,1.025,,,0.00105,2.01e-05
948,2012-08-06,1.162,,,,3.24e-05
949,2012-08-07,1.299,,,0.00175,3.66e-05
950,2012-08-08,1.367,,,0.000874,2.69e-05
951,2012-08-09,1.538,,,0.000874,1.92e-05
952,2012-08-10,1.299,,,0.00183,1.76e-05
953,2012-08-11,1.06,,,0.00428,7.64e-06
954,2012-08-12,1.641,,,0.00105,1.25e-05
955,2012-08-13,1.265,,,0.000874,1.3e-05
956,2012-08-14,1.436,,,0.00175,1.51e-05
957,2012-08-15,1.23,,,,4.67e-06
958,2012-08-16,1.709,,,,1.49e-05
959,2012-08-17,1.948,,,0.000961,3.05e-05
960,2012-08-18,1.333,,,0.00323,1.89e-05
961,2012-08-19,2.222,,,0.00332,1.86e-05
962,2012-08-20,1.504,,,,2.43e-05
963,2012-08-21,2.188,,,0.00612,2.3e-05
964,2012-08-22,2.324,,,,1.87e-05
965,2012-08-23,1.743,,,0.000874,6.18e-06
966,2012-08-24,1.675,,,0.00183,2.5e-05
967,2012-08-25,1.641,,,0.00315,1.68e-05
968,2012-08-26,1.265,,,0.00306,1.2e-05
969,2012-08-27,1.777,,,0.00253,2.6e-05
970,2012-08-28,1.06,,,0.000874,1.19e-05
971,2012-08-29,1.333,,,0.00175,7.26e-06
972,2012-08-30,1.128,,,0.000874,2.02e-05
973,2012-08-31,1.401,,,0.000874,7.44e-06
974,2012-09-01,0.889,,,0.0024,2.58e-05
975,2012-09-02,1.06,,,0.00378,9.23e-06
976,2012-09-03,1.401,,,0.00256,3.66e-05
977,2012-09-04,1.128,,,0.00249,2.46e-05
978,2012-09-05,3.418,,,0.00184,3.06e-05
979,2012-09-06,3.076,,,0.00282,2.21e-05
980,2012-09-07,2.324,,,0.00444,1.36e-05
981,2012-09-08,1.846,,,0.00286,1.92e-05
982,2012-09-09,1.982,,,0.00516,8.84e-06
983,2012-09-10,1.47,,,0.00572,1.92e-05
984,2012-09-11,1.367,,,0.00302,3.31e-05
985,2012-09-12,1.265,,,0.000472,5.66e-05
986,2012-09-13,1.367,,,0.00188,2.26e-05
987,2012-09-14,1.47,,,0.00321,3.68e-05
988,2012-09-15,1.846,,,0.00288,4.3e-05
989,2012-09-16,1.504,,,0.00817,2.67e-05
990,2012-09-17,1.094,,,0.00302,2.7e-05
991,2012-09-18,1.504,,,0.00724,3.62e-05
992,2012-09-19,1.982,,,0.00112,3.36e-05
993,2012-09-20,1.265,,,0.00357,2.75e-05
994,2012-09-21,1.162,,,0.00373,1.77e-05
995,2012-09-22,1.265,,,0.00233,3.12e-05
996,2012-09-23,1.23,,,0.00149,1.83e-05
997,2012-09-24,1.47,,,0.0019,9.28e-06
998,2012-09-25,1.367,,,0.00372,2.06e-05
999,2012-09-26,1.709,,,0.00366,2.23e-05
1000,2012-09-27,1.333,,,0.00308,1.26e-05
1001,2012-09-28,1.504,,,0.00363,4.85e-05
1002,2012-09-29,0.957,,,0.00143,1.21e-05
1003,2012-09-30,1.436,,,0.00589,3.44e-05
1004,2012-10-01,1.726,,,0.00168,1.4e-05
1005,2012-10-02,1.658,,,0.00227,1.19e-05
1006,2012-10-03,1.509,,,0.00414,1.6e-05
1007,2012-10-04,1.106,,,0.00395,1.4e-05
1008,2012-10-05,1.411,,,0.00257,2.07e-05
1009,2012-10-06,1.152,,,0.00287,2.98e-05
1010,2012-10-07,1.357,,,0.00279,6.26e-05
1011,2012-10-08,1.137,,,0.00624,4.07e-05
1012,2012-10-09,1.309,,,0.0101,1.83e-05
1013,2012-10-10,1.309,,,0.00459,3.49e-05
1014,2012-10-11,1.546,,,0.00714,2.65e-05
1015,2012-10-12,1.384,,,0.00419,4.88e-05
1016,2012-10-13,1.169,,,0.00581,3.11e-05
1017,2012-10-14,1.315,,,,2.76e-05
1018,2012-10-15,1.197,,,0.00305,1.33e-05
1019,2012-10-16,1.348,,,0.00384,2.59e-05
1020,2012-10-17,1.14,,,0.00549,1.33e-05
1021,2012-10-18,1.272,,,0.00311,2.72e-05
1022,2012-10-19,1.305,,,0.00341,1.65e-05
1023,2012-10-20,1.177,,,0.00578,1.3e-05
1024,2012-10-21,1.128,,,0.00383,1.53e-05
1025,2012-10-22,1.034,,,0.00305,5.96e-05
1026,2012-10-23,1.072,,,0.00473,2.01e-05
1027,2012-10-24,1.229,,,0.0023,2.41e-05
1028,2012-10-25,1.074,,,0.00409,3.37e-05
1029,2012-10-26,1.04,,,0.00422,1.12e-05
1030,2012-10-27,1.057,,,0.00563,3.06e-05
1031,2012-10-28,0.949,,,0.00352,1.44e-05
1032,2012-10-29,0.932,,,0.00305,3.08e-05
1033,2012-10-30,1.052,,,0.00232,1.78e-05
1034,2012-10-31,1.074,,,0.0047,2.65e-05
1035,2012-11-01,0.974,,,0.00455,1.32e-05
1036,2012-11-02,0.946,,,0.00544,2.36e-05
1037,2012-11-03,1.175,,,0.00748,1.54e-05
1038,2012-11-04,1.404,,,0.0111,1.45e-05
1039,2012-11-05,1.605,,,0.00209,2.64e-05
1040,2012-11-06,1.089,,,0.00702,9.88e-06
1041,2012-11-07,1.06,,,0.000972,4.81e-05
1042,2012-11-08,1.175,,,0.00728,6.61e-05
1043,2012-11-09,0.946,,,0.00552,1.87e-05
1044,2012-11-10,1.204,,,0.00372,9.96e-06
1045,2012-11-11,1.003,,,0.00627,7.92e-06
1046,2012-11-12,1.576,,,0.00407,3.02e-05
1047,2012-11-13,1.032,,,0.00112,3.87e-05
1048,2012-11-14,1.089,,,0.00306,2.35e-05
1049,2012-11-15,0.946,,,0.00317,2.72e-05
1050,2012-11-16,2.178,,,0.00303,3.19e-05
1051,2012-11-17,1.691,,,0.00381,2.05e-05
1052,2012-11-18,1.519,,,0.00499,2.84e-05
1053,2012-11-19,1.576,,,0.00411,2.26e-05
1054,2012-11-20,1.376,,,0.00714,5.31e-05
1055,2012-11-21,1.175,,,0.00504,3.18e-05
1056,2012-11-22,1.462,,,0.00429,4.86e-05
1057,2012-11-23,1.232,,,0.00653,3.95e-05
1058,2012-11-24,1.519,,,0.0098,4.1e-05
1059,2012-11-25,1.548,,,0.00242,7.92e-06
1060,2012-11-26,1.92,,,0.00771,3.32e-05
1061,2012-11-27,1.404,,,0.00692,2.78e-05
1062,2012-11-28,2.637,,,0.00825,4.78e-05
1063,2012-11-29,1.691,,,0.0134,3.22e-05
1064,2012-11-30,1.347,,,0.0106,2.81e-05
1065,2012-12-01,1.433,,,0.00976,2.1e-05
1066,2012-12-02,1.72,,,0.0253,4.6e-05
1067,2012-12-03,1.347,,,0.0264,6.29e-05
1068,2012-12-04,1.261,,,0.0214,5.56e-05
1069,2012-12-05,1.175,,,0.0117,4.29e-05
1070,2012-12-06,1.72,,,0.0223,3.65e-05
1071,2012-12-07,2.006,,,0.0132,3.28e-05
1072,2012-12-08,2.293,,,0.0196,2.31e-05
1073,2012-12-09,2.866,,,0.0158,1.53e-05
1074,2012-12-10,2.321,,,0.0155,3.29e-05
1075,2012-12-11,2.235,,,0.00305,2.77e-05
1076,2012-12-12,1.92,,,0.00564,4.02e-05
1077,2012-12-13,1.433,,,0.00974,5.57e-05
1078,2012-12-14,1.863,,,0.00465,2.11e-05
1079,2012-12-15,1.777,,,0.04,4.99e-05
1080,2012-12-16,1.72,,,0.0125,4.09e-05
1081,2012-12-17,1.519,,,0.00389,6.2e-05
1082,2012-12-18,1.662,,,0.00575,4.54e-05
1083,2012-12-19,1.318,,,0.00175,4.32e-05
1084,2012-12-20,1.261,,,0.0139,3.63e-05
1085,2012-12-21,1.06,,,0.00395,1.85e-05
1086,2012-12-22,1.232,,,0.00372,4.51e-05
1087,2012-12-23,1.118,,,0.00572,2.52e-05
1088,2012-12-24,1.404,,,0.00774,
1089,2012-12-25,1.376,,,0.00168,2.27e-05
1090,2012-12-26,1.232,,,0.00617,8.05e-05
1091,2012-12-27,1.605,,,0.0181,6.87e-05
1092,2012-12-28,1.204,,,0.00728,3.38e-05
1093,2012-12-29,1.318,,,0.00404,3.12e-05
1094,2012-12-30,1.576,,,0.0161,1.24e-05
1095,2012-12-31,1.318,,,0.0111,5.01e-05
1096,2013-01-01,1.194,,,0.0165,4.4e-05
1097,2013-01-02,1.497,,,,3.41e-05
1098,2013-01-03,1.798,,,0.0165,2.24e-05
1099,2013-01-04,1.841,,,0.00413,5.73e-05
1100,2013-01-05,1.826,,,,3.89e-05
1101,2013-01-06,2.187,,,,2.67e-05
1102,2013-01-07,1.755,,,0.0165,2.2e-05
1103,2013-01-08,1.769,,,0.0165,3.3e-05
1104,2013-01-09,2.029,,,0.00413,3.3e-05
1105,2013-01-10,2.087,,,,4.44e-05
1106,2013-01-11,1.612,,,0.00826,4.47e-05
1107,2013-01-12,1.626,,,,2.39e-05
1108,2013-01-13,2.13,,,0.0186,3.85e-05
1109,2013-01-14,1.698,,,0.00413,4.08e-05
1110,2013-01-15,1.54,,,0.0268,2.2e-05
1111,2013-01-16,1.64,,,0.00826,4.08e-05
1112,2013-01-17,2.087,,,,2.2e-05
1113,2013-01-18,1.64,,,0.0124,3.34e-05
1114,2013-01-19,1.569,,,,1.18e-05
1115,2013-01-20,1.483,,,0.00413,3.81e-05
1116,2013-01-21,1.597,,,0.0145,4.08e-05
1117,2013-01-22,1.698,,,0.00826,3.26e-05
1118,2013-01-23,1.755,,,0.00826,2.16e-05
1119,2013-01-24,2.216,,,0.0268,3.26e-05
1120,2013-01-25,1.64,,,0.0124,3.34e-05
1121,2013-01-26,1.655,,,0.00413,1.18e-05
1122,2013-01-27,1.569,,,0.0186,4.98e-05
1123,2013-01-28,2.201,,,0.0227,2.94e-05
1124,2013-01-29,2.547,,,0.00826,7.3e-05
1125,2013-01-30,2.187,,,0.00413,3.26e-05
1126,2013-01-31,2.805,,,0.00826,5.18e-05
1127,2013-02-01,2.745,,,0.022,4e-05
1128,2013-02-02,2.745,,,0.0193,1.41e-05
1129,2013-02-03,2.745,,,0.0248,2.82e-05
1130,2013-02-04,2.196,,,0.0193,6.17e-05
1131,2013-02-05,2.196,,,0.0358,2.64e-05
1132,2013-02-06,2.745,,,0.0165,6.17e-05
1133,2013-02-07,1.647,,,0.0165,6.21e-05
1134,2013-02-08,2.196,,,0.00551,1.32e-05
1135,2013-02-09,2.196,,,0.0193,1.41e-05
1136,2013-02-10,2.196,,,0.0248,4.62e-05
1137,2013-02-11,2.196,,,0.0303,3.96e-05
1138,2013-02-12,3.294,,,0.0303,5.28e-05
1139,2013-02-13,2.196,,,0.0193,3.91e-05
1140,2013-02-14,3.294,,,0.00551,1.32e-05
1141,2013-02-15,2.745,,,0.0165,8.01e-05
1142,2013-02-16,3.294,,,0.0358,2.82e-05
1143,2013-02-17,3.294,,,0.0193,4.57e-05
1144,2013-02-18,3.842,,,0.0193,2.59e-05
1145,2013-02-19,2.745,,,0.0303,2.59e-05
1146,2013-02-20,3.294,,,0.0248,3.58e-05
1147,2013-02-21,2.745,,,0.0413,6.17e-05
1148,2013-02-22,3.294,,,0.0303,
1149,2013-02-23,3.294,,,0.0606,2.82e-05
1150,2013-02-24,2.745,,,,2.78e-05
1151,2013-02-25,3.294,,,0.0138,2.54e-05
1152,2013-02-26,2.745,,,0.0303,6.07e-05
1153,2013-02-27,3.294,,,0.0413,2.59e-05
1154,2013-02-28,4.391,,,0.0248,3.91e-05
1155,2013-03-01,4.391,,,0.0132,7.99e-05
1156,2013-03-02,2.745,,,0.0956,3.21e-05
1157,2013-03-03,3.294,,,0.0906,0.000113
1158,2013-03-04,3.294,,,0.0708,0.000118
1159,2013-03-05,4.391,,,0.105,1.3e-05
1160,2013-03-06,6.038,,,0.0626,2.81e-05
1161,2013-03-07,4.94,,,0.132,4.85e-05
1162,2013-03-08,4.94,,,0.0708,3.62e-05
1163,2013-03-09,4.391,,,0.084,5.52e-05
1164,2013-03-10,5.489,,,0.224,2.31e-05
1165,2013-03-11,4.94,,,0.251,4.61e-05
1166,2013-03-12,7.136,,,0.237,5.44e-05
1167,2013-03-13,5.489,,,0.252,4.09e-05
1168,2013-03-14,4.391,,,0.294,0.000103
1169,2013-03-15,3.842,,,0.224,2.89e-05
1170,2013-03-16,3.842,,,0.257,5.4e-05
1171,2013-03-17,4.391,,,0.275,4.61e-05
1172,2013-03-18,5.489,,,0.129,2.81e-05
1173,2013-03-19,6.587,,,0.224,4.63e-05
1174,2013-03-20,7.685,,,0.252,0.000104
1175,2013-03-21,9.332,,,0.249,5.67e-06
1176,2013-03-22,10.429,,,0.271,3.6e-05
1177,2013-03-23,11.527,,,0.323,4.64e-05
1178,2013-03-24,8.783,,,0.33,6.28e-05
1179,2013-03-25,8.783,,,0.295,6.69e-05
1180,2013-03-26,9.332,,,0.289,6.22e-05
1181,2013-03-27,10.978,,,0.335,7.12e-05
1182,2013-03-28,14.272,,,0.422,4.43e-05
1183,2013-03-29,16.468,,,0.553,6.12e-05
1184,2013-03-30,14.272,,,0.432,0.000106
1185,2013-03-31,12.625,,,0.6,2.59e-05
1186,2013-04-01,15.248,,,0.884,6.55e-05
1187,2013-04-02,17.192,,,1.546,6.32e-05
1188,2013-04-03,26.608,,,2.106,9.4e-05
1189,2013-04-04,24.681,,,1.884,3.16e-05
1190,2013-04-05,20.514,,,1.583,8.86e-05
1191,2013-04-06,16.632,,,1.296,2.46e-05
1192,2013-04-07,16.917,,,1.324,3.47e-05
1193,2013-04-08,25.225,,,1.608,3.93e-05
1194,2013-04-09,30.776,,,2.167,8.51e-06
1195,2013-04-10,47.699,,,2.443,3.16e-05
1196,2013-04-11,55.458,,,2.056,3.16e-05
1197,2013-04-12,49.071,,,1.509,6.47e-05
1198,2013-04-13,30.776,,,1.645,6.01e-05
1199,2013-04-14,26.059,,,1.308,9.56e-05
1200,2013-04-15,25.505,,,1.456,4.01e-05
1201,2013-04-16,21.909,,,1.271,6.32e-05
1202,2013-04-17,18.85,,,1.172,4.01e-05
1203,2013-04-18,18.021,,,0.897,9.56e-05
1204,2013-04-19,15.248,,,1.123,5.62e-05
1205,2013-04-20,11.64,,,0.922,3.55e-05
1206,2013-04-21,12.201,,,0.847,7.02e-05
1207,2013-04-22,11.926,,,0.934,3.16e-05
1208,2013-04-23,13.864,,,0.847,4.01e-05
1209,2013-04-24,13.03,,,0.86,4.01e-05
1210,2013-04-25,11.372,,,1.234,0.000119
1211,2013-04-26,11.092,,,1.184,5.62e-05
1212,2013-04-27,9.702,,,1.221,9.48e-05
1213,2013-04-28,9.982,,,1.172,3.47e-05
1214,2013-04-29,9.708,,,1.184,4.01e-05
1215,2013-04-30,9.148,,,1.07,6.4e-05
1216,2013-05-01,11.205,,,1.199,0.000149
1217,2013-05-02,11.765,,,1.215,7.68e-05
1218,2013-05-03,12.325,,,0.783,0.000118
1219,2013-05-04,10.084,,,1.051,4.26e-05
1220,2013-05-05,9.524,,,1.215,4.26e-05
1221,2013-05-06,9.524,,,0.947,1.02e-05
1222,2013-05-07,8.403,,,0.799,3.79e-05
1223,2013-05-08,7.843,,,0.865,3.79e-05
1224,2013-05-09,8.403,,,0.766,2.86e-05
1225,2013-05-10,7.843,,,0.783,7.86e-05
1226,2013-05-11,7.283,,,0.75,4.16e-05
1227,2013-05-12,7.283,,,0.849,8.42e-05
1228,2013-05-13,8.403,,,0.733,7.58e-05
1229,2013-05-14,8.403,,,0.701,1.02e-05
1230,2013-05-15,9.524,,,0.701,0.000113
1231,2013-05-16,8.403,,,0.548,8.6e-05
1232,2013-05-17,7.843,,,0.651,6.75e-05
1233,2013-05-18,7.843,,,0.433,8.42e-05
1234,2013-05-19,9.524,,,0.498,4.26e-05
1235,2013-05-20,8.403,,,0.416,0.000124
1236,2013-05-21,7.283,,,0.515,1.02e-05
1237,2013-05-22,6.723,,,0.531,3.7e-05
1238,2013-05-23,6.163,,,0.498,4.72e-05
1239,2013-05-24,6.163,,,0.498,2.77e-05
1240,2013-05-25,6.163,,,0.4,2.96e-05
1241,2013-05-26,5.602,,,0.531,7.12e-05
1242,2013-05-27,5.602,,,0.433,6.66e-05
1243,2013-05-28,7.283,,,0.4,8.42e-05
1244,2013-05-29,8.403,,,0.449,4.72e-05
1245,2013-05-30,7.283,,,0.515,1.02e-05
1246,2013-05-31,6.723,,,0.35,6.75e-05
1247,2013-06-01,6.163,,,0.454,7.47e-05
1248,2013-06-02,6.723,,,0.618,0.000101
1249,2013-06-03,5.602,,,0.479,0.000139
1250,2013-06-04,6.163,,,0.481,5.43e-05
1251,2013-06-05,5.602,,,0.626,0.000156
1252,2013-06-06,5.042,,,0.568,3.08e-05
1253,2013-06-07,5.602,,,0.442,0.000126
1254,2013-06-08,5.602,,,0.435,0.000106
1255,2013-06-09,7.283,,,0.478,7.86e-05
