TIMESTAMP,LTC_CLOSE_PRICE_USD,LTC_OPEN_PRICE_USD,LTC_HIGH_PRICE_USD,LTC_LOW_PRICE_USD
2025-01-12,102.38,104.22,105.27,101.38
2025-01-13,98.4,102.35,104.33,93.48
2025-01-14,102.45,98.37,102.52,97.63
2025-01-15,117.22,102.55,118.51,100.78
2025-01-16,124.12,117.19,130.05,114.24
2025-01-17,136.98,124.45,140.76,124.45
2025-01-18,125.37,137.1,139.35,123.28
2025-01-19,115.74,125.05,128.58,112.0
2025-01-20,118.55,115.44,127.37,113.0
2025-01-21,119.1,118.82,124.83,113.72
2025-01-22,115.32,118.83,120.22,114.23
2025-01-23,116.48,115.23,117.16,111.31
2025-01-24,118.77,116.51,122.79,112.89
2025-01-25,123.94,118.64,129.21,118.19
2025-01-26,117.15,123.94,125.07,117.04
2025-01-27,115.06,116.97,117.88,106.31
2025-01-28,109.99,114.96,116.92,109.29
2025-01-29,115.77,109.93,119.22,109.93
2025-01-30,130.11,116.03,133.79,114.27
2025-01-31,128.06,130.17,134.69,125.39
2025-02-01,118.57,128.12,131.17,117.85
2025-02-02,108.97,118.03,121.38,104.78
2025-02-03,106.98,108.86,108.93,82.39
2025-02-04,101.13,107.23,108.6,98.62
2025-02-05,103.31,100.93,109.02,100.47
2025-02-06,101.68,103.42,109.58,99.6
2025-02-07,103.16,101.58,107.85,100.72
2025-02-08,104.75,102.94,105.13,101.85
2025-02-09,107.16,104.75,109.08,102.37
2025-02-10,120.16,107.34,121.77,107.3
2025-02-11,119.26,120.51,131.92,118.02
2025-02-12,121.95,119.21,124.84,111.68
2025-02-13,126.45,122.01,129.24,119.02
2025-02-14,124.93,127.2,133.73,124.55
2025-02-15,133.86,125.27,134.88,124.35
2025-02-16,125.58,134.12,137.2,125.18
2025-02-17,122.31,126.05,128.68,120.19
2025-02-18,129.67,122.36,129.77,120.05
2025-02-19,134.87,129.75,139.81,129.75
2025-02-20,130.73,134.89,135.0,126.22
2025-02-21,128.28,130.78,139.85,123.89
2025-02-22,125.92,128.17,131.07,125.79
2025-02-23,129.71,125.85,130.36,125.27
2025-02-24,114.52,129.78,130.36,112.41
2025-02-25,114.53,114.6,116.96,106.62
2025-02-26,124.79,114.58,128.65,114.01
2025-02-27,126.83,125.11,131.96,121.89
2025-02-28,128.05,126.88,129.57,114.22
2025-03-01,124.25,128.1,130.75,123.09
2025-03-02,127.84,124.31,130.0,118.28
2025-03-03,109.79,127.94,130.12,106.79
2025-03-04,103.66,109.9,110.89,94.08
2025-03-05,104.73,103.54,106.78,100.65
2025-03-06,103.38,104.74,112.99,102.16
2025-03-07,103.56,103.42,106.66,97.43
2025-03-08,102.36,103.7,108.63,101.84
2025-03-09,94.6,102.21,102.71,93.7
2025-03-10,87.47,94.65,98.94,86.44
2025-03-11,90.46,87.62,93.2,83.52
2025-03-12,91.53,90.45,92.81,87.44
2025-03-13,88.08,91.55,91.77,86.31
2025-03-14,91.29,88.06,92.78,87.82
2025-03-15,92.47,91.37,94.2,91.01
2025-03-16,90.22,92.45,92.69,88.41
2025-03-17,92.3,90.27,94.39,90.25
2025-03-18,90.03,92.27,92.27,87.18
2025-03-19,94.07,90.08,94.23,89.33
2025-03-20,93.29,94.13,94.48,90.17
2025-03-21,90.83,93.29,93.88,90.83
2025-03-22,91.34,90.69,92.2,90.39
2025-03-23,91.44,91.38,92.99,90.67
2025-03-24,93.78,91.48,95.6,90.82
2025-03-25,94.31,93.72,94.73,91.93
2025-03-26,92.42,94.37,96.51,90.96
2025-03-27,92.83,92.42,95.0,92.17
2025-03-28,87.35,92.76,93.43,85.73
2025-03-29,85.44,87.36,88.02,84.19
2025-03-30,86.07,85.45,86.8,84.7
2025-03-31,82.96,86.12,86.24,80.85
2025-04-01,84.48,82.94,85.89,82.87
2025-04-02,81.53,84.45,88.52,81.02
2025-04-03,83.44,81.39,84.66,80.18
2025-04-04,84.41,83.46,85.09,81.64
2025-04-05,82.67,84.39,84.97,81.65
2025-04-06,70.62,82.7,83.12,68.49
2025-04-07,70.98,70.62,72.99,63.49
2025-04-08,69.17,71.03,73.5,68.29
2025-04-09,76.04,69.2,78.21,66.55
2025-04-10,73.81,76.0,76.12,71.13
2025-04-11,76.19,73.82,77.53,73.74
2025-04-12,78.63,76.18,80.06,74.92
2025-04-13,77.85,78.66,80.03,76.46
2025-04-14,77.18,77.82,80.66,75.78
2025-04-15,75.32,77.19,78.72,74.71
2025-04-16,74.34,75.31,76.51,73.31
2025-04-17,74.95,74.36,76.48,73.67
2025-04-18,76.0,74.95,77.06,74.59
2025-04-19,76.06,76.01,76.74,74.36
2025-04-20,77.78,76.17,78.48,75.41
2025-04-21,78.14,77.83,81.59,77.43
2025-04-22,83.45,78.14,84.68,77.45
2025-04-23,83.28,83.47,85.22,82.27
2025-04-24,84.29,83.24,84.57,80.8
2025-04-25,86.28,84.31,87.22,82.96
2025-04-26,87.05,86.37,88.04,85.22
2025-04-27,85.37,87.07,87.58,84.6
2025-04-28,85.65,85.38,88.05,83.73
2025-04-29,85.57,85.69,87.43,84.55
2025-04-30,83.51,86.0,86.57,81.45
2025-05-01,88.86,83.55,90.96,83.31
2025-05-02,87.97,88.89,90.99,87.27
2025-05-03,86.56,87.95,87.99,85.63
2025-05-04,85.05,86.55,86.89,84.81
2025-05-05,83.28,85.07,89.47,82.2
2025-05-06,91.6,83.26,92.4,81.08
2025-05-07,89.47,91.78,93.46,87.22
2025-05-08,95.0,89.53,95.36,89.4
2025-05-09,100.52,94.93,101.45,93.87
2025-05-10,105.26,100.61,106.69,100.53
2025-05-11,100.12,105.23,105.95,98.3
2025-05-12,103.84,100.13,104.95,98.56
2025-05-13,103.45,103.81,104.94,99.49
2025-05-14,100.96,103.43,105.84,98.63
2025-05-15,99.25,100.96,101.89,95.62
2025-05-16,99.48,99.34,102.17,98.36
2025-05-17,96.04,99.48,101.19,95.64
2025-05-18,100.94,96.07,102.39,95.98
2025-05-19,98.25,101.0,101.11,94.37
2025-05-20,93.17,98.26,99.68,92.44
