,Time,BTC_Median_Transaction_Fee_USD,ETH_Median_Transaction_Fee_USD,XRP_Median_Transaction_Fee_USD,DOGE_Median_Transaction_Fee_USD,LTC_Median_Transaction_Fee_USD,BCH_Median_Transaction_Fee_USD,XMR_Median_Transaction_Fee_USD,DASH_Median_Transaction_Fee_USD,ZEC_Median_Transaction_Fee_USD
3242,2019-06-02,2.347,0.0587,,0.00337,0.0256,0.00121,,0.000615,
3243,2019-06-03,3.437,0.0828,,0.00331,0.0252,0.00119,,0.000599,
3244,2019-06-04,2.637,0.0873,,0.00304,0.0231,0.00108,,0.00057,
3245,2019-06-05,2.087,0.0968,,0.003,0.0173,0.00108,,0.00102,
3246,2019-06-06,1.452,0.0769,,0.00302,0.0175,0.00107,,0.000757,
3247,2019-06-07,1.207,0.0831,,0.00311,0.0192,0.00109,,0.000767,
3248,2019-06-08,1.0,0.167,,0.0031,0.0196,0.00108,,0.000767,
3249,2019-06-09,0.792,0.0526,,0.00304,0.0195,0.00106,,0.000746,
3250,2019-06-10,1.152,0.182,,0.00303,0.0203,0.00106,,0.000759,
3251,2019-06-11,1.294,0.103,,0.00299,0.0218,0.00106,,0.000591,
3252,2019-06-12,1.466,0.0402,,0.00304,0.0232,0.00107,,0.000563,
3253,2019-06-13,1.314,0.0591,,0.00308,0.0225,0.00111,,0.000583,
3254,2019-06-14,1.351,0.0862,,0.00307,0.0218,0.00112,,0.000571,
3255,2019-06-15,1.115,0.124,,0.00312,0.0228,0.00115,,0.00126,
3256,2019-06-16,1.257,0.0569,,0.00321,0.0228,0.00117,,0.00133,
3257,2019-06-17,1.849,0.181,,0.00321,0.0227,0.00118,,0.000593,
3258,2019-06-18,1.529,0.0641,,0.00316,0.0221,0.00114,,0.000596,
3259,2019-06-19,1.43,0.112,,0.00312,0.0184,0.00113,,0.000597,
3260,2019-06-20,1.688,0.205,,0.00313,0.00751,0.00113,,0.0006,
3261,2019-06-21,2.059,0.0717,,0.00315,0.00924,0.00118,,0.000612,
3262,2019-06-22,2.164,0.078,,0.0033,0.00312,0.00126,,0.000655,
3263,2019-06-23,1.399,0.0849,,0.00332,0.0233,0.00133,,0.000657,
3264,2019-06-24,1.659,0.0974,,0.00333,0.0109,0.00129,,0.000654,
3265,2019-06-25,2.119,0.196,,0.00335,0.0226,0.0013,,0.000661,
3266,2019-06-26,3.256,0.141,,0.00334,0.0226,0.00135,,0.000669,
3267,2019-06-27,3.718,0.147,,0.00327,0.0205,0.0012,,0.000608,
3268,2019-06-28,3.042,0.192,,0.00342,0.0197,0.00116,,0.000609,
3269,2019-06-29,1.975,0.115,,0.00334,0.021,0.00117,,0.000625,
3270,2019-06-30,2.145,0.129,,0.00337,0.0219,0.00116,,0.000616,
3271,2019-07-01,2.177,0.222,,0.00325,0.0204,0.00111,,0.000579,
3272,2019-07-02,1.89,0.12,,0.00319,0.0197,0.0011,,0.000565,
3273,2019-07-03,1.632,0.0856,,0.00322,0.0202,0.00113,,0.000582,
3274,2019-07-04,1.533,0.0654,,0.00329,0.0206,0.00114,,0.000595,
3275,2019-07-05,1.184,0.127,,0.00368,0.02,0.0011,,0.000576,
3276,2019-07-06,0.874,0.118,,0.00366,0.0198,0.00111,,0.00132,
3277,2019-07-07,0.707,0.0617,,0.00354,0.00304,0.00111,,0.000583,
3278,2019-07-08,1.075,0.141,,0.00354,0.00494,0.00113,,0.000591,
3279,2019-07-09,1.299,0.0808,,0.00352,0.0203,0.00115,,0.00059,
3280,2019-07-10,1.95,0.0696,,0.00351,0.019,0.00111,,0.000574,
3281,2019-07-11,1.645,0.201,,0.00327,0.0173,0.000954,,0.000533,
3282,2019-07-12,1.243,0.0609,,0.00332,0.0176,0.000959,,0.00054,
3283,2019-07-13,0.926,0.0586,,0.00326,0.0171,0.000944,,0.000734,
3284,2019-07-14,0.762,0.065,,0.00316,0.016,0.000889,,0.000842,
3285,2019-07-15,1.045,0.0848,,0.00303,0.015,0.000817,,0.000521,
3286,2019-07-16,0.96,0.167,,0.00303,0.0145,0.000818,,0.000425,
3287,2019-07-17,1.042,0.13,,0.00289,0.0142,0.000797,,0.000379,
3288,2019-07-18,1.273,0.059,,0.003,0.0159,0.000829,,0.000395,
3289,2019-07-19,1.384,0.139,,0.00309,0.0162,0.000837,,0.000412,
3290,2019-07-20,0.953,0.0479,,0.00314,0.0167,0.000879,,0.000438,
3291,2019-07-21,0.841,0.0492,,0.00311,0.0164,0.000883,,0.000438,
3292,2019-07-22,0.922,0.0464,,0.0031,0.0162,0.00118,,0.000227,
3293,2019-07-23,0.934,0.0568,,0.00291,0.0155,0.000833,,0.000217,
3294,2019-07-24,0.92,0.16,,0.00281,0.0153,0.000803,,0.000918,
3295,2019-07-25,0.892,0.169,,0.00293,0.0159,0.000836,,0.000837,
3296,2019-07-26,0.689,0.0483,,0.00288,0.0156,0.00085,,0.000929,
3297,2019-07-27,0.579,0.0448,,0.00287,0.0153,0.00085,,0.000954,
3298,2019-07-28,0.346,0.0379,,0.00282,0.015,0.000834,,0.000933,
3299,2019-07-29,0.473,0.0443,,0.00281,0.0151,0.000845,,0.000902,
3300,2019-07-30,0.863,0.044,,0.0028,0.0152,0.000858,,0.000893,
3301,2019-07-31,0.728,0.0517,,0.00283,0.0159,0.000901,,0.000898,
3302,2019-08-01,0.686,0.163,,0.00286,0.0201,0.000889,,0.000207,
3303,2019-08-02,0.634,0.0917,,0.00291,0.0162,0.000897,,0.000398,
3304,2019-08-03,0.272,0.169,,0.00292,0.016,0.000927,,0.000209,
3305,2019-08-04,0.155,0.0423,,0.0029,0.021,0.000918,,0.000206,
3306,2019-08-05,0.652,0.052,,0.00305,0.0193,0.000959,,0.00408,
3307,2019-08-06,0.674,0.0542,,0.00299,0.016,0.000948,,0.00143,
3308,2019-08-07,1.501,0.0511,,0.00294,0.0155,0.00093,,0.00021,
3309,2019-08-08,1.437,0.0605,,0.00292,0.00396,0.00092,,0.000205,
3310,2019-08-09,1.314,0.0568,,0.00289,0.0146,0.000893,,0.000621,
3311,2019-08-10,0.836,0.0446,,0.00287,0.0143,0.000865,,0.000853,
3312,2019-08-11,0.365,0.0445,,0.00291,0.0147,0.000888,,0.000878,
3313,2019-08-12,1.094,0.0499,,0.00289,0.0167,0.000912,,0.000885,
3314,2019-08-13,1.481,0.0401,,0.00286,0.0143,0.000918,,0.000874,
3315,2019-08-14,1.049,0.0459,,0.00281,0.0136,0.000914,,0.000844,
3316,2019-08-15,0.894,0.0686,,0.00265,0.0126,0.000849,,0.000743,
3317,2019-08-16,0.905,0.0436,,0.00264,0.0125,0.000852,,0.000791,
3318,2019-08-17,0.746,0.0353,,0.00268,0.0122,0.000846,,0.000781,
3319,2019-08-18,0.597,0.0399,,0.00269,0.0124,0.000858,,0.000795,
3320,2019-08-19,0.689,0.0723,,0.00279,0.0128,0.00088,,0.000505,
3321,2019-08-20,0.715,0.0746,,0.00277,0.0126,0.00155,,0.000803,
3322,2019-08-21,0.827,0.0788,,0.00268,0.0121,0.000829,,0.000763,
3323,2019-08-22,0.821,0.0792,,0.00269,0.0123,0.000828,,0.000762,
3324,2019-08-23,0.595,0.0741,,0.00273,0.0123,0.000853,,0.000349,
3325,2019-08-24,0.47,0.0708,,0.00268,0.0123,0.000844,,0.000479,
3326,2019-08-25,0.234,0.0726,,0.00289,0.0122,0.000839,,0.00048,
3327,2019-08-26,0.446,0.0849,,0.00269,0.0124,0.000853,,0.000344,
3328,2019-08-27,0.477,0.0748,,0.00268,0.0122,0.000844,,0.00034,
3329,2019-08-28,0.4,0.0707,,0.00263,0.0118,0.000836,,0.000333,
3330,2019-08-29,0.363,0.0712,,0.00246,0.0109,0.000774,,0.000302,
3331,2019-08-30,0.417,0.0705,,0.00247,0.0107,0.000767,,0.000301,
3332,2019-08-31,0.272,0.065,,0.00259,0.0107,0.000761,,0.000297,
3333,2019-09-01,0.234,0.0658,,0.00252,0.0109,0.000545,,0.000296,
3334,2019-09-02,0.317,0.0775,,0.00254,0.0111,0.000558,,0.000302,
3335,2019-09-03,0.413,0.0758,,0.00261,0.00237,0.000819,,0.000277,
3336,2019-09-04,0.548,0.0768,,0.00266,0.00712,0.000814,,0.000305,
3337,2019-09-05,0.489,0.0841,,0.00264,0.00743,0.0008,,0.000304,
3338,2019-09-06,0.463,0.0976,,0.00255,0.0045,0.000806,,0.000304,
3339,2019-09-07,0.351,0.0946,,0.00254,0.00278,0.000801,,0.000307,
3340,2019-09-08,0.3,0.105,,0.00255,0.00118,0.000834,,0.000324,
3341,2019-09-09,0.398,0.11,,0.0025,0.00469,0.000835,,0.000327,
3342,2019-09-10,0.486,0.129,,0.00249,0.00356,0.000837,,0.000319,
3343,2019-09-11,0.447,0.115,,0.00245,0.00568,0.000821,,0.000333,
3344,2019-09-12,0.364,0.132,,0.00243,0.00628,0.00082,,0.00071,
3345,2019-09-13,0.345,0.134,,0.00246,0.00254,0.000818,,0.000332,
3346,2019-09-14,0.282,0.138,,0.00246,0.0116,0.000826,,0.000344,
3347,2019-09-15,0.207,0.141,,0.00249,0.0118,0.000835,,0.000338,
3348,2019-09-16,0.306,0.145,,0.00249,0.0118,0.000838,,0.000605,
3349,2019-09-17,0.475,0.17,,0.0025,0.0122,0.000861,,0.000349,
3350,2019-09-18,0.391,0.179,,0.00272,0.0127,0.000891,,0.00036,
3351,2019-09-19,0.414,0.196,,0.00267,0.0119,0.000863,,0.000362,
3352,2019-09-20,0.421,0.183,,0.00271,0.0127,0.00087,,0.000368,
3353,2019-09-21,0.287,0.153,,0.00264,0.0125,0.000861,,0.000359,
3354,2019-09-22,0.146,0.133,,0.00263,0.0121,0.000842,,0.000181,
3355,2019-09-23,0.448,0.174,,0.00259,0.00135,0.000834,,0.000173,
3356,2019-09-24,0.447,0.165,,0.00245,0.0107,0.000757,,0.000161,
3357,2019-09-25,0.453,0.156,,0.00222,0.00932,0.000616,,0.000139,
3358,2019-09-26,0.292,0.128,,0.00222,0.00923,0.000604,,0.000716,
3359,2019-09-27,0.373,0.133,,0.0022,0.00913,0.000591,,0.000583,
3360,2019-09-28,0.232,0.118,,0.00236,0.0092,0.00061,,0.000267,
3361,2019-09-29,0.21,0.127,,0.00228,0.00902,0.000711,,0.00026,
3362,2019-09-30,0.569,0.111,,0.00232,0.00909,0.00061,,0.000259,
3363,2019-10-01,0.703,0.0754,,0.00245,0.00751,0.00103,,0.000266,
3364,2019-10-02,0.542,0.0742,,0.00238,0.00538,0.000835,,0.000261,
3365,2019-10-03,0.501,0.0846,,0.00242,0.00752,0.000611,,0.000261,
3366,2019-10-04,0.257,0.0822,,0.00236,0.00383,0.000616,,0.000263,
3367,2019-10-05,0.122,0.0692,,0.00247,0.00106,0.000608,,0.000261,
3368,2019-10-06,0.113,0.0598,,0.00245,0.00094,0.000613,,0.000273,
3369,2019-10-07,0.145,0.0727,,0.00255,0.000947,0.000633,,0.000267,
3370,2019-10-08,0.211,0.0695,,0.00244,0.00108,0.000637,,0.000269,
3371,2019-10-09,0.366,0.0842,,0.00242,0.0015,0.000641,,0.00027,
3372,2019-10-10,0.369,0.0773,,0.00241,0.00243,0.00064,,0.000271,
3373,2019-10-11,0.265,0.0702,,0.00235,0.00207,0.000616,,0.000268,
3374,2019-10-12,0.203,0.0624,,0.00234,0.00173,0.000614,,0.00031,
3375,2019-10-13,0.12,0.0745,,0.00249,0.00234,0.0011,,0.000269,
3376,2019-10-14,0.227,0.0764,,0.00253,0.00468,0.000621,,0.000267,
3377,2019-10-15,0.249,0.0726,,0.00254,0.00789,0.000615,,0.000268,
3378,2019-10-16,0.256,0.0653,,0.00254,0.0073,0.000824,,0.00026,
3379,2019-10-17,0.241,0.0603,,0.00272,0.00888,0.000597,,0.000257,
3380,2019-10-18,0.24,0.0579,,0.00278,0.00606,0.000588,,0.000154,
3381,2019-10-19,0.182,0.0562,,0.00279,0.00581,0.000586,,0.000576,
3382,2019-10-20,0.115,0.0725,,0.00279,0.00883,0.000595,,0.00058,
3383,2019-10-21,0.0727,0.066,,0.0028,0.00443,0.000627,,0.000588,
3384,2019-10-22,0.11,0.0817,,0.00269,0.00551,0.000632,,0.000587,
3385,2019-10-23,0.202,0.0822,,0.00255,0.00797,0.000589,,0.000553,
3386,2019-10-24,0.28,0.0718,,0.00254,0.00661,0.000581,,0.000236,
3387,2019-10-25,0.364,0.0741,,0.00262,0.00705,0.000627,,0.000245,
3388,2019-10-26,0.593,0.0827,,0.0027,0.00765,0.000706,,0.000264,
3389,2019-10-27,0.62,0.0737,,0.00272,0.00391,0.000704,,0.00388,
3390,2019-10-28,0.523,0.0817,,0.00273,0.00553,0.000731,,0.000276,
3391,2019-10-29,0.493,0.0856,,0.00277,0.00374,0.000781,,0.00404,
3392,2019-10-30,0.458,0.085,,0.00271,0.00559,0.000799,,0.00062,
3393,2019-10-31,0.515,0.0797,,0.00265,0.00294,0.000781,,0.000268,
3394,2019-11-01,0.56,0.0761,,0.00267,0.00448,0.000763,,0.000267,
3395,2019-11-02,0.431,0.0685,,0.00273,8.32e-05,0.000783,,0.00027,
3396,2019-11-03,0.391,0.0669,,0.00285,0.00468,0.000798,,0.000268,
3397,2019-11-04,0.606,0.0772,,0.00272,0.00483,0.000794,,0.00027,
3398,2019-11-05,0.616,0.0779,,0.0027,0.00102,0.000802,,0.000275,
3399,2019-11-06,0.547,0.0688,,0.00274,0.000853,0.000828,,0.00028,
3400,2019-11-07,0.544,0.0857,,0.00273,0.00479,0.00081,,0.000278,
3401,2019-11-08,0.591,0.0692,,0.00276,0.00416,0.000783,,0.000377,
3402,2019-11-09,0.415,0.068,,0.00276,0.00511,0.000777,,0.000371,
3403,2019-11-10,0.304,0.065,,0.00278,0.00276,0.000792,,0.00028,
3404,2019-11-11,0.311,0.0714,,0.00277,0.00261,0.000793,,0.000267,
3405,2019-11-12,0.342,0.0756,,0.00276,0.00258,0.00079,,0.000266,
3406,2019-11-13,0.443,0.0759,,0.00276,0.00415,0.000787,,0.000265,
3407,2019-11-14,0.312,0.0706,,0.00272,0.00113,0.00077,,0.000259,
3408,2019-11-15,0.295,0.0697,,0.0027,0.00109,0.000747,,0.000256,
3409,2019-11-16,0.232,0.0574,,0.00268,0.00308,0.00073,,0.00027,
3410,2019-11-17,0.179,0.0707,,0.00268,0.00568,0.000735,,0.000255,
3411,2019-11-18,0.302,0.0705,,0.00273,0.000967,0.000716,,0.000251,
3412,2019-11-19,0.392,0.0745,,0.00261,0.00245,0.000667,,0.000242,
3413,2019-11-20,0.304,0.0743,,0.00289,0.00345,0.000666,,0.000243,
3414,2019-11-21,0.36,0.0826,,0.00255,0.00331,0.000648,,0.000234,
3415,2019-11-22,0.404,0.0967,,0.00258,0.00556,0.000586,,0.000216,
3416,2019-11-23,0.21,0.0565,,0.00262,0.00518,0.000572,,0.00029,
3417,2019-11-24,0.205,0.056,,0.00267,0.00363,0.000576,,0.000201,
3418,2019-11-25,0.352,0.0837,,0.00238,0.0038,0.000563,,0.000189,
3419,2019-11-26,0.488,0.0716,,0.0024,0.00368,0.000579,,0.000189,
3420,2019-11-27,0.379,0.0628,,0.00235,0.00288,0.000586,,0.00019,
3421,2019-11-28,0.292,0.0643,,0.00238,0.00255,0.000607,,0.000194,
3422,2019-11-29,0.381,0.0582,,0.00238,0.00373,0.000613,,0.000206,
3423,2019-11-30,0.378,0.0557,,0.00247,0.00244,0.000636,,0.000211,
3424,2019-12-01,0.287,0.0674,,0.00238,0.00277,0.000609,,0.0002,
3425,2019-12-02,0.265,0.0629,,0.00231,0.00355,0.000594,,0.000196,
3426,2019-12-03,0.221,0.0565,,0.00226,0.00192,0.000591,,0.000212,
3427,2019-12-04,0.228,0.0579,,0.00229,0.00307,0.000578,,0.000221,
3428,2019-12-05,0.185,0.0499,,0.00229,0.0027,0.00058,,0.000189,
3429,2019-12-06,0.212,0.0546,,0.00231,0.00302,0.000618,,0.000192,
3430,2019-12-07,0.164,0.0429,,0.00229,0.00307,0.000585,,0.000274,
3431,2019-12-08,0.119,0.0316,,0.00229,0.00306,0.000583,,0.000272,
3432,2019-12-09,0.169,0.0376,,0.00231,0.00609,0.00058,,0.000194,
3433,2019-12-10,0.196,0.0455,,0.00232,0.00297,0.000569,,0.00019,
3434,2019-12-11,0.225,0.0433,,0.00236,0.00274,0.000568,,0.000188,
3435,2019-12-12,0.221,0.0463,,0.00232,0.00271,0.000566,,0.000197,
3436,2019-12-13,0.198,0.0457,,0.00232,0.00296,0.000574,,0.000263,
3437,2019-12-14,0.145,0.0448,,0.0023,0.00294,0.00101,,0.000338,
3438,2019-12-15,0.163,0.0491,,0.00226,0.00293,0.000568,,0.000262,
3439,2019-12-16,0.186,0.0547,,0.00226,0.00285,0.000561,,0.000184,
3440,2019-12-17,0.187,0.0561,,0.00225,0.00263,0.000522,,0.000231,
3441,2019-12-18,0.254,0.0527,,0.00232,0.00257,0.000494,,0.000223,
3442,2019-12-19,0.26,0.0484,,0.00232,0.00267,0.000512,,0.000225,
3443,2019-12-20,0.229,0.048,,0.00221,0.00269,0.000515,,0.000225,
3444,2019-12-21,0.146,0.0401,,0.00214,0.00269,0.000514,,0.000289,
3445,2019-12-22,0.0661,0.0375,,0.00217,0.00275,0.000521,,0.000226,
3446,2019-12-23,0.132,0.0459,,0.00216,0.0028,0.000534,,0.00023,
3447,2019-12-24,0.148,0.0395,,0.00218,0.00273,0.000521,,0.00027,
3448,2019-12-25,0.0948,0.0365,,0.00219,0.00668,0.000513,,0.000217,
3449,2019-12-26,0.115,0.0369,,0.00217,0.00671,0.000514,,0.000208,
3450,2019-12-27,0.112,0.0391,,0.00213,0.00586,0.000533,,0.000207,
3451,2019-12-28,0.0818,0.0404,,0.00212,0.00329,0.000569,,0.000217,
3452,2019-12-29,0.0664,0.0377,,0.00214,0.00289,0.000578,,0.000229,
3453,2019-12-30,0.0678,0.0398,,0.00213,0.0042,0.000789,,0.000229,
3454,2019-12-31,0.0978,0.0402,,0.0021,0.00282,0.00104,,0.000283,
3455,2020-01-01,0.0654,0.0379,,0.0021,0.00209,0.00102,,0.00028,
3456,2020-01-02,0.0841,0.0339,,0.00268,0.000461,0.000551,,0.000214,
3457,2020-01-03,0.112,0.035,,0.00268,0.00277,0.000578,,0.000221,
3458,2020-01-04,0.0829,0.0277,,0.00287,0.00284,0.00108,,0.000231,
3459,2020-01-05,0.0533,0.0284,,0.00289,0.00287,0.000618,,0.000261,
3460,2020-01-06,0.171,0.0383,,0.00278,0.00224,0.000647,,0.000284,
3461,2020-01-07,0.205,0.0344,,0.00272,0.00268,0.000662,,0.000206,
3462,2020-01-08,0.355,0.0418,,0.00269,0.00316,0.000663,,0.000203,
3463,2020-01-09,0.341,0.0363,,0.0025,0.00304,0.00065,,0.000271,
3464,2020-01-10,0.336,0.044,,0.00253,0.0031,0.000678,,0.000278,
3465,2020-01-11,0.193,0.042,,0.00268,0.00333,0.000736,,0.000321,
3466,2020-01-12,0.126,0.0444,,0.00278,0.0034,0.000728,,0.000341,
3467,2020-01-13,0.177,0.0378,,0.00279,0.00337,0.000728,,0.000248,
3468,2020-01-14,0.263,0.046,,0.00277,0.00371,0.00083,,0.000422,
3469,2020-01-15,0.326,0.048,,0.00268,0.0039,0.000921,,0.000626,
3470,2020-01-16,0.292,0.0341,,0.00236,0.00377,0.000885,,0.000642,
3471,2020-01-17,0.298,0.0457,,0.0024,0.00401,0.000953,,0.00063,
3472,2020-01-18,0.247,0.0449,,0.00248,0.00402,0.00099,,0.000393,
3473,2020-01-19,0.201,0.0416,,0.00247,0.00665,0.000934,,0.000533,
3474,2020-01-20,0.172,0.0382,,0.00242,0.00386,0.000925,,0.00577,
3475,2020-01-21,0.236,0.0353,,0.00238,0.00386,0.000943,,0.000938,
3476,2020-01-22,0.251,0.0354,,0.00237,0.00309,0.000945,,0.000568,
3477,2020-01-23,0.228,0.0275,,0.00233,0.00279,0.000916,,0.000535,
3478,2020-01-24,0.14,0.0279,,0.00226,0.00265,0.000866,,0.000522,
3479,2020-01-25,0.107,0.029,,0.00225,0.00234,0.000852,,0.000841,
3480,2020-01-26,0.096,0.0271,,0.00226,0.00247,0.000899,,0.000563,
3481,2020-01-27,0.253,0.0276,,0.00232,0.00357,0.000999,,0.000603,
3482,2020-01-28,0.261,0.0302,,0.00238,0.00398,0.00101,,0.000594,
3483,2020-01-29,0.221,0.032,,0.00242,0.00266,0.00106,,0.00047,
3484,2020-01-30,0.213,0.0362,,0.0024,0.00318,0.00106,,0.000643,
3485,2020-01-31,0.27,0.0347,,0.00243,0.00282,0.00104,,0.000614,
3486,2020-02-01,0.219,0.0308,,0.00242,0.00295,0.00104,,0.000783,
3487,2020-02-02,0.206,0.0322,,0.00246,0.00182,0.00126,,0.00154,
3488,2020-02-03,0.217,0.0383,,0.00246,0.00118,0.00105,,0.000976,
3489,2020-02-04,0.299,0.0571,,0.00244,0.00407,0.00104,,0.000585,
3490,2020-02-05,0.301,0.0614,,0.00257,0.00351,0.00112,,0.000613,
3491,2020-02-06,0.388,0.0761,,0.00263,0.00379,0.0012,,0.000633,
3492,2020-02-07,0.458,0.0778,,0.00268,0.00324,0.00121,,0.000624,
3493,2020-02-08,0.357,0.0617,,0.00294,0.00314,0.00122,,0.000838,
3494,2020-02-09,0.288,0.0574,,0.00329,0.00356,0.00123,,0.000666,
3495,2020-02-10,0.42,0.0589,,0.00309,0.0036,0.00123,,0.000659,
3496,2020-02-11,0.489,0.0571,,0.00303,0.00363,0.00124,,0.000664,
3497,2020-02-12,0.565,0.0811,,0.00312,0.00383,0.0013,,0.000697,
3498,2020-02-13,0.556,0.0918,,0.00306,0.00373,0.00129,,0.000687,
3499,2020-02-14,0.521,0.0859,,0.00306,0.00336,0.00133,,0.000652,
3500,2020-02-15,0.475,0.0915,,0.00302,0.00332,0.0013,,0.000476,
3501,2020-02-16,0.398,0.083,,0.00284,0.00332,0.00118,,0.000437,
3502,2020-02-17,0.31,0.08,,0.00265,0.0037,0.00108,,0.000569,
3503,2020-02-18,0.3,0.0716,,0.00275,0.00328,0.00112,,0.000425,
3504,2020-02-19,0.443,0.0821,,0.0028,0.00331,0.00113,,0.000592,
3505,2020-02-20,0.392,0.0813,,0.00264,0.00323,0.00103,,0.000389,
3506,2020-02-21,0.32,0.0551,,0.00266,0.00295,0.00104,,0.000554,
3507,2020-02-22,0.278,0.0552,,0.00262,0.00275,0.00102,,0.000552,
3508,2020-02-23,0.257,0.0851,,0.00266,0.00271,0.00107,,0.000305,
3509,2020-02-24,0.313,0.0773,,0.00261,0.00313,0.00105,,0.000885,
3510,2020-02-25,0.342,0.0723,,0.00253,0.00301,0.000996,,0.00084,
3511,2020-02-26,0.395,0.0833,,0.00236,0.00272,0.000895,,0.000744,
3512,2020-02-27,0.34,0.0659,,0.00233,0.00214,0.000891,,0.000736,
3513,2020-02-28,0.293,0.059,,0.0023,0.00222,0.000862,,0.000464,
3514,2020-02-29,0.249,0.0475,,0.00228,0.00207,0.00086,,0.000529,
3515,2020-03-01,0.132,0.0554,,0.00226,0.00197,0.000858,,0.000451,
3516,2020-03-02,0.247,0.0505,,0.00231,0.00221,0.000893,,0.000332,
3517,2020-03-03,0.278,0.0572,,0.00239,0.00251,0.000907,,0.000463,
3518,2020-03-04,0.267,0.0575,,0.00242,0.00336,0.000886,,0.00046,
3519,2020-03-05,0.279,0.0706,,0.00248,0.00349,0.000919,,0.000471,
3520,2020-03-06,0.325,0.0664,,0.00249,0.0042,0.000946,,0.000478,
3521,2020-03-07,0.251,0.0632,,0.00247,0.00417,0.000937,,0.000612,
3522,2020-03-08,0.193,0.0713,,0.00232,0.00302,0.00148,,0.000553,
3523,2020-03-09,0.251,0.0796,,0.00217,0.00334,0.0013,,0.000378,
3524,2020-03-10,0.312,0.0578,,0.0022,0.00311,0.00131,,0.000387,
3525,2020-03-11,0.356,0.0692,,0.00218,0.00326,0.00128,,0.00038,
3526,2020-03-12,0.554,0.276,,0.00191,0.00352,0.000944,,0.000303,
3527,2020-03-13,0.749,0.205,,0.00163,0.00342,0.000749,,0.000245,
3528,2020-03-14,0.54,0.0492,,0.00172,0.00239,0.00081,,0.000322,
3529,2020-03-15,0.582,0.0394,,0.0017,0.00238,0.000473,,8.98e-05,
3530,2020-03-16,0.659,0.0842,,0.0016,0.00222,0.000468,,8.32e-05,
3531,2020-03-17,0.679,0.0484,,0.00164,0.0023,0.000493,,0.000377,
3532,2020-03-18,0.805,0.0361,,0.00161,0.00148,0.000491,,0.000273,
3533,2020-03-19,0.869,0.0512,,0.0017,0.0015,0.000534,,0.000412,
3534,2020-03-20,1.049,0.05,,0.00181,0.00191,0.000609,,0.000578,
3535,2020-03-21,0.698,0.0341,,0.00177,0.00168,0.000595,,0.00048,
3536,2020-03-22,0.482,0.0336,,0.00178,0.00188,0.000591,,0.000361,
3537,2020-03-23,0.707,0.037,,0.00176,0.00155,0.000578,,0.000345,
3538,2020-03-24,0.623,0.0387,,0.00187,0.00163,0.000616,,0.000364,
3539,2020-03-25,0.841,0.0416,,0.00184,0.00198,0.000607,,0.000255,
3540,2020-03-26,0.723,0.0355,,0.00184,0.00143,0.000612,,0.000355,
3541,2020-03-27,0.579,0.0354,,0.00184,0.000749,0.00062,,0.00036,
3542,2020-03-28,0.374,0.0305,,0.00175,0.000716,0.000574,,0.000432,
3543,2020-03-29,0.169,0.0278,,0.00175,0.000642,0.000578,,0.000333,
3544,2020-03-30,0.207,0.0343,,0.00178,0.000723,0.00104,,0.000337,
3545,2020-03-31,0.262,0.0394,,0.00182,0.000861,0.00106,,0.000343,
3546,2020-04-01,0.249,0.0393,,0.00179,0.000719,0.00105,,0.000241,
3547,2020-04-02,0.225,0.0473,,0.00187,0.000747,0.0011,,0.00025,
3548,2020-04-03,0.249,0.046,,0.00187,0.000759,0.000647,,0.000359,
3549,2020-04-04,0.17,0.0352,,0.00187,0.00168,0.000648,,0.000357,
3550,2020-04-05,0.115,0.0323,,0.00187,0.00271,0.000645,,0.000353,
3551,2020-04-06,0.209,0.0586,,0.00193,0.0008,0.000669,,0.000471,
3552,2020-04-07,0.258,0.0614,,0.002,0.00086,0.000703,,0.000493,
3553,2020-04-08,0.265,0.0445,,0.00201,0.000991,0.000801,,0.000498,
3554,2020-04-09,0.286,0.0512,,0.00202,0.00112,0.000719,,0.000412,
3555,2020-04-10,0.224,0.05,,0.00195,0.00289,0.000656,,0.000394,
3556,2020-04-11,0.118,0.0352,,0.00197,0.00109,0.000638,,0.00039,
3557,2020-04-12,0.114,0.0336,,0.00198,0.00109,0.00114,,0.000393,
3558,2020-04-13,0.112,0.0429,,0.00192,0.000802,0.000613,,0.000377,
3559,2020-04-14,0.202,0.0445,,0.00196,0.00101,0.000615,,0.000383,
3560,2020-04-15,0.289,0.0418,,0.00195,0.000766,0.000608,,0.000377,
3561,2020-04-16,0.284,0.0658,,0.00197,0.000775,0.000616,,0.000358,
3562,2020-04-17,0.297,0.0499,,0.00201,0.000942,0.000638,,0.000396,
3563,2020-04-18,0.224,0.0548,,0.00203,0.000806,0.00065,,0.000411,
3564,2020-04-19,0.179,0.0525,,0.00205,0.000808,0.000649,,0.000421,
3565,2020-04-20,0.213,0.0649,,0.00202,0.00121,0.000629,,0.000531,
3566,2020-04-21,0.233,0.0658,,0.00197,0.000804,0.000603,,0.000391,
3567,2020-04-22,0.332,0.0669,,0.00199,0.00106,0.000619,,0.000294,
3568,2020-04-23,0.444,0.0699,,0.00205,0.000838,0.000642,,0.000425,
3569,2020-04-24,0.485,0.0689,,0.00208,0.00127,0.000654,,0.000428,
3570,2020-04-25,0.393,0.0606,,0.0021,0.00148,0.000656,,0.000561,
3571,2020-04-26,0.306,0.0706,,0.00222,0.00114,0.000661,,0.000445,
