,Time,BTC_Median_Transaction_Value_USD,ETH_Median_Transaction_Value_USD,XRP_Median_Transaction_Value_USD,DOGE_Median_Transaction_Value_USD,LTC_Median_Transaction_Value_USD,BCH_Median_Transaction_Value_USD,XMR_Median_Transaction_Value_USD,DASH_Median_Transaction_Value_USD,ZEC_Median_Transaction_Value_USD
4712,2023-06-11,21.251,,,0.59,6.054,0.00668,,64.16,149.369
4713,2023-06-12,112.757,9.05e-11,,0.722,3.076,0.457,,40.363,558.641
4714,2023-06-13,76.551,4.35e-08,,0.463,6.4,0.0158,,23.165,867.85
4715,2023-06-14,192.597,0.563,,0.372,0.465,0.137,,22.335,757.814
4716,2023-06-15,80.663,4.81e-07,,0.577,3.722,0.528,,20.042,320.734
4717,2023-06-16,30.438,0.658,,0.391,0.733,0.00685,,24.162,246.45
4718,2023-06-17,14.355,1.43,,0.37,0.257,0.00697,,28.022,469.919
4719,2023-06-18,2.202,0.173,,0.364,0.235,0.00701,,24.758,894.25
4720,2023-06-19,41.628,,,0.524,30.702,61.706,,15.27,1206.0
4721,2023-06-20,46.62,,,0.477,3.618,1.221,,28.645,413.455
4722,2023-06-21,212.038,,,0.808,6.556,75.483,,20.037,520.957
4723,2023-06-22,130.346,,,0.686,56.028,96.51,,20.477,490.135
4724,2023-06-23,139.175,,,0.624,86.244,1.011,,23.848,437.084
4725,2023-06-24,72.531,,,0.867,61.118,185.025,,34.963,319.343
4726,2023-06-25,23.728,,,0.656,115.51,175.7,,25.043,385.548
4727,2023-06-26,60.567,,,1.203,111.446,0.0134,,40.08,297.683
4728,2023-06-27,41.068,,,0.904,65.697,138.196,,39.169,272.858
4729,2023-06-28,136.48,1.28e-11,,1.105,26.91,165.273,,41.71,544.491
4730,2023-06-29,73.748,0.185,,1.229,40.042,14.571,,40.958,611.11
4731,2023-06-30,84.239,8.54e-07,,2.229,73.53,155.402,,55.248,588.048
4732,2023-07-01,118.261,9.64e-11,,2.548,102.225,173.052,,41.826,180.497
4733,2023-07-02,89.464,1.28e-12,,3.008,63.181,162.953,,35.33,152.802
4734,2023-07-03,207.067,,,2.377,92.194,45.68,,41.622,269.471
4735,2023-07-04,93.638,,,1.175,55.894,0.0183,,44.71,266.919
4736,2023-07-05,30.364,,,1.143,90.73,0.0173,,46.361,226.806
4737,2023-07-06,104.344,,,0.946,112.996,0.0185,,50.718,286.802
4738,2023-07-07,0.165,,,0.758,99.201,91.019,,33.788,273.937
4739,2023-07-08,0.165,,,1.131,39.968,94.729,,24.125,200.075
4740,2023-07-09,0.0999,3.81e-07,,3.478,47.853,75.986,,30.234,255.21
4741,2023-07-10,1.221,0.56,,1.261,120.746,55.658,,33.263,225.466
4742,2023-07-11,35.747,2.42e-07,,1.145,139.968,100.233,,23.078,217.298
4743,2023-07-12,27.352,,,3.516,102.577,101.551,,20.171,236.022
4744,2023-07-13,111.663,,,1.11,119.001,215.052,,28.479,181.887
4745,2023-07-14,97.667,,,1.157,126.526,196.888,,33.465,67.85
4746,2023-07-15,0.166,2.74e-05,,1.154,101.405,173.91,,55.827,275.077
4747,2023-07-16,0.1,1.87e-07,,1.153,87.402,113.25,,40.274,271.992
4748,2023-07-17,37.761,,,0.328,101.383,122.214,,36.33,368.883
4749,2023-07-18,0.164,,,1.304,120.487,82.061,,32.504,474.6
4750,2023-07-19,18.474,1.79e-07,,1.966,65.441,116.809,,32.372,314.403
4751,2023-07-20,74.944,,,0.611,119.265,0.126,,29.257,345.384
4752,2023-07-21,204.727,,,2.772,125.492,12.99,,37.131,413.062
4753,2023-07-22,101.61,3.35e-08,,0.856,86.247,24.038,,56.273,453.58
4754,2023-07-23,0.0988,0.00951,,1.412,96.43,20.052,,30.034,422.278
4755,2023-07-24,0.161,,,1.021,70.147,12.717,,45.62,496.916
4756,2023-07-25,19.987,,,1.249,44.44,0.315,,32.162,319.633
4757,2023-07-26,32.644,,,2.201,6.983,0.518,,25.919,381.219
4758,2023-07-27,76.017,,,3.781,52.021,0.0342,,22.172,313.952
4759,2023-07-28,40.462,2.05e-07,,2.712,66.618,0.442,,26.678,394.752
4760,2023-07-29,11.926,3.751,,3.808,70.296,0.0156,,25.844,501.942
4761,2023-07-30,0.0967,3.015,,3.319,136.058,0.325,,28.999,727.608
4762,2023-07-31,30.078,0.588,,2.878,115.109,0.35,,25.505,397.025
4763,2023-08-01,100.541,,,3.771,87.467,0.033,,24.988,0.000775
4764,2023-08-02,120.172,3.3e-08,,3.076,98.505,0.0298,,22.294,0.000777
4765,2023-08-03,39.616,2.98e-07,,2.153,59.859,0.0149,,28.699,0.000769
4766,2023-08-04,168.436,6.03e-07,,1.639,82.088,0.0147,,29.258,0.000764
4767,2023-08-05,0.159,,,2.636,84.985,27.531,,33.823,0.000752
4768,2023-08-06,0.096,,,1.866,92.342,0.0992,,37.915,0.000764
4769,2023-08-07,34.036,,,2.82,30.894,0.411,,53.629,0.000761
4770,2023-08-08,188.692,,,1.806,60.884,0.431,,34.882,0.000765
4771,2023-08-09,9.102,0.89,,1.873,55.486,0.865,,23.08,0.000765
4772,2023-08-10,109.943,3.27e-11,,3.764,65.421,0.0153,,34.821,0.000766
4773,2023-08-11,1.03,,,3.369,93.671,0.111,,50.875,0.000765
4774,2023-08-12,0.161,6.79e-07,,0.597,63.049,17.514,,129.795,0.000763
4775,2023-08-13,0.097,1.9e-05,,1.687,49.74,0.0223,,67.701,0.000767
4776,2023-08-14,0.161,1.08e-10,,3.154,61.508,0.0149,,38.48,0.000772
4777,2023-08-15,0.0969,1.17e-10,,3.153,171.118,0.0958,,54.55,0.000754
4778,2023-08-16,0.0962,,,1.159,164.696,0.107,,35.008,0.000711
4779,2023-08-17,13.509,,,1.512,177.07,0.0133,,36.678,0.00069
4780,2023-08-18,70.839,2.03e-09,,0.617,166.496,0.012,,48.695,0.000637
4781,2023-08-19,0.0767,0.687,,1.016,154.841,0.0163,,35.142,0.000641
4782,2023-08-20,0.0768,0.837,,0.352,123.081,0.228,,43.157,0.000648
4783,2023-08-21,0.086,6.05e-09,,0.163,119.749,9.753,,23.964,0.000643
4784,2023-08-22,46.546,,,0.105,103.285,1.846,,29.033,0.000648
4785,2023-08-23,31.043,,,14.036,149.41,1.887,,43.23,0.000653
4786,2023-08-24,46.662,,,6.331,141.297,4.131,,36.117,0.000646
4787,2023-08-25,47.17,,,0.168,139.862,4.886,,40.253,0.000644
4788,2023-08-26,0.0768,0.626,,14.965,99.303,5.061,,41.019,0.000644
4789,2023-08-27,0.0861,0.435,,37.277,93.556,1.919,,49.355,0.000645
4790,2023-08-28,122.896,,,32.706,112.632,8.627,,37.507,0.00065
4791,2023-08-29,10.028,3.03e-08,,4.248,122.889,0.159,,34.198,0.000666
4792,2023-08-30,57.084,3.09e-08,,3.666,143.884,0.0141,,50.136,0.000674
4793,2023-08-31,76.647,0.000397,,0.887,158.81,0.0463,,41.478,0.000661
4794,2023-09-01,95.455,0.246,,2.355,166.315,0.0478,,39.816,0.000636
4795,2023-09-02,0.141,3.046,,2.985,71.083,39.928,,32.809,0.000632
4796,2023-09-03,0.0762,8.182,,4.521,66.707,55.293,,34.138,0.000643
4797,2023-09-04,0.13,,,10.075,142.722,69.828,,33.318,0.000638
4798,2023-09-05,1.335,,,1.162,156.173,49.64,,28.26,0.000638
4799,2023-09-06,2.265,,,0.814,167.865,0.0794,,32.198,0.000644
4800,2023-09-07,0.141,1.35e-07,,5.202,173.623,0.06,,30.909,0.000649
4801,2023-09-08,46.105,0.802,,1.104,169.706,0.0305,,34.005,0.000652
4802,2023-09-09,0.0761,5.95e-05,,0.589,152.891,0.0125,,32.085,0.000655
4803,2023-09-10,0.0759,0.104,,1.016,116.118,23.961,,28.51,0.000643
4804,2023-09-11,26.814,1.206,,0.811,97.467,0.0585,,42.527,0.000638
4805,2023-09-12,25.179,6.356,,0.418,146.808,0.0265,,30.351,0.000647
4806,2023-09-13,0.142,51.436,,0.292,152.887,0.0306,,28.063,0.000654
4807,2023-09-14,0.0777,2.6,,1.454,180.322,0.0329,,24.987,0.00066
4808,2023-09-15,0.0779,5.7e-07,,3.153,183.308,0.183,,32.378,0.000664
4809,2023-09-16,0.0781,0.275,,8.312,166.491,25.41,,40.186,0.000678
4810,2023-09-17,0.078,0.284,,1.892,160.121,96.414,,22.239,0.000666
4811,2023-09-18,0.0886,,,8.987,173.408,0.201,,28.9,0.000667
4812,2023-09-19,6.864,,,3.753,160.97,0.195,,28.832,0.000667
4813,2023-09-20,6.607,1.64e-08,,0.515,151.809,0.0141,,25.919,0.000673
4814,2023-09-21,32.609,7.274,,3.141,171.735,42.144,,23.704,0.000675
4815,2023-09-22,30.595,1.61e-07,,1.188,172.464,0.0135,,29.121,0.000683
4816,2023-09-23,0.145,0.223,,3.361,154.199,87.438,,30.913,0.000692
4817,2023-09-24,0.145,0.000521,,9.071,149.235,87.548,,27.917,0.000685
4818,2023-09-25,302.229,3.54e-08,,17.696,159.486,67.545,,50.251,0.000678
4819,2023-09-26,249.918,,,1.536,160.392,0.0186,,24.231,0.000676
4820,2023-09-27,186.965,,,4.968,189.961,0.0267,,33.67,0.000678
4821,2023-09-28,110.383,2.73e-08,,4.07,191.317,0.032,,37.802,0.000678
4822,2023-09-29,268.494,4.72e-08,,4.611,194.966,0.06,,34.363,0.000691
4823,2023-09-30,229.113,0.0251,,7.879,162.862,0.0153,,38.698,0.000696
4824,2023-10-01,101.302,,,11.29,161.088,124.948,,30.725,0.000709
4825,2023-10-02,257.779,,,14.852,161.336,82.834,,25.244,0.00072
4826,2023-10-03,315.485,,,13.527,160.027,0.0608,,27.539,0.000707
4827,2023-10-04,332.626,,,7.898,163.402,0.0311,,28.207,0.000694
4828,2023-10-05,294.537,,,7.597,174.151,38.197,,28.989,0.000703
4829,2023-10-06,339.117,,,5.184,161.015,0.0535,,29.747,0.000704
4830,2023-10-07,338.125,2.92e-07,,7.962,148.499,153.837,,24.256,0.000697
4831,2023-10-08,206.894,,,3.344,140.619,0.186,,30.44,0.000691
4832,2023-10-09,277.169,,,19.89,138.814,0.03,,22.667,0.000669
4833,2023-10-10,311.114,,,23.457,140.895,0.0391,,20.796,0.000663
4834,2023-10-11,407.987,,,5.21,152.36,0.0289,,33.16,0.000652
4835,2023-10-12,393.51,,,17.057,162.129,0.0289,,27.278,0.000644
4836,2023-10-13,376.689,,,15.257,152.809,0.0458,,25.214,0.000642
4837,2023-10-14,253.112,,,58.255,148.711,57.324,,33.391,0.000651
4838,2023-10-15,189.255,,,6.078,147.488,47.602,,30.797,0.000651
4839,2023-10-16,338.66,,,12.7,150.46,41.661,,37.091,0.00066
4840,2023-10-17,354.758,,,5.499,151.578,29.783,,17.771,0.000649
4841,2023-10-18,392.616,,,2.822,157.866,53.281,,22.443,0.000643
4842,2023-10-19,372.06,,,9.217,150.831,0.0708,,26.044,0.000645
4843,2023-10-20,455.286,9.36e-09,,2.104,165.276,165.36,,26.546,0.000658
4844,2023-10-21,300.085,,,2.165,145.39,123.948,,25.869,0.000662
4845,2023-10-22,249.883,,,5.989,147.963,203.212,,28.614,0.000663
4846,2023-10-23,398.681,,,18.665,152.288,0.0161,,47.732,0.000683
4847,2023-10-24,263.19,,,66.843,162.377,0.0999,,33.569,0.000713
4848,2023-10-25,61.209,,,53.087,170.516,0.0356,,20.47,0.000712
4849,2023-10-26,92.813,,,5.971,180.009,0.0339,,35.922,0.000722
4850,2023-10-27,71.109,,,39.354,183.606,0.0328,,40.047,0.000709
4851,2023-10-28,0.341,,,57.787,170.965,131.597,,46.161,0.00072
4852,2023-10-29,25.212,,,0.545,152.091,123.442,,31.35,0.000723
4853,2023-10-30,44.212,,,7.06,162.895,111.817,,37.609,0.000735
4854,2023-10-31,96.158,,,40.871,163.463,95.749,,29.111,0.000734
4855,2023-11-01,77.678,,,36.539,183.92,0.0789,,29.064,0.000726
4856,2023-11-02,191.873,,,49.734,177.857,0.0639,,32.202,0.000731
4857,2023-11-03,66.171,,,31.896,194.183,44.86,,62.865,0.000704
4858,2023-11-04,0.19,,,18.264,175.086,85.659,,40.822,0.000721
4859,2023-11-05,0.191,,,1.375,161.89,50.426,,37.611,0.000738
4860,2023-11-06,59.129,,,0.673,168.914,81.516,,41.269,0.000755
4861,2023-11-07,120.26,,,0.441,128.052,0.086,,24.811,0.000762
4862,2023-11-08,13.194,,,0.602,179.324,0.0331,,31.244,0.000772
4863,2023-11-09,0.2,,,1.047,21.858,0.0731,,25.401,18.992
4864,2023-11-10,78.652,,,0.313,12.279,0.103,,46.389,0.000776
4865,2023-11-11,0.202,,,0.381,23.221,42.165,,53.863,0.000783
4866,2023-11-12,0.202,,,0.86,25.118,4.912,,10.953,0.000796
4867,2023-11-13,66.974,,,2.34,0.125,0.0921,,0.131,0.000796
4868,2023-11-14,36.948,,,0.366,0.00713,0.0305,,56.662,0.000769
4869,2023-11-15,6.314,,,0.474,74.634,27.689,,49.226,0.000778
4870,2023-11-16,0.202,,,1.251,100.993,40.334,,34.884,63.681
4871,2023-11-17,33.287,,,1.131,88.588,0.0321,,33.769,156.311
4872,2023-11-18,0.199,,,1.182,145.654,95.682,,29.491,248.287
4873,2023-11-19,0.2,,,0.394,78.182,121.545,,40.411,166.044
4874,2023-11-20,0.204,,,0.783,94.948,91.394,,24.678,195.203
4875,2023-11-21,19.641,,,0.705,121.986,118.159,,28.535,147.203
4876,2023-11-22,0.2,,,0.0184,151.732,105.271,,32.726,204.861
4877,2023-11-23,0.204,,,0.337,105.996,98.352,,50.346,325.077
4878,2023-11-24,0.205,,,0.342,149.272,5.525,,32.91,143.944
4879,2023-11-25,0.206,,,0.39,165.684,8.901,,27.713,158.514
4880,2023-11-26,0.205,,,0.299,110.058,111.379,,52.807,223.615
4881,2023-11-27,1.061,,,0.259,98.229,134.628,,28.087,145.766
4882,2023-11-28,69.491,,,0.19,97.648,166.16,,29.839,262.823
4883,2023-11-29,187.328,,,0.853,62.657,0.033,,4.082,163.543
4884,2023-11-30,150.661,,,0.794,101.159,0.0366,,2.232,292.768
4885,2023-12-01,89.685,,,0.564,89.451,0.0394,,21.868,190.811
4886,2023-12-02,44.097,,,1.329,46.697,133.038,,28.1,528.369
4887,2023-12-03,0.216,,,0.559,28.787,0.0399,,10.077,244.887
4888,2023-12-04,58.724,,,0.438,52.904,0.0479,,3.037,168.401
4889,2023-12-05,201.093,,,0.816,0.581,0.0488,,2.746,167.374
4890,2023-12-06,509.459,,,0.856,0.597,7.269,,2.407,152.118
4891,2023-12-07,183.442,,,0.738,0.117,0.0333,,3.232,350.06
4892,2023-12-08,162.884,,,0.687,0.131,0.0338,,3.232,236.492
4893,2023-12-09,2.97,,,0.822,50.902,73.11,,5.988,97.389
4894,2023-12-10,20.719,,,0.737,63.173,0.0499,,7.695,11.824
4895,2023-12-11,92.152,,,2.407,0.164,0.0305,,2.71,334.277
4896,2023-12-12,99.312,,,1.374,0.436,0.0422,,0.576,451.174
4897,2023-12-13,279.011,,,0.859,0.249,0.0512,,0.574,360.984
4898,2023-12-14,433.001,,,1.453,1.219,0.0377,,0.74,284.177
4899,2023-12-15,36.461,,,0.881,1.492,0.0356,,2.467,141.69
4900,2023-12-16,0.231,,,0.909,1.393,123.462,,4.546,162.393
4901,2023-12-17,0.229,,,0.757,0.806,98.143,,4.77,168.712
4902,2023-12-18,0.795,,,0.516,0.159,0.0292,,5.489,145.824
4903,2023-12-19,0.233,8.87e-07,,0.919,0.124,134.529,,7.044,260.891
4904,2023-12-20,0.236,3.506,,0.835,0.142,131.314,,5.32,333.242
4905,2023-12-21,2.174,,,0.479,0.0943,64.559,,7.161,303.272
4906,2023-12-22,34.7,,,0.367,0.091,0.0319,,10.939,456.56
4907,2023-12-23,0.437,,,0.235,0.0934,178.317,,12.089,134.727
4908,2023-12-24,0.238,,,0.407,0.255,115.621,,8.25,358.098
4909,2023-12-25,1.698,,,0.249,0.201,180.048,,7.812,538.858
4910,2023-12-26,1.363,,,0.668,0.289,170.354,,7.069,372.815
4911,2023-12-27,0.428,,,0.301,0.537,241.059,,8.106,347.972
4912,2023-12-28,116.593,,,0.669,0.512,409.533,,8.399,316.037
4913,2023-12-29,89.506,,,0.401,0.474,294.335,,10.48,557.673
4914,2023-12-30,116.273,,,0.549,0.681,270.592,,11.814,279.415
4915,2023-12-31,8.49,,,2.255,0.508,242.918,,20.876,144.939
4916,2024-01-01,35.127,4.62e-11,,1.431,0.401,195.942,,5.049,433.742
4917,2024-01-02,207.649,,,0.326,0.113,91.925,,3.657,277.344
4918,2024-01-03,52.105,,,0.259,0.126,0.0461,,6.635,377.43
4919,2024-01-04,112.366,,,0.12,0.387,0.04,,6.051,339.078
4920,2024-01-05,123.165,,,0.0176,0.877,0.042,,7.05,343.697
4921,2024-01-06,79.394,,,0.022,0.437,143.298,,7.049,181.581
4922,2024-01-07,98.933,22.419,,0.271,0.634,123.156,,6.086,259.977
4923,2024-01-08,147.766,,,2.986,0.386,0.0425,,6.02,283.541
4924,2024-01-09,71.251,,,0.847,0.473,311.317,,6.709,343.198
4925,2024-01-10,154.893,1.73e-07,,4.095,0.524,0.0318,,3.609,220.956
4926,2024-01-11,123.24,,,1.649,0.469,0.055,,7.423,1013.0
4927,2024-01-12,151.962,,,0.838,0.573,595.997,,5.989,243.703
4928,2024-01-13,0.234,,,2.556,1.209,133.504,,10.851,123.801
4929,2024-01-14,0.234,,,2.724,0.561,208.084,,7.288,234.347
4930,2024-01-15,30.199,,,1.92,0.977,835.174,,5.43,255.722
4931,2024-01-16,0.234,,,3.869,0.643,752.14,,3.518,200.745
4932,2024-01-17,56.659,,,3.671,1.075,148.236,,4.185,140.185
4933,2024-01-18,87.06,,,6.681,0.8,223.967,,3.41,231.117
4934,2024-01-19,85.141,,,2.408,3.185,1933.0,,4.147,242.523
4935,2024-01-20,41.623,,,4.363,0.468,1935.0,,5.856,177.804
4936,2024-01-21,47.492,,,0.425,0.115,2321.0,,4.498,165.941
4937,2024-01-22,40.772,,,0.965,0.0992,1993.0,,4.214,87.787
4938,2024-01-23,65.429,,,0.38,0.402,0.185,,5.711,171.387
4939,2024-01-24,88.273,,,0.277,0.477,0.034,,2.515,155.788
4940,2024-01-25,111.908,,,0.289,0.862,20.327,,3.894,324.398
4941,2024-01-26,14.324,,,0.0497,36.381,218.364,,3.67,155.588
4942,2024-01-27,0.228,,,0.235,19.548,35.733,,5.508,193.451
4943,2024-01-28,0.231,3.24e-05,,0.118,14.753,24.624,,4.755,232.151
4944,2024-01-29,0.232,,,0.265,2.097,0.038,,4.425,161.184
4945,2024-01-30,4.342,,,0.201,17.974,0.033,,3.411,190.339
4946,2024-01-31,52.665,,,0.0057,70.369,0.032,,5.78,221.577
4947,2024-02-01,112.785,,,7.9e-05,64.38,27.305,,5.393,166.296
4948,2024-02-02,121.29,,,7.94e-05,21.889,0.0404,,6.934,114.572
4949,2024-02-03,0.235,0.000171,,7.91e-05,3.296,1.4,,8.371,158.464
4950,2024-02-04,120.205,0.23,,7.89e-05,4.92,0.0311,,11.709,181.646
4951,2024-02-05,405.024,,,7.87e-05,17.651,19.692,,8.351,177.876
4952,2024-02-06,429.77,,,7.85e-05,31.745,13.884,,5.971,219.26
4953,2024-02-07,32.767,,,7.9e-05,5.784,24.581,,7.519,223.124
4954,2024-02-08,417.055,8.22e-05,,0.000882,9.421,0.0339,,6.227,393.948
4955,2024-02-09,338.166,8.884,,0.0114,31.663,0.0402,,6.314,219.824
4956,2024-02-10,80.59,,,0.000984,7.482,74.23,,3.95,187.855
4957,2024-02-11,95.0,,,0.000902,3.124,0.0443,,7.098,194.875
4958,2024-02-12,202.163,,,0.216,51.952,0.0775,,6.683,392.573
4959,2024-02-13,340.195,5.09e-08,,0.0009,42.896,0.0583,,6.347,231.06
4960,2024-02-14,489.58,3.39e-13,,0.591,56.281,0.0469,,6.357,285.649
4961,2024-02-15,447.973,,,0.477,104.487,0.0449,,6.227,238.48
4962,2024-02-16,415.884,,,0.27,35.187,0.0352,,6.613,383.081
4963,2024-02-17,156.799,,,0.0897,91.364,73.757,,7.469,548.802
4964,2024-02-18,87.883,,,8.48e-05,55.428,0.0349,,7.029,332.592
4965,2024-02-19,126.12,,,0.000959,15.4,0.0351,,6.827,518.202
4966,2024-02-20,153.903,,,0.00499,47.15,0.0556,,7.319,272.386
4967,2024-02-21,156.995,,,0.000926,5.368,0.034,,6.769,601.195
4968,2024-02-22,225.01,0.00986,,0.00697,32.366,117.98,,4.011,496.514
4969,2024-02-23,105.841,,,0.00092,50.229,231.613,,7.975,505.847
4970,2024-02-24,106.131,2.92e-07,,0.000939,49.546,194.683,,9.691,331.346
4971,2024-02-25,68.322,0.548,,0.000947,21.755,80.432,,7.384,285.248
4972,2024-02-26,259.266,,,8.62e-05,42.936,87.911,,8.407,409.554
4973,2024-02-27,294.813,,,9.41e-05,24.267,186.158,,7.642,522.318
4974,2024-02-28,515.689,2.28e-08,,0.000102,58.218,0.039,,7.798,559.717
4975,2024-02-29,431.746,9.55e-10,,0.000125,54.572,141.781,,8.902,462.661
4976,2024-03-01,310.529,,,0.000126,44.604,156.248,,11.781,528.301
4977,2024-03-02,269.261,,,0.459,50.087,158.485,,25.055,602.444
4978,2024-03-03,180.198,,,0.000142,111.326,239.534,,22.758,384.705
4979,2024-03-04,467.308,,,0.000166,51.424,198.333,,22.264,346.118
4980,2024-03-05,522.183,,,0.000176,13.356,166.851,,13.044,591.527
4981,2024-03-06,367.516,,,0.00016,40.218,125.471,,10.197,372.864
4982,2024-03-07,188.459,,,0.000154,53.226,8.291,,12.062,277.818
4983,2024-03-08,174.131,6.41e-13,,0.000166,87.839,6.858,,40.853,760.032
4984,2024-03-09,229.737,,,0.000172,30.018,157.401,,40.349,668.376
4985,2024-03-10,177.581,,,0.000174,37.771,97.828,,36.3,778.145
4986,2024-03-11,312.79,,,0.000173,89.734,138.669,,37.162,1072.0
4987,2024-03-12,485.629,,,0.00188,57.38,55.163,,37.014,447.599
4988,2024-03-13,321.653,,,0.00017,167.763,0.0708,,26.634,689.906
4989,2024-03-14,545.183,,,0.000539,194.322,0.0854,,24.762,469.062
4990,2024-03-15,839.772,,,0.0119,185.422,31.667,,12.55,742.0
4991,2024-03-16,210.968,,,0.000155,136.886,8.097,,23.303,640.636
4992,2024-03-17,155.64,,,0.000149,142.305,0.302,,9.97,576.34
4993,2024-03-18,168.888,,,0.000296,150.249,40.121,,18.029,567.335
4994,2024-03-19,181.046,,,0.259,171.576,0.0511,,9.623,827.379
4995,2024-03-20,268.805,,,0.523,114.662,0.0488,,8.424,401.856
4996,2024-03-21,328.864,,,0.495,72.023,0.0608,,8.076,815.649
4997,2024-03-22,262.395,,,0.232,17.039,0.0699,,8.327,443.141
4998,2024-03-23,189.173,,,0.246,145.325,0.0946,,9.451,290.703
4999,2024-03-24,138.877,,,0.383,148.961,0.0669,,9.987,460.791
5000,2024-03-25,392.724,,,0.264,36.06,0.0818,,10.514,524.522
5001,2024-03-26,435.334,,,0.27,76.75,0.063,,9.468,571.447
5002,2024-03-27,277.196,,,0.000185,54.923,0.069,,11.092,561.964
5003,2024-03-28,154.79,,,0.000209,203.397,0.0895,,9.587,317.349
5004,2024-03-29,81.233,2.72e-13,,0.000215,199.443,0.106,,11.693,590.477
5005,2024-03-30,0.7,,,0.0214,158.497,11.775,,31.389,454.133
5006,2024-03-31,146.819,3.1e-05,,0.315,138.385,130.843,,17.623,421.928
5007,2024-04-01,320.317,,,0.000208,182.573,132.062,,25.701,327.23
5008,2024-04-02,234.321,,,0.000188,179.568,0.0841,,35.624,464.183
5009,2024-04-03,175.358,,,0.000181,199.04,10.04,,22.877,462.764
5010,2024-04-04,356.076,,,0.00018,200.803,15.468,,14.491,484.413
5011,2024-04-05,242.378,,,0.263,204.094,27.627,,21.712,477.026
5012,2024-04-06,70.223,3.04e-05,,0.534,187.966,56.31,,29.366,297.51
5013,2024-04-07,32.902,2.59e-08,,0.026,175.974,19.725,,25.191,334.657
5014,2024-04-08,158.619,,,0.0277,198.734,106.865,,29.348,355.619
5015,2024-04-09,159.106,7.07e-08,,0.292,205.969,0.088,,21.278,433.814
5016,2024-04-10,141.399,,,0.000191,200.574,0.0845,,25.599,369.326
5017,2024-04-11,132.712,,,0.000196,200.305,153.596,,62.89,255.99
5018,2024-04-12,240.21,,,0.568,216.535,0.0793,,38.706,433.544
5019,2024-04-13,97.422,,,0.000166,216.735,0.106,,52.268,610.459
5020,2024-04-14,83.048,,,0.000154,191.402,66.404,,81.661,336.727
5021,2024-04-15,134.837,,,0.00016,196.433,0.0714,,48.772,413.648
5022,2024-04-16,204.149,,,0.000155,190.402,0.0631,,27.954,369.79
5023,2024-04-17,223.46,0.0885,,0.000153,200.157,0.0613,,67.887,336.706
5024,2024-04-18,210.121,3.69e-11,,0.000148,184.4,0.0669,,28.712,257.498
5025,2024-04-19,466.551,,,0.23,210.7,0.0828,,3.524,346.665
5026,2024-04-20,420.735,1.08e-07,,0.000157,193.407,90.81,,6.166,330.185
5027,2024-04-21,182.008,6.23e-08,,0.000161,186.076,79.079,,6.351,254.726
5028,2024-04-22,164.058,,,0.00016,201.564,0.0338,,12.554,474.737
5029,2024-04-23,314.756,,,0.00016,198.806,1.013,,12.574,1202.0
5030,2024-04-24,194.992,,,0.000158,201.512,104.498,,18.731,475.767
5031,2024-04-25,69.264,,,0.000151,209.186,103.876,,7.623,312.002
5032,2024-04-26,196.905,3.85e-11,,0.00015,213.273,180.436,,18.199,251.583
5033,2024-04-27,96.094,2.59e-07,,0.000146,211.564,246.145,,25.123,383.167
5034,2024-04-28,67.787,6.44e-05,,0.00015,36.069,0.0656,,17.906,287.115
5035,2024-04-29,257.677,,,0.000143,71.187,0.0605,,7.872,228.355
5036,2024-04-30,159.385,,,0.000138,1.998,264.443,,14.091,305.521
5037,2024-05-01,294.664,,,0.000127,8.193,0.058,,27.39,292.708
5038,2024-05-02,289.581,,,0.00013,130.993,133.303,,22.54,400.7
5039,2024-05-03,180.838,,,0.000136,115.869,0.0598,,23.522,585.897
5040,2024-05-04,105.96,,,0.000156,93.983,257.652,,29.597,227.96
5041,2024-05-05,177.497,,,0.00016,107.974,150.254,,2.507,597.919
5042,2024-05-06,214.626,,,0.000161,100.241,184.891,,2.395,183.078
5043,2024-05-07,323.311,,,0.000156,99.195,266.019,,6.159,159.945
5044,2024-05-08,194.531,,,9.731,95.0,0.0748,,22.273,147.397
5045,2024-05-09,169.309,,,2.081,170.842,0.0839,,74.629,220.622
5046,2024-05-10,212.574,,,0.000148,173.846,0.0576,,38.673,175.43
5047,2024-05-11,181.497,,,0.000144,107.288,245.121,,61.283,165.424
5048,2024-05-12,227.987,,,0.000142,81.177,184.929,,40.241,226.657
5049,2024-05-13,228.683,,,0.388,101.633,220.838,,32.144,177.649
5050,2024-05-14,283.009,,,0.802,38.245,0.0845,,41.738,317.874
5051,2024-05-15,150.958,,,7.21,28.932,0.0591,,67.811,286.84
5052,2024-05-16,255.593,,,0.000153,2.287,0.0665,,43.985,368.818
5053,2024-05-17,237.276,,,0.000153,1.942,196.732,,50.283,373.24
5054,2024-05-18,179.285,6.19e-08,,0.000154,1.751,174.791,,51.396,349.988
5055,2024-05-19,120.314,2.38e-13,,0.000152,2.206,162.63,,60.641,393.767
5056,2024-05-20,118.372,,,0.000153,3.671,151.818,,73.491,418.138
5057,2024-05-21,165.056,,,0.0134,64.121,1485.0,,71.197,540.928
5058,2024-05-22,113.965,,,8.168,111.857,0.0745,,60.836,508.314
5059,2024-05-23,95.307,,,5.146,180.333,0.0697,,50.667,627.587
5060,2024-05-24,95.841,3.73e-10,,1.984,153.12,0.0809,,51.504,667.995
5061,2024-05-25,120.495,7.47e-08,,1.798,167.335,90.452,,39.717,578.427
