,Time,BTC_Top_100_Richest_Percentage_of_Total_Coins,ETH_Top_100_Richest_Percentage_of_Total_Coins,XRP_Top_100_Richest_Percentage_of_Total_Coins,DOGE_Top_100_Richest_Percentage_of_Total_Coins,LTC_Top_100_Richest_Percentage_of_Total_Coins,BCH_Top_100_Richest_Percentage_of_Total_Coins,XMR_Top_100_Richest_Percentage_of_Total_Coins,DASH_Top_100_Richest_Percentage_of_Total_Coins,ZEC_Top_100_Richest_Percentage_of_Total_Coins
643,2010-10-08,29.631,,,,,,,,
644,2010-10-09,29.871,,,,,,,,
645,2010-10-10,30.084,,,,,,,,
646,2010-10-11,29.981,,,,,,,,
647,2010-10-12,29.971,,,,,,,,
648,2010-10-13,30.109,,,,,,,,
649,2010-10-14,30.282,,,,,,,,
650,2010-10-15,30.194,,,,,,,,
651,2010-10-16,30.373,,,,,,,,
652,2010-10-17,30.401,,,,,,,,
653,2010-10-18,30.578,,,,,,,,
654,2010-10-19,30.377,,,,,,,,
655,2010-10-20,30.434,,,,,,,,
656,2010-10-21,30.415,,,,,,,,
657,2010-10-22,30.442,,,,,,,,
658,2010-10-23,30.449,,,,,,,,
659,2010-10-24,30.427,,,,,,,,
660,2010-10-25,30.432,,,,,,,,
661,2010-10-26,30.586,,,,,,,,
662,2010-10-27,30.682,,,,,,,,
663,2010-10-28,30.612,,,,,,,,
664,2010-10-29,30.493,,,,,,,,
665,2010-10-30,30.451,,,,,,,,
666,2010-10-31,30.533,,,,,,,,
667,2010-11-01,30.524,,,,,,,,
668,2010-11-02,30.554,,,,,,,,
669,2010-11-03,30.49,,,,,,,,
670,2010-11-04,30.486,,,,,,,,
671,2010-11-05,30.533,,,,,,,,
672,2010-11-06,30.607,,,,,,,,
673,2010-11-07,30.518,,,,,,,,
674,2010-11-08,31.205,,,,,,,,
675,2010-11-09,31.151,,,,,,,,
676,2010-11-10,30.984,,,,,,,,
677,2010-11-11,30.914,,,,,,,,
678,2010-11-12,30.889,,,,,,,,
679,2010-11-13,30.765,,,,,,,,
680,2010-11-14,30.854,,,,,,,,
681,2010-11-15,30.8,,,,,,,,
682,2010-11-16,30.76,,,,,,,,
683,2010-11-17,30.836,,,,,,,,
684,2010-11-18,30.77,,,,,,,,
685,2010-11-19,30.735,,,,,,,,
686,2010-11-20,30.857,,,,,,,,
687,2010-11-21,30.839,,,,,,,,
688,2010-11-22,30.826,,,,,,,,
689,2010-11-23,30.903,,,,,,,,
690,2010-11-24,31.016,,,,,,,,
691,2010-11-25,31.079,,,,,,,,
692,2010-11-26,31.085,,,,,,,,
693,2010-11-27,31.053,,,,,,,,
694,2010-11-28,31.047,,,,,,,,
695,2010-11-29,31.002,,,,,,,,
696,2010-11-30,31.141,,,,,,,,
697,2010-12-01,31.328,,,,,,,,
698,2010-12-02,31.576,,,,,,,,
699,2010-12-03,31.814,,,,,,,,
700,2010-12-04,31.866,,,,,,,,
701,2010-12-05,31.896,,,,,,,,
702,2010-12-06,31.665,,,,,,,,
703,2010-12-07,31.6,,,,,,,,
704,2010-12-08,31.603,,,,,,,,
705,2010-12-09,31.525,,,,,,,,
706,2010-12-10,31.573,,,,,,,,
707,2010-12-11,31.587,,,,,,,,
708,2010-12-12,31.531,,,,,,,,
709,2010-12-13,31.82,,,,,,,,
710,2010-12-14,31.767,,,,,,,,
711,2010-12-15,31.702,,,,,,,,
712,2010-12-16,31.649,,,,,,,,
713,2010-12-17,31.636,,,,,,,,
714,2010-12-18,31.593,,,,,,,,
715,2010-12-19,31.428,,,,,,,,
716,2010-12-20,31.477,,,,,,,,
717,2010-12-21,31.216,,,,,,,,
718,2010-12-22,31.267,,,,,,,,
719,2010-12-23,31.229,,,,,,,,
720,2010-12-24,31.193,,,,,,,,
721,2010-12-25,31.216,,,,,,,,
722,2010-12-26,31.171,,,,,,,,
723,2010-12-27,31.301,,,,,,,,
724,2010-12-28,31.236,,,,,,,,
725,2010-12-29,31.021,,,,,,,,
726,2010-12-30,30.947,,,,,,,,
727,2010-12-31,30.82,,,,,,,,
728,2011-01-01,30.774,,,,,,,,
729,2011-01-02,30.723,,,,,,,,
730,2011-01-03,30.724,,,,,,,,
731,2011-01-04,30.689,,,,,,,,
732,2011-01-05,30.739,,,,,,,,
733,2011-01-06,30.672,,,,,,,,
734,2011-01-07,30.63,,,,,,,,
735,2011-01-08,30.626,,,,,,,,
736,2011-01-09,30.642,,,,,,,,
737,2011-01-10,30.501,,,,,,,,
738,2011-01-11,30.607,,,,,,,,
739,2011-01-12,30.557,,,,,,,,
740,2011-01-13,30.635,,,,,,,,
741,2011-01-14,30.661,,,,,,,,
742,2011-01-15,30.615,,,,,,,,
743,2011-01-16,30.71,,,,,,,,
744,2011-01-17,30.737,,,,,,,,
745,2011-01-18,30.653,,,,,,,,
746,2011-01-19,30.547,,,,,,,,
747,2011-01-20,30.549,,,,,,,,
748,2011-01-21,30.551,,,,,,,,
749,2011-01-22,30.532,,,,,,,,
750,2011-01-23,30.744,,,,,,,,
751,2011-01-24,30.694,,,,,,,,
752,2011-01-25,30.648,,,,,,,,
753,2011-01-26,30.503,,,,,,,,
754,2011-01-27,33.357,,,,,,,,
755,2011-01-28,33.324,,,,,,,,
756,2011-01-29,33.295,,,,,,,,
757,2011-01-30,33.249,,,,,,,,
758,2011-01-31,33.178,,,,,,,,
759,2011-02-01,33.288,,,,,,,,
760,2011-02-02,33.129,,,,,,,,
761,2011-02-03,33.181,,,,,,,,
762,2011-02-04,33.121,,,,,,,,
763,2011-02-05,33.151,,,,,,,,
764,2011-02-06,33.015,,,,,,,,
765,2011-02-07,33.183,,,,,,,,
766,2011-02-08,33.064,,,,,,,,
767,2011-02-09,33.161,,,,,,,,
768,2011-02-10,33.107,,,,,,,,
769,2011-02-11,33.015,,,,,,,,
770,2011-02-12,32.953,,,,,,,,
771,2011-02-13,32.915,,,,,,,,
772,2011-02-14,32.853,,,,,,,,
773,2011-02-15,32.866,,,,,,,,
774,2011-02-16,32.801,,,,,,,,
775,2011-02-17,32.75,,,,,,,,
776,2011-02-18,32.653,,,,,,,,
777,2011-02-19,32.621,,,,,,,,
778,2011-02-20,32.716,,,,,,,,
779,2011-02-21,32.651,,,,,,,,
780,2011-02-22,32.503,,,,,,,,
781,2011-02-23,32.469,,,,,,,,
782,2011-02-24,32.396,,,,,,,,
783,2011-02-25,32.356,,,,,,,,
784,2011-02-26,32.33,,,,,,,,
785,2011-02-27,32.825,,,,,,,,
786,2011-02-28,32.601,,,,,,,,
787,2011-03-01,32.804,,,,,,,,
788,2011-03-02,30.282,,,,,,,,
789,2011-03-03,30.175,,,,,,,,
790,2011-03-04,30.054,,,,,,,,
791,2011-03-05,30.085,,,,,,,,
792,2011-03-06,30.105,,,,,,,,
793,2011-03-07,30.07,,,,,,,,
794,2011-03-08,30.022,,,,,,,,
795,2011-03-09,29.979,,,,,,,,
796,2011-03-10,29.832,,,,,,,,
797,2011-03-11,29.658,,,,,,,,
798,2011-03-12,29.532,,,,,,,,
799,2011-03-13,29.475,,,,,,,,
800,2011-03-14,29.561,,,,,,,,
801,2011-03-15,29.502,,,,,,,,
802,2011-03-16,29.556,,,,,,,,
803,2011-03-17,29.625,,,,,,,,
804,2011-03-18,29.676,,,,,,,,
805,2011-03-19,29.647,,,,,,,,
806,2011-03-20,29.611,,,,,,,,
807,2011-03-21,29.664,,,,,,,,
808,2011-03-22,29.55,,,,,,,,
809,2011-03-23,29.599,,,,,,,,
810,2011-03-24,29.525,,,,,,,,
811,2011-03-25,29.472,,,,,,,,
812,2011-03-26,29.479,,,,,,,,
813,2011-03-27,29.364,,,,,,,,
814,2011-03-28,29.323,,,,,,,,
815,2011-03-29,29.308,,,,,,,,
816,2011-03-30,29.195,,,,,,,,
817,2011-03-31,29.127,,,,,,,,
818,2011-04-01,29.092,,,,,,,,
819,2011-04-02,28.893,,,,,,,,
820,2011-04-03,28.851,,,,,,,,
821,2011-04-04,28.767,,,,,,,,
822,2011-04-05,28.738,,,,,,,,
823,2011-04-06,28.741,,,,,,,,
824,2011-04-07,28.74,,,,,,,,
825,2011-04-08,28.705,,,,,,,,
826,2011-04-09,28.564,,,,,,,,
827,2011-04-10,28.532,,,,,,,,
828,2011-04-11,28.539,,,,,,,,
829,2011-04-12,28.421,,,,,,,,
830,2011-04-13,28.383,,,,,,,,
831,2011-04-14,28.851,,,,,,,,
832,2011-04-15,28.803,,,,,,,,
833,2011-04-16,28.753,,,,,,,,
834,2011-04-17,28.456,,,,,,,,
835,2011-04-18,28.354,,,,,,,,
836,2011-04-19,29.612,,,,,,,,
837,2011-04-20,29.544,,,,,,,,
838,2011-04-21,29.244,,,,,,,,
839,2011-04-22,29.184,,,,,,,,
840,2011-04-23,28.841,,,,,,,,
841,2011-04-24,28.716,,,,,,,,
842,2011-04-25,28.703,,,,,,,,
843,2011-04-26,28.662,,,,,,,,
844,2011-04-27,28.671,,,,,,,,
845,2011-04-28,28.498,,,,,,,,
846,2011-04-29,28.14,,,,,,,,
847,2011-04-30,29.309,,,,,,,,
848,2011-05-01,29.289,,,,,,,,
849,2011-05-02,29.241,,,,,,,,
850,2011-05-03,29.337,,,,,,,,
851,2011-05-04,29.509,,,,,,,,
852,2011-05-05,29.462,,,,,,,,
853,2011-05-06,29.191,,,,,,,,
854,2011-05-07,29.205,,,,,,,,
855,2011-05-08,29.059,,,,,,,,
856,2011-05-09,29.024,,,,,,,,
857,2011-05-10,29.007,,,,,,,,
858,2011-05-11,29.336,,,,,,,,
859,2011-05-12,29.486,,,,,,,,
860,2011-05-13,29.819,,,,,,,,
861,2011-05-14,29.831,,,,,,,,
862,2011-05-15,30.218,,,,,,,,
863,2011-05-16,30.298,,,,,,,,
864,2011-05-17,30.243,,,,,,,,
865,2011-05-18,30.38,,,,,,,,
866,2011-05-19,30.26,,,,,,,,
867,2011-05-20,30.126,,,,,,,,
868,2011-05-21,30.95,,,,,,,,
869,2011-05-22,30.889,,,,,,,,
870,2011-05-23,30.558,,,,,,,,
871,2011-05-24,30.47,,,,,,,,
872,2011-05-25,30.4,,,,,,,,
873,2011-05-26,30.337,,,,,,,,
874,2011-05-27,30.468,,,,,,,,
875,2011-05-28,30.441,,,,,,,,
876,2011-05-29,30.486,,,,,,,,
877,2011-05-30,30.505,,,,,,,,
878,2011-05-31,30.47,,,,,,,,
879,2011-06-01,30.483,,,,,,,,
880,2011-06-02,30.574,,,,,,,,
881,2011-06-03,30.668,,,,,,,,
882,2011-06-04,30.587,,,,,,,,
883,2011-06-05,30.649,,,,,,,,
884,2011-06-06,30.365,,,,,,,,
885,2011-06-07,30.205,,,,,,,,
886,2011-06-08,29.482,,,,,,,,
887,2011-06-09,29.39,,,,,,,,
888,2011-06-10,29.15,,,,,,,,
889,2011-06-11,29.29,,,,,,,,
890,2011-06-12,31.283,,,,,,,,
891,2011-06-13,31.437,,,,,,,,
892,2011-06-14,30.7,,,,,,,,
893,2011-06-15,30.558,,,,,,,,
894,2011-06-16,30.314,,,,,,,,
895,2011-06-17,30.092,,,,,,,,
896,2011-06-18,29.991,,,,,,,,
897,2011-06-19,30.724,,,,,,,,
898,2011-06-20,30.657,,,,,,,,
899,2011-06-21,30.581,,,,,,,,
900,2011-06-22,30.517,,,,,,,,
901,2011-06-23,31.152,,,,,,,,
902,2011-06-24,31.026,,,,,,,,
903,2011-06-25,30.738,,,,,,,,
904,2011-06-26,30.586,,,,,,,,
905,2011-06-27,30.868,,,,,,,,
906,2011-06-28,30.581,,,,,,,,
907,2011-06-29,30.299,,,,,,,,
908,2011-06-30,30.06,,,,,,,,
909,2011-07-01,30.128,,,,,,,,
910,2011-07-02,30.064,,,,,,,,
911,2011-07-03,29.995,,,,,,,,
912,2011-07-04,29.939,,,,,,,,
913,2011-07-05,29.991,,,,,,,,
914,2011-07-06,29.974,,,,,,,,
915,2011-07-07,29.943,,,,,,,,
916,2011-07-08,29.892,,,,,,,,
917,2011-07-09,29.835,,,,,,,,
918,2011-07-10,29.747,,,,,,,,
919,2011-07-11,29.721,,,,,,,,
920,2011-07-12,29.665,,,,,,,,
921,2011-07-13,29.603,,,,,,,,
922,2011-07-14,29.566,,,,,,,,
923,2011-07-15,29.527,,,,,,,,
924,2011-07-16,29.489,,,,,,,,
925,2011-07-17,29.454,,,,,,,,
926,2011-07-18,29.695,,,,,,,,
927,2011-07-19,29.611,,,,,,,,
928,2011-07-20,29.556,,,,,,,,
929,2011-07-21,29.499,,,,,,,,
930,2011-07-22,29.416,,,,,,,,
931,2011-07-23,29.388,,,,,,,,
932,2011-07-24,29.361,,,,,,,,
933,2011-07-25,29.297,,,,,,,,
934,2011-07-26,29.243,,,,,,,,
935,2011-07-27,29.144,,,,,,,,
936,2011-07-28,28.997,,,,,,,,
937,2011-07-29,28.98,,,,,,,,
938,2011-07-30,28.93,,,,,,,,
939,2011-07-31,28.797,,,,,,,,
940,2011-08-01,28.641,,,,,,,,
941,2011-08-02,28.627,,,,,,,,
942,2011-08-03,28.585,,,,,,,,
943,2011-08-04,28.755,,,,,,,,
944,2011-08-05,28.667,,,,,,,,
945,2011-08-06,29.039,,,,,,,,
946,2011-08-07,29.142,,,,,,,,
947,2011-08-08,29.439,,,,,,,,
948,2011-08-09,29.351,,,,,,,,
949,2011-08-10,29.304,,,,,,,,
950,2011-08-11,29.275,,,,,,,,
951,2011-08-12,29.249,,,,,,,,
952,2011-08-13,29.176,,,,,,,,
953,2011-08-14,29.076,,,,,,,,
954,2011-08-15,29.079,,,,,,,,
955,2011-08-16,29.022,,,,,,,,
956,2011-08-17,29.396,,,,,,,,
957,2011-08-18,29.367,,,,,,,,
958,2011-08-19,29.342,,,,,,,,
959,2011-08-20,29.312,,,,,,,,
960,2011-08-21,29.28,,,,,,,,
961,2011-08-22,29.275,,,,,,,,
962,2011-08-23,29.244,,,,,,,,
963,2011-08-24,29.314,,,,,,,,
964,2011-08-25,28.652,,,,,,,,
965,2011-08-26,28.651,,,,,,,,
966,2011-08-27,29.074,,,,,,,,
967,2011-08-28,29.05,,,,,,,,
968,2011-08-29,28.986,,,,,,,,
969,2011-08-30,28.957,,,,,,,,
970,2011-08-31,28.939,,,,,,,,
971,2011-09-01,28.973,,,,,,,,
972,2011-09-02,28.941,,,,,,,,
973,2011-09-03,28.88,,,,,,,,
974,2011-09-04,28.889,,,,,,,,
975,2011-09-05,28.858,,,,,,,,
976,2011-09-06,28.828,,,,,,,,
977,2011-09-07,29.257,,,,,,,,
978,2011-09-08,29.234,,,,,,,,
979,2011-09-09,29.318,,,,,,,,
980,2011-09-10,29.317,,,,,,,,
981,2011-09-11,30.301,,,,,,,,
982,2011-09-12,30.481,,,,,,,,
983,2011-09-13,30.449,,,,,,,,
984,2011-09-14,30.398,,,,,,,,
985,2011-09-15,30.341,,,,,,,,
986,2011-09-16,30.345,,,,,,,,
987,2011-09-17,30.316,,,,,,,,
988,2011-09-18,30.318,,,,,,,,
989,2011-09-19,30.251,,,,,,,,
990,2011-09-20,30.185,,,,,,,,
991,2011-09-21,30.669,,,,,,,,
992,2011-09-22,30.593,,,,,,,,
993,2011-09-23,30.511,,,,,,,,
994,2011-09-24,30.525,,,,,,,,
995,2011-09-25,30.428,,,,,,,,
996,2011-09-26,30.378,,,,,,,,
997,2011-09-27,30.353,,,,,,,,
998,2011-09-28,30.334,,,,,,,,
999,2011-09-29,30.309,,,,,,,,
1000,2011-09-30,30.284,,,,,,,,
1001,2011-10-01,30.261,,,,,,,,
1002,2011-10-02,30.237,,,,,,,,
1003,2011-10-03,30.208,,,,,,,,
1004,2011-10-04,30.186,,,,,,,,
1005,2011-10-05,30.156,,,,,,,,
1006,2011-10-06,30.113,,,,,,,,
1007,2011-10-07,30.208,,,,,,,,
1008,2011-10-08,30.188,,,,100.0,,,,
1009,2011-10-09,30.163,,,,,,,,
1010,2011-10-10,30.132,,,,,,,,
1011,2011-10-11,30.113,,,,,,,,
1012,2011-10-12,30.064,,,,100.0,,,,
1013,2011-10-13,30.085,,,,8.882,,,,
1014,2011-10-14,30.037,,,,11.588,,,,
1015,2011-10-15,30.014,,,,13.312,,,,
1016,2011-10-16,29.992,,,,30.55,,,,
1017,2011-10-17,29.882,,,,32.941,,,,
1018,2011-10-18,29.801,,,,38.908,,,,
1019,2011-10-19,29.809,,,,39.793,,,,
1020,2011-10-20,29.731,,,,43.553,,,,
1021,2011-10-21,29.8,,,,44.494,,,,
1022,2011-10-22,29.685,,,,44.315,,,,
1023,2011-10-23,29.686,,,,45.828,,,,
1024,2011-10-24,29.66,,,,46.565,,,,
1025,2011-10-25,29.629,,,,47.063,,,,
1026,2011-10-26,29.617,,,,55.489,,,,
1027,2011-10-27,29.584,,,,55.195,,,,
1028,2011-10-28,29.566,,,,56.27,,,,
1029,2011-10-29,29.859,,,,57.404,,,,
1030,2011-10-30,29.837,,,,55.661,,,,
1031,2011-10-31,29.789,,,,61.101,,,,
1032,2011-11-01,29.751,,,,62.432,,,,
1033,2011-11-02,29.718,,,,63.635,,,,
1034,2011-11-03,29.845,,,,63.321,,,,
1035,2011-11-04,29.809,,,,63.733,,,,
1036,2011-11-05,29.767,,,,63.734,,,,
1037,2011-11-06,29.731,,,,63.954,,,,
1038,2011-11-07,29.727,,,,63.76,,,,
1039,2011-11-08,29.575,,,,63.857,,,,
1040,2011-11-09,29.496,,,,64.218,,,,
1041,2011-11-10,29.489,,,,64.513,,,,
1042,2011-11-11,29.466,,,,64.426,,,,
1043,2011-11-12,29.459,,,,64.469,,,,
1044,2011-11-13,29.432,,,,64.668,,,,
1045,2011-11-14,29.397,,,,65.034,,,,
1046,2011-11-15,29.366,,,,65.372,,,,
1047,2011-11-16,29.415,,,,65.91,,,,
1048,2011-11-17,29.333,,,,65.984,,,,
1049,2011-11-18,29.171,,,,66.715,,,,
1050,2011-11-19,29.264,,,,66.289,,,,
1051,2011-11-20,29.138,,,,66.073,,,,
1052,2011-11-21,29.101,,,,66.178,,,,
1053,2011-11-22,29.06,,,,66.294,,,,
1054,2011-11-23,29.02,,,,66.212,,,,
1055,2011-11-24,29.03,,,,66.252,,,,
1056,2011-11-25,28.986,,,,66.774,,,,
1057,2011-11-26,28.953,,,,66.815,,,,
1058,2011-11-27,28.925,,,,67.528,,,,
1059,2011-11-28,29.4,,,,67.799,,,,
1060,2011-11-29,29.392,,,,67.473,,,,
1061,2011-11-30,29.208,,,,67.245,,,,
1062,2011-12-01,29.195,,,,67.738,,,,
1063,2011-12-02,29.122,,,,68.125,,,,
1064,2011-12-03,29.044,,,,68.013,,,,
1065,2011-12-04,29.0,,,,68.043,,,,
1066,2011-12-05,28.945,,,,68.786,,,,
1067,2011-12-06,28.802,,,,70.698,,,,
1068,2011-12-07,28.717,,,,70.167,,,,
1069,2011-12-08,26.739,,,,70.186,,,,
1070,2011-12-09,23.576,,,,71.05,,,,
1071,2011-12-10,23.479,,,,70.805,,,,
1072,2011-12-11,23.241,,,,71.102,,,,
1073,2011-12-12,23.07,,,,71.152,,,,
1074,2011-12-13,23.051,,,,70.921,,,,
1075,2011-12-14,23.028,,,,71.01,,,,
1076,2011-12-15,23.01,,,,70.839,,,,
1077,2011-12-16,22.987,,,,70.663,,,,
1078,2011-12-17,22.963,,,,70.843,,,,
1079,2011-12-18,22.942,,,,71.146,,,,
1080,2011-12-19,22.917,,,,71.113,,,,
1081,2011-12-20,23.304,,,,70.739,,,,
1082,2011-12-21,23.269,,,,70.601,,,,
1083,2011-12-22,23.226,,,,70.555,,,,
1084,2011-12-23,23.205,,,,70.322,,,,
1085,2011-12-24,23.187,,,,69.901,,,,
1086,2011-12-25,23.158,,,,69.967,,,,
1087,2011-12-26,23.147,,,,69.778,,,,
1088,2011-12-27,23.097,,,,69.664,,,,
1089,2011-12-28,23.074,,,,69.504,,,,
1090,2011-12-29,23.051,,,,69.711,,,,
1091,2011-12-30,23.032,,,,69.808,,,,
1092,2011-12-31,23.009,,,,69.748,,,,
1093,2012-01-01,22.998,,,,70.07,,,,
1094,2012-01-02,22.968,,,,70.047,,,,
1095,2012-01-03,22.957,,,,70.154,,,,
1096,2012-01-04,22.931,,,,70.4,,,,
1097,2012-01-05,22.976,,,,70.53,,,,
1098,2012-01-06,22.891,,,,70.052,,,,
1099,2012-01-07,22.858,,,,69.932,,,,
1100,2012-01-08,22.839,,,,69.74,,,,
1101,2012-01-09,23.22,,,,69.673,,,,
1102,2012-01-10,23.196,,,,70.101,,,,
1103,2012-01-11,23.173,,,,69.998,,,,
1104,2012-01-12,23.144,,,,69.893,,,,
1105,2012-01-13,23.195,,,,69.848,,,,
1106,2012-01-14,23.253,,,,69.802,,,,
1107,2012-01-15,23.227,,,,69.801,,,,
1108,2012-01-16,23.19,,,,69.669,,,,
1109,2012-01-17,23.192,,,,69.646,,,,
1110,2012-01-18,23.233,,,,69.739,,,,
1111,2012-01-19,23.51,,,,69.825,,,,
1112,2012-01-20,23.487,,,,69.416,,,,
1113,2012-01-21,23.506,,,,69.014,,,,
1114,2012-01-22,23.534,,,,68.87,,,,
1115,2012-01-23,23.49,,,,68.579,,,,
1116,2012-01-24,23.476,,,,68.156,,,,
1117,2012-01-25,23.549,,,,67.957,,,,
1118,2012-01-26,23.505,,,,67.482,,,,
1119,2012-01-27,23.501,,,,69.522,,,,
1120,2012-01-28,23.503,,,,68.994,,,,
1121,2012-01-29,23.564,,,,68.956,,,,
1122,2012-01-30,23.565,,,,69.394,,,,
1123,2012-01-31,23.584,,,,69.026,,,,
1124,2012-02-01,23.552,,,,69.423,,,,
1125,2012-02-02,23.594,,,,69.472,,,,
1126,2012-02-03,23.561,,,,69.106,,,,
1127,2012-02-04,23.641,,,,69.055,,,,
1128,2012-02-05,23.625,,,,69.187,,,,
1129,2012-02-06,23.598,,,,69.56,,,,
1130,2012-02-07,23.568,,,,69.574,,,,
1131,2012-02-08,23.552,,,,68.387,,,,
1132,2012-02-09,23.543,,,,68.818,,,,
1133,2012-02-10,23.536,,,,68.745,,,,
1134,2012-02-11,23.416,,,,68.659,,,,
1135,2012-02-12,23.401,,,,68.565,,,,
1136,2012-02-13,23.638,,,,68.371,,,,
1137,2012-02-14,24.182,,,,67.706,,,,
1138,2012-02-15,23.025,,,,67.881,,,,
1139,2012-02-16,22.782,,,,67.989,,,,
1140,2012-02-17,22.704,,,,68.205,,,,
1141,2012-02-18,22.614,,,,68.14,,,,
1142,2012-02-19,22.6,,,,67.716,,,,
1143,2012-02-20,22.563,,,,67.664,,,,
1144,2012-02-21,22.636,,,,68.125,,,,
1145,2012-02-22,22.602,,,,68.072,,,,
1146,2012-02-23,22.566,,,,73.175,,,,
1147,2012-02-24,22.529,,,,73.006,,,,
1148,2012-02-25,23.05,,,,74.958,,,,
1149,2012-02-26,23.041,,,,74.733,,,,
1150,2012-02-27,23.019,,,,74.656,,,,
1151,2012-02-28,23.127,,,,74.469,,,,
1152,2012-02-29,22.992,,,,74.693,,,,
1153,2012-03-01,23.023,,,,74.368,,,,
1154,2012-03-02,23.049,,,,74.127,,,,
1155,2012-03-03,22.901,,,,73.802,,,,
1156,2012-03-04,22.859,,,,73.959,,,,
1157,2012-03-05,22.84,,,,73.756,,,,
1158,2012-03-06,22.826,,,,73.69,,,,
1159,2012-03-07,22.852,,,,73.35,,,,
1160,2012-03-08,22.827,,,,73.155,,,,
1161,2012-03-09,22.804,,,,73.197,,,,
1162,2012-03-10,22.799,,,,72.832,,,,
1163,2012-03-11,22.801,,,,72.585,,,,
1164,2012-03-12,22.725,,,,72.337,,,,
1165,2012-03-13,22.681,,,,72.149,,,,
1166,2012-03-14,22.753,,,,71.71,,,,
1167,2012-03-15,22.854,,,,71.615,,,,
1168,2012-03-16,22.849,,,,71.775,,,,
1169,2012-03-17,22.816,,,,71.504,,,,
1170,2012-03-18,22.823,,,,71.418,,,,
1171,2012-03-19,22.809,,,,71.998,,,,
1172,2012-03-20,22.81,,,,72.503,,,,
1173,2012-03-21,22.777,,,,71.823,,,,
1174,2012-03-22,22.674,,,,71.649,,,,
1175,2012-03-23,22.744,,,,71.974,,,,
1176,2012-03-24,22.702,,,,72.101,,,,
1177,2012-03-25,23.115,,,,71.851,,,,
1178,2012-03-26,23.109,,,,71.616,,,,
1179,2012-03-27,23.048,,,,72.686,,,,
1180,2012-03-28,23.166,,,,72.402,,,,
1181,2012-03-29,23.147,,,,72.885,,,,
1182,2012-03-30,23.098,,,,73.338,,,,
1183,2012-03-31,23.066,,,,73.811,,,,
1184,2012-04-01,23.062,,,,74.286,,,,
1185,2012-04-02,23.167,,,,74.159,,,,
1186,2012-04-03,23.039,,,,73.79,,,,
1187,2012-04-04,23.285,,,,73.627,,,,
1188,2012-04-05,23.367,,,,73.613,,,,
1189,2012-04-06,23.693,,,,73.36,,,,
1190,2012-04-07,23.676,,,,73.106,,,,
1191,2012-04-08,23.667,,,,72.835,,,,
1192,2012-04-09,23.213,,,,72.533,,,,
1193,2012-04-10,23.197,,,,72.304,,,,
1194,2012-04-11,23.217,,,,72.562,,,,
1195,2012-04-12,23.242,,,,73.046,,,,
1196,2012-04-13,23.109,,,,72.981,,,,
1197,2012-04-14,23.096,,,,73.15,,,,
1198,2012-04-15,23.188,,,,72.888,,,,
1199,2012-04-16,23.486,,,,72.81,,,,
1200,2012-04-17,23.722,,,,72.522,,,,
1201,2012-04-18,23.72,,,,73.12,,,,
1202,2012-04-19,23.806,,,,72.895,,,,
1203,2012-04-20,24.011,,,,72.671,,,,
1204,2012-04-21,23.991,,,,72.484,,,,
1205,2012-04-22,24.104,,,,72.384,,,,
1206,2012-04-23,24.079,,,,72.354,,,,
1207,2012-04-24,24.066,,,,72.315,,,,
1208,2012-04-25,23.934,,,,72.263,,,,
1209,2012-04-26,24.034,,,,72.023,,,,
1210,2012-04-27,24.021,,,,71.827,,,,
1211,2012-04-28,24.0,,,,71.591,,,,
1212,2012-04-29,23.817,,,,71.35,,,,
1213,2012-04-30,23.791,,,,71.573,,,,
1214,2012-05-01,23.789,,,,71.729,,,,
1215,2012-05-02,23.75,,,,72.528,,,,
1216,2012-05-03,23.729,,,,72.336,,,,
1217,2012-05-04,23.664,,,,72.529,,,,
1218,2012-05-05,23.732,,,,72.679,,,,
1219,2012-05-06,24.321,,,,72.43,,,,
1220,2012-05-07,24.383,,,,72.153,,,,
1221,2012-05-08,24.333,,,,72.002,,,,
1222,2012-05-09,24.444,,,,71.657,,,,
1223,2012-05-10,24.509,,,,71.558,,,,
1224,2012-05-11,24.861,,,,71.318,,,,
1225,2012-05-12,24.752,,,,71.016,,,,
1226,2012-05-13,24.764,,,,70.798,,,,
1227,2012-05-14,24.741,,,,70.546,,,,
1228,2012-05-15,24.838,,,,70.414,,,,
1229,2012-05-16,24.983,,,,70.176,,,,
1230,2012-05-17,25.216,,,,69.967,,,,
1231,2012-05-18,25.233,,,,69.774,,,,
1232,2012-05-19,25.185,,,,69.585,,,,
1233,2012-05-20,25.21,,,,69.417,,,,
1234,2012-05-21,25.232,,,,69.257,,,,
1235,2012-05-22,25.475,,,,69.081,,,,
1236,2012-05-23,25.547,,,,68.89,,,,
1237,2012-05-24,25.612,,,,68.675,,,,
1238,2012-05-25,25.646,,,,68.469,,,,
1239,2012-05-26,25.641,,,,68.276,,,,
1240,2012-05-27,25.623,,,,68.169,,,,
1241,2012-05-28,25.617,,,,68.194,,,,
1242,2012-05-29,25.637,,,,68.235,,,,
1243,2012-05-30,25.684,,,,68.149,,,,
1244,2012-05-31,25.399,,,,68.219,,,,
1245,2012-06-01,24.867,,,,68.317,,,,
1246,2012-06-02,24.832,,,,67.983,,,,
1247,2012-06-03,24.872,,,,67.837,,,,
1248,2012-06-04,24.767,,,,67.997,,,,
1249,2012-06-05,24.728,,,,67.915,,,,
1250,2012-06-06,24.738,,,,67.924,,,,
