,Time,BTC_Top_100_Richest_Percentage_of_Total_Coins,ETH_Top_100_Richest_Percentage_of_Total_Coins,XRP_Top_100_Richest_Percentage_of_Total_Coins,DOGE_Top_100_Richest_Percentage_of_Total_Coins,LTC_Top_100_Richest_Percentage_of_Total_Coins,BCH_Top_100_Richest_Percentage_of_Total_Coins,XMR_Top_100_Richest_Percentage_of_Total_Coins,DASH_Top_100_Richest_Percentage_of_Total_Coins,ZEC_Top_100_Richest_Percentage_of_Total_Coins
3648,2018-12-30,15.712,,,59.647,40.669,24.268,,15.149,
3649,2018-12-31,15.715,,,59.757,40.741,24.245,,15.182,
3650,2019-01-01,15.709,,,59.901,40.716,24.217,,14.981,
3651,2019-01-02,15.693,,,59.873,40.764,24.184,,14.957,
3652,2019-01-03,15.648,,,59.934,40.737,24.105,,14.945,
3653,2019-01-04,15.643,,,59.605,40.53,24.372,,15.362,
3654,2019-01-05,15.682,,,59.259,40.535,24.373,,15.283,
3655,2019-01-06,15.68,,,60.214,40.595,24.356,,15.308,
3656,2019-01-07,15.677,,,60.462,40.57,24.484,,15.078,
3657,2019-01-08,15.664,,,60.464,40.669,24.535,,15.089,
3658,2019-01-09,15.66,,,60.428,40.614,24.49,,15.051,
3659,2019-01-10,15.668,,,60.456,40.692,24.936,,14.889,
3660,2019-01-11,15.831,,,61.385,41.597,25.148,,14.892,
3661,2019-01-12,15.832,,,61.291,41.627,25.189,,14.894,
3662,2019-01-13,15.831,,,61.242,41.618,25.19,,14.91,
3663,2019-01-14,15.829,,,61.205,41.61,25.201,,14.963,
3664,2019-01-15,15.802,,,61.228,41.622,25.118,,14.974,
3665,2019-01-16,15.801,,,61.242,41.61,25.117,,14.981,
3666,2019-01-17,15.816,,,61.231,41.641,25.112,,14.953,
3667,2019-01-18,15.797,,,61.459,41.625,25.113,,14.948,
3668,2019-01-19,15.796,,,61.148,41.646,25.121,,14.951,
3669,2019-01-20,15.794,,,61.091,41.68,25.102,,14.965,
3670,2019-01-21,15.777,,,61.119,41.656,25.095,,14.945,
3671,2019-01-22,15.78,,,61.326,41.675,25.088,,14.89,
3672,2019-01-23,15.775,,,61.269,41.667,25.002,,14.885,
3673,2019-01-24,15.773,,,61.163,41.648,24.974,,14.86,
3674,2019-01-25,15.778,,,60.982,41.625,24.981,,14.838,
3675,2019-01-26,15.776,,,60.997,41.654,25.198,,14.834,
3676,2019-01-27,15.776,,,60.921,41.644,25.097,,14.882,
3677,2019-01-28,15.771,,,60.869,41.685,25.165,,14.823,
3678,2019-01-29,15.76,,,60.682,41.671,25.173,,14.771,
3679,2019-01-30,15.753,,,60.558,41.663,25.142,,14.786,
3680,2019-01-31,15.752,,,60.643,41.706,25.258,,14.802,
3681,2019-02-01,15.854,,,60.693,41.708,25.217,,14.82,
3682,2019-02-02,15.854,,,60.678,41.76,25.221,,14.805,
3683,2019-02-03,15.827,,,60.63,41.715,25.193,,14.792,
3684,2019-02-04,15.815,,,60.622,41.658,25.192,,14.854,
3685,2019-02-05,15.84,,,60.71,41.649,25.203,,14.794,
3686,2019-02-06,15.763,,,60.695,41.644,25.231,,14.784,
3687,2019-02-07,15.766,,,60.648,41.637,25.238,,14.727,
3688,2019-02-08,15.787,,,60.632,41.741,25.267,,14.723,
3689,2019-02-09,15.788,,,60.508,41.533,25.227,,14.697,
3690,2019-02-10,15.791,,,60.545,41.312,25.225,,14.67,
3691,2019-02-11,15.776,,,60.555,41.264,24.934,,14.66,
3692,2019-02-12,15.781,,,60.57,41.275,24.961,,14.647,
3693,2019-02-13,15.849,,,60.344,41.337,24.931,,14.71,
3694,2019-02-14,15.855,,,60.547,41.232,24.912,,14.691,
3695,2019-02-15,15.856,,,60.465,41.285,24.866,,14.696,
3696,2019-02-16,15.864,,,60.414,41.239,24.881,,14.688,
3697,2019-02-17,15.866,,,60.435,41.205,24.878,,14.707,
3698,2019-02-18,15.896,,,60.455,41.265,24.862,,14.704,
3699,2019-02-19,15.898,,,60.481,41.307,24.823,,14.744,
3700,2019-02-20,15.896,,,60.443,41.387,24.821,,14.672,
3701,2019-02-21,15.894,,,60.426,41.334,24.876,,14.682,
3702,2019-02-22,15.916,,,60.444,41.356,24.877,,14.607,
3703,2019-02-23,15.909,,,60.442,41.396,24.87,,14.601,
3704,2019-02-24,15.897,,,60.41,41.389,24.914,,14.58,
3705,2019-02-25,15.889,,,60.192,41.371,24.827,,14.622,
3706,2019-02-26,15.929,,,60.173,41.306,24.825,,14.621,
3707,2019-02-27,15.958,,,60.162,41.32,25.001,,14.614,
3708,2019-02-28,15.676,,,60.125,41.304,24.861,,14.607,
3709,2019-03-01,15.673,,,60.149,41.237,24.857,,15.224,
3710,2019-03-02,15.602,,,60.112,41.231,24.846,,15.334,
3711,2019-03-03,15.602,,,59.955,41.223,24.846,,15.326,
3712,2019-03-04,15.601,,,59.875,41.22,24.834,,15.31,
3713,2019-03-05,15.599,,,59.942,41.274,24.7,,15.258,
3714,2019-03-06,15.598,,,60.098,41.373,24.867,,15.307,
3715,2019-03-07,15.596,,,59.99,41.396,24.866,,15.292,
3716,2019-03-08,15.64,,,60.042,41.192,24.842,,15.326,
3717,2019-03-09,15.628,,,60.047,40.953,24.836,,15.328,
3718,2019-03-10,15.628,,,60.003,40.986,24.83,,15.348,
3719,2019-03-11,15.632,,,59.951,40.99,24.552,,15.293,
3720,2019-03-12,15.643,,,59.763,41.05,24.561,,15.389,
3721,2019-03-13,15.678,,,59.604,41.059,24.559,,15.419,
3722,2019-03-14,15.676,,,59.601,41.06,24.551,,15.413,
3723,2019-03-15,15.679,,,59.525,41.062,24.548,,15.442,
3724,2019-03-16,15.677,,,59.505,41.06,24.61,,15.479,
3725,2019-03-17,15.676,,,59.611,40.971,24.534,,15.437,
3726,2019-03-18,15.677,,,59.669,40.949,24.482,,15.451,
3727,2019-03-19,15.689,,,59.641,41.142,24.42,,15.489,
3728,2019-03-20,15.667,,,59.64,41.158,24.408,,15.498,
3729,2019-03-21,15.676,,,59.608,41.183,24.365,,15.509,
3730,2019-03-22,15.675,,,59.584,41.201,24.344,,15.528,
3731,2019-03-23,15.688,,,58.968,41.195,24.43,,15.518,
3732,2019-03-24,15.692,,,58.988,41.202,24.537,,15.545,
3733,2019-03-25,15.703,,,59.088,41.149,24.406,,16.097,
3734,2019-03-26,15.704,,,58.972,41.168,24.578,,15.543,
3735,2019-03-27,15.72,,,58.859,41.203,24.575,,15.607,
3736,2019-03-28,15.76,,,58.856,41.124,24.613,,15.777,
3737,2019-03-29,15.777,,,58.774,41.322,24.69,,15.959,
3738,2019-03-30,15.786,,,58.764,41.328,25.12,,15.949,
3739,2019-03-31,15.727,,,58.742,41.321,25.099,,15.929,
3740,2019-04-01,15.729,,,58.85,41.341,25.005,,15.862,
3741,2019-04-02,15.611,,,58.727,41.047,25.024,,15.845,
3742,2019-04-03,15.618,,,58.786,41.091,24.868,,16.019,
3743,2019-04-04,15.646,,,58.133,41.229,24.797,,15.927,
3744,2019-04-05,15.637,,,58.309,41.287,24.816,,16.023,
3745,2019-04-06,15.633,,,58.036,41.14,24.822,,16.119,
3746,2019-04-07,15.642,,,57.933,41.182,24.885,,16.093,
3747,2019-04-08,15.656,,,57.727,41.198,24.969,,16.07,
3748,2019-04-09,15.66,,,57.69,41.221,24.84,,16.04,
3749,2019-04-10,15.672,,,57.619,41.28,24.766,,16.185,
3750,2019-04-11,15.703,,,57.45,41.43,24.577,,16.295,
3751,2019-04-12,15.72,,,57.401,41.463,24.846,,16.243,
3752,2019-04-13,15.724,,,57.392,41.575,24.527,,16.548,
3753,2019-04-14,15.73,,,57.349,41.57,24.516,,16.504,
3754,2019-04-15,15.724,,,57.322,41.61,24.537,,16.491,
3755,2019-04-16,15.717,,,57.21,41.969,24.631,,16.504,
3756,2019-04-17,15.718,,,57.18,42.057,24.764,,16.475,
3757,2019-04-18,15.738,,,57.298,42.03,24.726,,16.503,
3758,2019-04-19,15.772,,,57.179,41.973,24.633,,16.501,
3759,2019-04-20,15.766,,,57.138,41.944,24.626,,16.506,
3760,2019-04-21,15.763,,,57.207,41.943,24.503,,16.472,
3761,2019-04-22,15.636,,,57.255,41.965,24.483,,16.487,
3762,2019-04-23,15.662,,,57.271,41.96,24.516,,16.493,
3763,2019-04-24,15.666,,,57.27,41.992,24.435,,16.471,
3764,2019-04-25,15.687,,,57.261,41.991,24.456,,16.41,
3765,2019-04-26,15.609,,,57.207,41.739,24.349,,16.32,
3766,2019-04-27,15.624,,,57.076,41.697,24.373,,16.279,
3767,2019-04-28,15.624,,,57.05,41.703,24.402,,16.224,
3768,2019-04-29,15.526,,,57.037,41.518,24.607,,15.916,
3769,2019-04-30,15.518,,,57.104,41.571,24.612,,15.952,
3770,2019-05-01,15.538,,,57.121,41.571,24.677,,15.936,
3771,2019-05-02,15.55,,,57.043,41.578,24.587,,15.931,
3772,2019-05-03,15.554,,,57.04,41.606,24.499,,15.896,
3773,2019-05-04,15.561,,,56.971,41.611,24.46,,15.832,
3774,2019-05-05,15.568,,,56.969,41.605,24.467,,15.828,
3775,2019-05-06,15.564,,,56.87,41.586,24.436,,15.86,
3776,2019-05-07,15.458,,,56.859,41.619,24.673,,15.799,
3777,2019-05-08,15.397,,,56.809,41.666,24.641,,15.797,
3778,2019-05-09,15.465,,,56.761,42.677,25.432,,15.809,
3779,2019-05-10,15.597,,,56.782,43.085,26.771,,15.921,
3780,2019-05-11,15.58,,,56.782,43.085,27.053,,15.921,
3781,2019-05-12,15.58,,,56.782,43.085,27.053,,16.256,
3782,2019-05-13,15.535,,,56.334,42.519,27.047,,16.246,
3783,2019-05-14,15.38,,,56.072,42.217,27.021,,16.21,
3784,2019-05-15,15.261,,,55.876,42.282,27.189,,15.611,
3785,2019-05-16,15.255,,,55.863,42.148,27.367,,15.635,
3786,2019-05-17,15.275,,,55.767,42.02,27.032,,15.505,
3787,2019-05-18,15.328,,,55.716,42.054,26.626,,15.471,
3788,2019-05-19,15.331,,,55.69,42.0,26.704,,15.534,
3789,2019-05-20,15.346,,,55.685,41.989,26.693,,15.225,
3790,2019-05-21,15.351,,,55.678,41.999,26.592,,15.241,
3791,2019-05-22,15.3,,,55.541,41.909,26.747,,15.357,
3792,2019-05-23,15.328,,,55.118,42.057,26.97,,15.392,
3793,2019-05-24,15.437,,,54.863,42.063,27.013,,15.343,
3794,2019-05-25,15.443,,,54.955,42.07,27.085,,15.312,
3795,2019-05-26,15.564,,,54.96,41.817,27.069,,15.304,
3796,2019-05-27,15.594,,,54.671,41.867,27.182,,15.326,
3797,2019-05-28,15.592,,,54.425,41.792,27.656,,15.328,
3798,2019-05-29,15.61,,,54.562,41.785,27.446,,15.255,
3799,2019-05-30,15.612,,,54.502,41.756,27.431,,15.238,
3800,2019-05-31,15.594,,,54.378,41.926,27.354,,15.176,
3801,2019-06-01,15.614,,,54.327,41.844,27.299,,15.107,
3802,2019-06-02,15.619,,,54.576,41.686,27.354,,15.209,
3803,2019-06-03,15.601,,,54.589,41.727,27.437,,15.25,
3804,2019-06-04,15.495,,,54.463,41.761,27.522,,15.286,
3805,2019-06-05,15.735,,,54.981,41.802,27.496,,15.264,
3806,2019-06-06,15.707,,,54.869,41.804,27.466,,15.269,
3807,2019-06-07,15.718,,,54.861,41.977,27.532,,15.295,
3808,2019-06-08,15.717,,,54.701,41.933,27.529,,15.293,
3809,2019-06-09,15.705,,,54.705,41.906,27.508,,15.316,
3810,2019-06-10,15.693,,,54.576,42.211,27.56,,15.414,
3811,2019-06-11,15.662,,,54.548,42.51,27.547,,15.433,
3812,2019-06-12,15.666,,,54.479,42.679,27.54,,15.436,
3813,2019-06-13,15.652,,,54.541,42.856,27.584,,15.435,
3814,2019-06-14,15.667,,,54.491,42.82,27.567,,15.408,
3815,2019-06-15,15.66,,,54.446,42.812,27.572,,15.388,
3816,2019-06-16,15.665,,,54.297,42.764,27.569,,15.379,
3817,2019-06-17,15.594,,,54.184,42.715,27.791,,15.36,
3818,2019-06-18,15.596,,,54.151,42.686,27.832,,15.355,
3819,2019-06-19,15.679,,,54.099,42.705,27.771,,15.356,
3820,2019-06-20,15.661,,,54.052,42.624,27.777,,15.319,
3821,2019-06-21,15.648,,,53.912,42.583,27.831,,15.596,
3822,2019-06-22,15.58,,,53.85,42.853,27.989,,15.621,
3823,2019-06-23,15.604,,,53.948,42.82,27.901,,15.601,
3824,2019-06-24,15.625,,,53.85,42.814,27.982,,15.578,
3825,2019-06-25,15.618,,,53.839,42.787,27.507,,15.559,
3826,2019-06-26,15.67,,,53.989,42.79,27.497,,15.668,
3827,2019-06-27,15.692,,,54.034,42.863,27.58,,15.641,
3828,2019-06-28,15.665,,,53.905,42.846,27.5,,15.647,
3829,2019-06-29,15.665,,,54.009,42.851,27.503,,15.656,
3830,2019-06-30,15.732,,,54.034,42.833,27.521,,15.658,
3831,2019-07-01,15.766,,,53.89,42.791,27.594,,15.662,
3832,2019-07-02,15.809,,,53.845,42.814,27.69,,15.66,
3833,2019-07-03,15.821,,,53.785,42.769,27.608,,15.633,
3834,2019-07-04,15.795,,,53.678,42.754,27.548,,15.636,
3835,2019-07-05,15.791,,,54.599,42.743,27.562,,15.626,
3836,2019-07-06,15.788,,,54.545,42.743,27.577,,15.623,
3837,2019-07-07,15.79,,,54.511,42.716,27.59,,15.625,
3838,2019-07-08,15.812,,,54.434,42.729,27.692,,15.634,
3839,2019-07-09,15.796,,,54.367,42.706,27.635,,15.62,
3840,2019-07-10,15.895,,,54.392,42.715,27.626,,15.629,
3841,2019-07-11,15.946,,,54.657,42.552,27.395,,15.643,
3842,2019-07-12,15.99,,,54.642,42.686,27.387,,15.622,
3843,2019-07-13,15.977,,,54.689,42.652,27.415,,15.656,
3844,2019-07-14,15.97,,,54.635,42.625,27.408,,15.657,
3845,2019-07-15,15.984,,,54.632,42.662,27.636,,15.686,
3846,2019-07-16,16.002,,,54.635,42.425,27.576,,15.733,
3847,2019-07-17,15.989,,,54.53,42.396,27.598,,15.843,
3848,2019-07-18,15.997,,,54.663,42.324,27.698,,15.825,
3849,2019-07-19,15.967,,,54.658,42.269,27.812,,15.767,
3850,2019-07-20,15.956,,,54.647,42.285,27.783,,15.772,
3851,2019-07-21,15.958,,,54.702,42.276,27.806,,15.759,
3852,2019-07-22,15.962,,,54.707,42.267,27.811,,15.772,
3853,2019-07-23,15.951,,,54.676,42.259,27.829,,15.801,
3854,2019-07-24,15.895,,,54.603,42.25,27.96,,15.818,
3855,2019-07-25,15.851,,,54.561,42.259,27.853,,15.796,
3856,2019-07-26,15.826,,,54.622,42.014,27.838,,15.807,
3857,2019-07-27,15.809,,,54.601,42.011,27.814,,15.812,
3858,2019-07-28,15.811,,,54.615,42.001,27.809,,15.808,
3859,2019-07-29,14.703,,,54.639,41.994,27.729,,15.834,
3860,2019-07-30,14.67,,,54.66,41.984,27.774,,15.825,
3861,2019-07-31,14.659,,,54.634,42.075,27.824,,15.857,
3862,2019-08-01,14.656,,,54.638,42.125,27.797,,15.867,
3863,2019-08-02,14.658,,,54.583,42.112,27.856,,15.952,
3864,2019-08-03,14.639,,,54.667,42.1,27.97,,15.965,
3865,2019-08-04,14.64,,,54.603,42.125,27.85,,15.966,
3866,2019-08-05,14.576,,,54.576,42.152,27.899,,15.95,
3867,2019-08-06,14.579,,,54.764,42.122,27.235,,15.952,
3868,2019-08-07,14.574,,,54.855,42.142,27.196,,15.99,
3869,2019-08-08,14.557,,,54.852,42.058,27.047,,15.968,
3870,2019-08-09,14.569,,,54.899,42.079,27.049,,15.894,
3871,2019-08-10,14.601,,,54.948,42.076,27.06,,16.118,
3872,2019-08-11,14.601,,,55.184,42.072,27.058,,16.157,
3873,2019-08-12,14.587,,,55.192,42.064,27.113,,16.181,
3874,2019-08-13,14.519,,,55.197,42.002,27.065,,16.169,
3875,2019-08-14,14.434,,,55.24,41.894,27.009,,16.175,
3876,2019-08-15,14.449,,,55.233,41.724,26.918,,16.191,
3877,2019-08-16,14.404,,,55.194,42.052,26.991,,16.204,
3878,2019-08-17,14.409,,,55.159,42.004,26.991,,16.215,
3879,2019-08-18,14.409,,,55.275,42.0,26.998,,16.202,
3880,2019-08-19,14.402,,,55.258,41.991,26.969,,16.208,
3881,2019-08-20,14.389,,,55.235,42.004,26.98,,16.211,
3882,2019-08-21,14.41,,,55.192,41.999,26.972,,16.252,
3883,2019-08-22,14.405,,,55.184,41.997,27.018,,16.101,
3884,2019-08-23,14.674,,,55.167,41.988,27.027,,16.085,
3885,2019-08-24,14.674,,,55.172,41.983,27.028,,16.075,
3886,2019-08-25,14.689,,,55.114,42.248,27.027,,16.058,
3887,2019-08-26,14.673,,,55.125,42.294,27.323,,16.078,
3888,2019-08-27,14.673,,,55.385,42.573,27.268,,16.136,
3889,2019-08-28,14.58,,,55.374,42.429,27.117,,16.118,
3890,2019-08-29,14.548,,,55.176,42.402,27.09,,16.177,
3891,2019-08-30,14.539,,,55.204,42.395,27.101,,16.174,
3892,2019-08-31,14.557,,,55.193,42.408,27.131,,16.238,
3893,2019-09-01,14.557,,,55.243,42.418,27.111,,16.231,
3894,2019-09-02,14.522,,,55.239,42.456,27.102,,16.208,
3895,2019-09-03,14.535,,,55.194,42.387,27.095,,16.194,
3896,2019-09-04,14.538,,,55.253,42.379,27.102,,16.121,
3897,2019-09-05,14.555,,,55.22,42.353,27.11,,15.971,
3898,2019-09-06,14.76,,,55.23,42.33,27.152,,15.985,
3899,2019-09-07,14.767,,,55.242,42.299,27.157,,15.937,
3900,2019-09-08,14.768,,,55.279,41.894,27.167,,15.951,
3901,2019-09-09,14.671,,,55.317,41.859,27.176,,16.001,
3902,2019-09-10,14.675,,,55.295,41.819,26.509,,15.974,
3903,2019-09-11,14.668,,,55.309,41.767,26.573,,16.03,
3904,2019-09-12,14.61,,,55.31,41.728,26.479,,16.062,
3905,2019-09-13,14.616,,,55.321,41.685,26.433,,16.322,
3906,2019-09-14,14.605,,,55.307,41.695,26.335,,16.383,
3907,2019-09-15,14.605,,,55.263,41.693,26.327,,16.41,
3908,2019-09-16,14.561,,,55.26,41.716,26.302,,16.428,
3909,2019-09-17,14.55,,,55.241,41.765,26.284,,16.329,
3910,2019-09-18,14.563,,,55.649,41.757,26.291,,16.18,
3911,2019-09-19,14.581,,,55.625,41.717,26.297,,16.173,
3912,2019-09-20,14.538,,,55.643,41.708,26.299,,16.058,
3913,2019-09-21,14.535,,,55.547,41.695,26.31,,16.008,
3914,2019-09-22,14.534,,,55.581,41.574,26.319,,16.005,
3915,2019-09-23,14.533,,,55.564,41.607,26.302,,16.024,
3916,2019-09-24,14.541,,,55.584,41.535,26.376,,15.994,
3917,2019-09-25,14.527,,,55.575,41.521,26.869,,16.13,
3918,2019-09-26,14.536,,,55.611,41.702,26.811,,16.222,
3919,2019-09-27,14.534,,,55.662,41.688,26.825,,16.203,
3920,2019-09-28,14.549,,,55.662,41.699,26.841,,16.129,
3921,2019-09-29,14.554,,,55.7,41.733,26.847,,16.127,
3922,2019-09-30,14.558,,,56.113,41.73,26.882,,16.073,
3923,2019-10-01,14.558,,,56.04,41.738,26.967,,16.095,
3924,2019-10-02,14.533,,,56.057,41.733,26.829,,16.085,
3925,2019-10-03,14.535,,,56.062,41.746,26.83,,16.064,
3926,2019-10-04,14.528,,,55.987,41.753,26.792,,16.026,
3927,2019-10-05,14.528,,,55.977,41.746,26.784,,16.029,
3928,2019-10-06,14.527,,,55.965,41.742,26.764,,16.037,
3929,2019-10-07,14.526,,,55.997,41.722,26.748,,16.118,
3930,2019-10-08,14.527,,,55.924,41.713,26.726,,16.108,
3931,2019-10-09,14.525,,,55.9,41.756,26.75,,16.083,
3932,2019-10-10,14.541,,,55.931,41.719,26.756,,16.067,
3933,2019-10-11,14.531,,,55.909,41.713,26.797,,16.119,
3934,2019-10-12,14.536,,,55.824,41.71,26.786,,16.099,
3935,2019-10-13,14.535,,,55.684,41.7,26.805,,16.177,
3936,2019-10-14,14.562,,,55.731,42.34,27.179,,16.187,
3937,2019-10-15,14.579,,,55.699,42.375,27.163,,16.184,
3938,2019-10-16,14.576,,,55.627,42.38,27.161,,16.217,
3939,2019-10-17,14.561,,,55.781,42.36,27.163,,16.214,
3940,2019-10-18,14.581,,,55.926,42.348,27.165,,16.265,
3941,2019-10-19,14.578,,,56.038,42.463,27.16,,16.262,
3942,2019-10-20,14.578,,,56.405,42.455,27.162,,16.261,
3943,2019-10-21,14.524,,,56.321,42.421,27.163,,16.265,
3944,2019-10-22,14.536,,,56.289,42.418,27.196,,16.271,
3945,2019-10-23,14.541,,,56.302,42.326,27.24,,16.243,
3946,2019-10-24,14.584,,,56.494,42.348,27.219,,16.255,
3947,2019-10-25,14.559,,,56.445,42.284,27.444,,16.212,
3948,2019-10-26,14.556,,,56.224,42.224,27.25,,16.175,
3949,2019-10-27,14.562,,,56.274,42.237,27.172,,16.148,
3950,2019-10-28,14.564,,,56.877,42.222,27.634,,16.161,
3951,2019-10-29,14.509,,,56.765,42.098,27.282,,16.193,
3952,2019-10-30,14.511,,,56.775,42.083,27.102,,16.157,
3953,2019-10-31,14.517,,,56.768,42.073,27.127,,16.145,
3954,2019-11-01,14.463,,,56.792,42.079,27.101,,16.12,
3955,2019-11-02,14.457,,,56.84,42.065,27.058,,16.116,
3956,2019-11-03,14.456,,,56.833,42.08,27.04,,16.146,
3957,2019-11-04,14.456,,,56.817,42.028,27.079,,16.2,
3958,2019-11-05,14.352,,,57.075,41.778,27.171,,16.182,
3959,2019-11-06,14.369,,,57.066,41.785,27.105,,16.2,
3960,2019-11-07,14.375,,,57.053,41.762,27.091,,16.198,
3961,2019-11-08,14.346,,,57.068,41.746,27.113,,16.238,
3962,2019-11-09,14.343,,,56.648,41.706,27.193,,16.238,
3963,2019-11-10,14.344,,,56.546,41.72,27.198,,16.236,
3964,2019-11-11,14.353,,,56.65,41.74,27.189,,16.266,
3965,2019-11-12,14.341,,,56.53,41.781,27.123,,16.282,
3966,2019-11-13,14.328,,,56.62,41.795,27.105,,16.34,
3967,2019-11-14,14.329,,,56.772,41.598,27.11,,16.348,
3968,2019-11-15,14.36,,,56.725,41.593,27.097,,16.329,
3969,2019-11-16,14.36,,,56.64,41.586,27.095,,16.317,
3970,2019-11-17,14.359,,,56.623,41.58,27.09,,16.293,
3971,2019-11-18,14.394,,,56.613,41.581,27.067,,16.278,
3972,2019-11-19,14.491,,,56.618,41.589,27.027,,16.281,
3973,2019-11-20,14.582,,,56.626,41.598,26.979,,16.49,
3974,2019-11-21,14.671,,,56.581,41.58,26.991,,16.566,
3975,2019-11-22,14.749,,,56.762,41.555,27.229,,16.51,
3976,2019-11-23,14.754,,,56.711,41.569,27.228,,16.463,
3977,2019-11-24,14.781,,,56.71,41.56,27.262,,16.383,
3978,2019-11-25,14.865,,,56.666,41.336,27.204,,16.445,
3979,2019-11-26,14.858,,,56.66,41.332,27.062,,16.489,
3980,2019-11-27,15.002,,,56.795,41.446,27.396,,16.512,
3981,2019-11-28,15.005,,,56.71,41.509,27.562,,16.3,
3982,2019-11-29,15.077,,,56.743,41.498,27.582,,16.295,
3983,2019-11-30,15.07,,,56.85,41.501,27.587,,16.271,
3984,2019-12-01,15.073,,,56.872,41.478,27.588,,16.35,
3985,2019-12-02,15.06,,,56.837,41.473,27.588,,16.366,
3986,2019-12-03,15.021,,,56.85,41.468,27.346,,16.366,
3987,2019-12-04,15.069,,,56.795,41.49,27.304,,16.467,
3988,2019-12-05,15.077,,,56.79,41.526,27.35,,16.771,
3989,2019-12-06,15.058,,,56.765,41.552,27.359,,16.805,
3990,2019-12-07,15.073,,,56.787,41.531,27.374,,16.837,
3991,2019-12-08,15.083,,,56.792,41.536,27.376,,16.836,
3992,2019-12-09,15.081,,,56.816,41.541,27.382,,16.827,
3993,2019-12-10,15.089,,,56.799,41.532,27.366,,16.751,
3994,2019-12-11,15.091,,,56.799,41.539,27.429,,16.716,
3995,2019-12-12,15.098,,,56.812,41.53,27.483,,16.754,
3996,2019-12-13,15.109,,,56.826,41.493,27.37,,16.727,
3997,2019-12-14,15.124,,,56.799,41.496,27.424,,16.813,
3998,2019-12-15,15.13,,,56.932,41.46,27.367,,16.807,
3999,2019-12-16,15.15,,,56.897,41.467,27.373,,16.832,
4000,2019-12-17,15.155,,,56.819,41.455,27.355,,17.033,
4001,2019-12-18,15.179,,,56.766,41.511,27.424,,17.081,
4002,2019-12-19,15.236,,,56.746,41.533,27.438,,17.053,
4003,2019-12-20,15.246,,,56.762,41.528,27.44,,17.093,
4004,2019-12-21,15.179,,,56.781,41.523,27.44,,17.081,
4005,2019-12-22,15.18,,,56.787,41.518,27.438,,17.091,
4006,2019-12-23,15.202,,,56.79,41.513,27.443,,17.106,
4007,2019-12-24,15.203,,,56.789,41.508,27.44,,17.153,
4008,2019-12-25,15.154,,,56.759,41.504,27.442,,17.142,
4009,2019-12-26,15.159,,,56.794,41.499,27.786,,17.504,
4010,2019-12-27,15.143,,,56.873,41.502,27.784,,17.544,
4011,2019-12-28,15.156,,,56.909,41.531,27.784,,17.582,
4012,2019-12-29,15.163,,,57.038,41.542,27.784,,17.598,
4013,2019-12-30,15.171,,,57.152,41.542,27.523,,17.492,
4014,2019-12-31,15.162,,,57.122,41.545,27.554,,17.551,
4015,2020-01-01,15.167,,,57.124,41.531,27.56,,17.573,
4016,2020-01-02,15.138,,,57.058,41.47,27.42,,17.592,
4017,2020-01-03,15.152,,,57.165,41.448,27.413,,17.53,
4018,2020-01-04,15.158,,,57.284,41.443,27.422,,17.583,
4019,2020-01-05,15.165,,,57.234,41.435,27.425,,17.754,
4020,2020-01-06,15.182,,,57.188,41.438,27.462,,17.696,
4021,2020-01-07,15.193,,,57.173,41.415,27.442,,17.525,
4022,2020-01-08,15.204,,,57.11,41.409,27.332,,17.621,
4023,2020-01-09,15.188,,,57.035,41.397,27.329,,17.627,
4024,2020-01-10,15.185,,,57.039,41.393,27.326,,17.641,
4025,2020-01-11,15.184,,,57.022,41.423,27.285,,17.678,
4026,2020-01-12,15.172,,,56.995,41.43,27.335,,17.923,
4027,2020-01-13,15.164,,,56.987,41.448,27.323,,17.861,
4028,2020-01-14,15.177,,,56.935,41.515,27.314,,18.067,
4029,2020-01-15,15.164,,,56.964,41.508,27.268,,18.3,
4030,2020-01-16,15.134,,,57.018,41.545,27.338,,18.355,
4031,2020-01-17,15.134,,,56.909,41.545,27.279,,18.272,
4032,2020-01-18,15.144,,,56.942,41.565,27.322,,18.618,
4033,2020-01-19,15.143,,,56.963,41.553,27.292,,18.62,
4034,2020-01-20,15.124,,,56.92,41.563,27.28,,18.791,
4035,2020-01-21,15.124,,,57.003,41.573,27.28,,18.793,
4036,2020-01-22,15.106,,,56.939,41.573,27.269,,18.874,
4037,2020-01-23,15.103,,,56.937,41.551,27.263,,18.871,
4038,2020-01-24,15.101,,,57.17,41.534,27.243,,18.862,
4039,2020-01-25,15.101,,,57.17,41.518,27.28,,18.866,
4040,2020-01-26,15.101,,,57.18,41.498,27.301,,18.789,
4041,2020-01-27,15.105,,,57.146,41.477,27.341,,18.768,
4042,2020-01-28,15.116,,,57.121,41.471,27.337,,18.807,
4043,2020-01-29,15.124,,,57.224,41.494,27.229,,18.844,
4044,2020-01-30,15.127,,,57.161,41.424,27.245,,19.011,
4045,2020-01-31,15.134,,,57.041,41.232,27.316,,19.022,
4046,2020-02-01,15.135,,,57.0,41.23,27.367,,18.999,
4047,2020-02-02,15.134,,,57.027,41.271,27.359,,19.035,
4048,2020-02-03,15.14,,,56.979,41.22,27.376,,19.097,
4049,2020-02-04,15.145,,,56.924,41.219,27.349,,19.07,
4050,2020-02-05,15.154,,,56.899,41.203,27.363,,19.103,
4051,2020-02-06,15.159,,,56.937,41.088,27.705,,19.073,
